Instituição;Código;Conglomerado Prudencial;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;NU PAGAMENTOS - PRUDENCIAL;52058;84693;n1;3;14;SAO PAULO;SP;03/2025;171.629.211;52.540.093;47.890.798;159.520.200;149.466.310;12.109.011;2.504.223;2;0
BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;2038232;BANCOOB - PRUDENCIAL;51750;80879;b1;2;11;BRASILIA;DF;03/2025;166.603.458;35.606.345;39.931.306;161.352.180;138.975.496;5.251.279;272.148;5;0
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL - PRUDENCIAL;30173;80154;b1;1;8;PORTO ALEGRE;RS;03/2025;151.181.637;60.809.479;61.737.617;140.772.432;129.405.921;10.409.205;241.318;509;42
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;XP - PRUDENCIAL;52120;82475;n2;2;15;RIO DE JANEIRO;RJ;03/2025;141.722.130;0;61.538.615;133.645.088;97.269.590;8.077.042;71.512;4;0
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM - PRUDENCIAL;51011;80484;b1;2;8;SAO PAULO;SP;03/2025;135.644.949;62.900.746;33.831.291;123.377.885;103.201.617;12.267.064;490.980;4;5
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;ITAU - PRUDENCIAL;;80099;n4;2;41;SAO PAULO;SP;03/2025;125.746.571;0;7.117.400;88.831.984;0;36.914.587;881.226;1;0
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;1027058;CIELO IP - PRUDENCIAL;;84710;n4;2;41;BARUERI;SP;03/2025;117.268.636;0;12.315.501;107.652.369;7.788.266;9.616.267;394.797;1;0
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE - PRUDENCIAL;20107;80116;b1;3;8;SAO PAULO;SP;03/2025;115.767.522;2.600.451;31.840.771;104.259.919;90.942.425;11.507.603;538.309;3;0
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18236120;NU PAGAMENTOS - PRUDENCIAL;;84693;n4;3;41;SAO PAULO;SP;03/2025;93.780.506;53.197.597;2.512.143;75.015.937;7.663.291;18.764.569;2.851.776;1;0
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER - PRUDENCIAL;30379;80185;n1;3;14;SAO PAULO;SP;03/2025;83.027.206;68.618.478;8.558.503;74.867.703;71.569.459;8.159.503;495.986;1;0
BANCO INTER S.A.;416968;INTER - PRUDENCIAL;51884;80996;b1;2;8;BELO HORIZONTE;MG;03/2025;79.445.244;33.250.352;23.976.188;72.198.377;61.012.955;7.246.868;217.744;17;0
BANCO C6 S.A.;31872495;BANCO C6 - PRUDENCIAL;52072;84844;b1;2;8;SAO PAULO;SP;03/2025;78.701.741;32.577.208;26.075.461;75.308.303;54.934.450;3.393.438;266.285;2;0
BANCO DAYCOVAL S.A.;62232889;BCO DAYCOVAL S.A - PRUDENCIAL;51987;81744;b1;2;8;SAO PAULO;SP;03/2025;75.774.111;42.758.565;17.735.876;68.370.500;62.834.423;7.403.612;451.812;54;0
STONE INSTITUIÇÃO DE PAGAMENTO S.A.;16501555;STONE IP - PRUDENCIAL;;84686;n4;3;41;SAO PAULO;SP;03/2025;72.622.335;0;25.982.744;70.001.375;22.909.353;2.620.959;264.063;1;0
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A. INSTITUIÇÃO DE PAGAMENTO;10440482;SANTANDER - PRUDENCIAL;;80185;n4;3;41;SAO PAULO;SP;03/2025;70.979.524;0;268.216;67.830.510;22.957;3.149.014;104.790;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;;81593;b1;1;8;FORTALEZA;CE;03/2025;70.923.904;17.497.673;43.789.342;56.808.773;22.649.666;14.115.131;341.213;299;1
BRB - BANCO DE BRASILIA S.A.;208;BRB - PRUDENCIAL;31976;80288;b1;1;8;BRASILIA;DF;03/2025;68.816.799;45.481.435;6.895.601;64.958.658;59.026.872;3.858.141;237.477;87;161
BANCO MASTER S/A;33923798;BANCO MASTER - PRUDENCIAL;50201;80367;b1;2;2;RIO DE JANEIRO;RJ;03/2025;68.344.170;13.668.197;32.171.217;65.075.310;54.521.813;3.268.860;57.713;3;3
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8561701;PAGSEGURO - PRUDENCIAL;;84813;n4;2;41;SAO PAULO;SP;03/2025;67.966.218;542.752;5.163.730;58.094.514;39.486.661;9.871.704;174.621;1;0
MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.;10573521;MERCADO PAGO IP - PRUDENCIAL;;84820;n4;3;41;OSASCO;SP;03/2025;67.892.163;10.833.632;25.065.449;64.826.950;24.382.342;3.065.213;128.581;1;0
BANCO PAN S.A.;59285411;BTG PACTUAL - PRUDENCIAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;03/2025;67.445.434;47.478.902;7.425.771;59.870.398;54.848.187;7.575.035;207.798;2;0
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL - PRUDENCIAL;41856;80312;b1;3;8;SAO PAULO;SP;03/2025;58.876.585;16.052.050;26.140.238;52.404.279;45.084.934;6.472.305;225.566;13;0
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;03/2025;57.646.449;43.825.165;145.442;57.091.180;54.527.031;555.269;127.711;3;5
BANCO DA AMAZONIA S.A.;4902979;BCO DA AMAZONIA S.A. - PRUDENCIAL;;81249;b1;1;2;BELEM;PA;03/2025;56.724.338;31.863.214;20.382.591;50.033.063;14.559.172;6.691.275;307.457;115;0
BANCO VOLKSWAGEN S.A.;59109165;VOLKSWAGEN - PRUDENCIAL;;80202;b2;3;8;SAO PAULO;SP;03/2025;55.002.105;45.839.901;27.177;49.650.600;44.589.082;5.351.505;399.178;2;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;;81555;b1;3;8;SAO PAULO;SP;03/2025;52.616.327;37.923.412;5.505.339;46.946.761;42.089.753;5.669.566;45.140;19;0
BANCO BMG S.A.;61186680;BMG - PRUDENCIAL;30290;80178;b1;2;8;SAO PAULO;SP;03/2025;51.345.558;21.557.316;12.927.332;47.697.487;38.981.616;3.648.070;114.889;27;2
BANCO C6 CONSIGNADO S.A.;61348538;BANCO C6 - PRUDENCIAL;52072;84844;b1;2;8;SAO PAULO;SP;03/2025;42.138.585;31.138.630;7.108.179;39.053.430;29.651.883;3.085.156;258.640;2;0
BANCOSEGURO S.A.;10264663;PAGSEGURO - PRUDENCIAL;52182;84813;b1;2;8;SAO PAULO;SP;03/2025;41.573.409;36.871.615;560.915;40.743.700;40.363.617;829.709;10.542;2;0
BANCO ITAÚ CONSIGNADO S.A.;33885724;ITAU - PRUDENCIAL;10069;80099;b1;2;8;SAO PAULO;SP;03/2025;40.665.849;27.177.326;0;39.629.256;38.937.501;1.036.593;38.164;2;0
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS - PRUDENCIAL;;80673;b1;3;8;SAO PAULO;SP;03/2025;39.172.714;7.758.335;19.570.035;35.277.838;24.952.723;3.894.876;83.511;2;0
BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;51255;80556;b1;3;8;SAO PAULO;SP;03/2025;38.737.144;2.089.748;10.056.799;32.921.931;25.007.779;5.815.213;313.427;2;0
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES - PRUDENCIAL;30159;80147;b1;1;8;VITORIA;ES;03/2025;38.282.085;11.548.506;15.544.523;36.010.134;34.574.629;2.271.952;54.542;89;62
GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;4332281;GOLDMAN SACHS - PRUDENCIAL;51585;80714;b2;3;8;SAO PAULO;SP;03/2025;37.255.208;313.294;19.580.884;32.718.353;15.178.689;4.536.854;357.907;2;0
SAFRA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;45437547;SAFRA - PRUDENCIAL;10083;80109;n1;2;14;SAO PAULO;SP;03/2025;36.790.926;24.362.240;10.266.954;36.395.933;35.698.627;394.994;159.397;2;0
BANCO AGIBANK S.A.;10664513;AGIBANK - PRUDENCIAL;51956;83694;b1;2;2;CAMPINAS;SP;03/2025;33.648.689;25.190.368;3.553.960;30.975.565;25.562.626;2.673.124;348.772;2;238
BANCO CLASSICO S.A.;31597552;BCO CLASSICO S.A. - PRUDENCIAL;;81665;b1;2;8;RIO DE JANEIRO;RJ;03/2025;31.966.602;0;27.411.837;14.358.456;4.000.486;17.608.145;735;2;0
BANCO ORIGINAL S.A.;92894922;ORIGINAL - PRUDENCIAL;;80903;b1;2;8;SAO PAULO;SP;03/2025;28.945.580;12.374.045;8.727.828;27.744.270;25.827.088;1.201.310;16.525;2;0
PICPAY BANK - BANCO MÚLTIPLO S.A;9516419;PICPAY - PRUDENCIAL;52632;88022;b1;2;8;SAO PAULO;SP;03/2025;28.872.805;13.833.507;9.114.447;28.092.473;22.299.415;780.331;-48.021;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;;81407;b2;3;8;CURITIBA;PR;03/2025;28.701.205;26.393.800;2.269;25.668.876;23.569.305;3.032.329;53.505;2;0
BANCO PINE S.A.;62144175;PINE - PRUDENCIAL;50304;80374;b1;2;8;SAO PAULO;SP;03/2025;28.194.741;10.461.027;11.828.524;27.071.078;22.128.737;1.123.664;73.482;3;0
BANCO MERCANTIL DO BRASIL S.A.;17184037;MERCANTIL DO BRASIL - PRUDENCIAL;20152;80123;b1;2;8;BELO HORIZONTE;MG;03/2025;27.929.455;17.128.704;2.414.248;26.034.529;22.355.667;1.894.926;240.544;3;279
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;;;;b3C;2;9;BELO HORIZONTE;MG;03/2025;26.913.278;225.489;7.093.766;25.374.590;624.464;1.538.688;42.948;0;0
BANCO BOCOM BBM S.A.;15114366;BOCOM - PRUDENCIAL;52003;84624;b1;3;8;SALVADOR;BA;03/2025;26.647.920;9.783.911;9.960.939;25.175.383;21.091.918;1.472.537;77.612;4;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;;81311;b4;1;5;PORTO ALEGRE;RS;03/2025;25.970.704;21.454.514;3.744.138;21.298.921;19.621.705;4.671.782;108.900;4;0
CITIBANK N.A.;33042953;CITIBANK - PRUDENCIAL;30403;80192;b1;3;28;SAO PAULO;SP;03/2025;24.630.461;95.214;4.201.330;17.893.660;13.950.941;6.736.801;100.632;2;0
BANCO DIGIO S.A.;27098060;BRADESCO - PRUDENCIAL;10045;80075;b2;2;8;OSASCO;SP;03/2025;24.330.443;17.285.580;1.815.523;24.068.625;21.596.791;261.818;-38.509;2;0
BANCO SOFISA S.A.;60889128;SOFISA - PRUDENCIAL;31873;80271;b1;2;8;SAO PAULO;SP;03/2025;23.366.709;6.556.357;9.494.118;22.202.756;16.014.615;1.163.952;52.818;23;0
BANCO MORGAN STANLEY S.A.;2801938;MORGAN STANLEY - PRUDENCIAL;51413;80628;b1;3;8;SAO PAULO;SP;03/2025;22.036.719;0;10.354.360;18.044.671;12.681.423;3.992.047;98.239;2;0
BANCO CSF S.A.;8357240;BCO CSF S.A. - PRUDENCIAL;;81610;b2;2;8;SAO PAULO;SP;03/2025;21.163.540;16.997.200;935.144;18.323.914;3.907.498;2.839.626;129.939;2;0
BANCO MERCEDES-BENZ DO BRASIL S.A.;60814191;MERCEDES-BENZ - PRUDENCIAL;51262;80563;b2;3;8;SAO BERNARDO DO CAMPO;SP;03/2025;20.089.218;18.438.890;267.877;17.463.375;16.752.598;2.625.843;64.957;2;0
TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3751794;TERRA INVESTIMENTOS DTVM - PRUDENCIAL;52113;84514;n2;2;16;SAO PAULO;SP;03/2025;19.977.853;0;132.510;19.896.571;1.555.071;81.282;4.867;4;0
PORTOSEG S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;4862600;PORTO SEGURO - PRUDENCIAL;51444;80642;n1;2;14;SAO PAULO;SP;03/2025;19.863.902;17.791.597;276.583;18.928.597;3.921.739;935.305;60.627;2;0
STONE SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;53505601;STONE IP - PRUDENCIAL;;84686;n1;3;14;SAO PAULO;SP;03/2025;19.379.687;18.298.551;0;19.321.836;18.793.635;57.851;37.539;2;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;;;;b3C;2;9;BELO HORIZONTE;MG;03/2025;19.291.099;1.076.135;5.061.161;18.435.270;0;855.829;27.919;0;0
BANCO JOHN DEERE S.A.;91884981;BRADESCO - PRUDENCIAL;;80075;b1;2;8;OSASCO;SP;03/2025;19.078.135;16.684.332;832.761;14.847.672;14.654.147;4.230.463;57.950;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;;;;b3C;2;9;FLORIANOPOLIS;SC;03/2025;18.849.182;185.662;4.411.100;17.631.697;597.026;1.217.485;35.318;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;BCO DO EST. DO PA S.A. - PRUDENCIAL;;81586;b1;1;8;BELEM;PA;03/2025;18.712.177;14.301.257;1.767.550;16.547.058;15.773.287;2.165.118;57.988;165;34
LUIZACRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2206577;ITAU - PRUDENCIAL;10069;80099;n1;2;14;SAO PAULO;SP;03/2025;18.711.575;17.129.625;22.906;17.040.698;3.609.409;1.670.877;62.970;2;0
BANCO FIBRA S.A.;58616418;BCO FIBRA S.A. - PRUDENCIAL;;81483;b1;2;8;SAO PAULO;SP;03/2025;18.540.374;5.427.914;8.339.975;17.368.437;16.220.352;1.171.937;25.916;2;0
BANCO DE INVESTIMENTOS UBS (BRASIL) S.A.;33987793;UBS (BRASIL) - PRUDENCIAL;30771;80219;b2;3;13;SAO PAULO;SP;03/2025;18.461.691;5.090.551;3.285.473;12.082.279;6.834.668;6.379.412;122.104;3;0
REDECARD SOCIEDADE DE CRÉDITO DIRETO S.A.;46743943;ITAU - PRUDENCIAL;10069;80099;n1;2;43;SAO PAULO;SP;03/2025;18.438.491;0;1;206.467;0;18.232.024;424.586;2;0
BANCO CRÉDIT AGRICOLE BRASIL S.A.;75647891;CREDIT AGRICOLE - PRUDENCIAL;;80491;b1;3;8;SAO PAULO;SP;03/2025;17.876.595;8.502.467;2.694.795;15.153.170;13.583.641;2.723.424;21.127;2;0
BANCO VOLVO BRASIL S.A.;58017179;VOLVO - PRUDENCIAL;;80769;b2;3;8;CURITIBA;PR;03/2025;17.045.203;14.405.749;1.515.030;13.357.712;13.213.596;3.687.491;105.502;2;0
SCANIA BANCO S.A.;11417016;SCANIA - PRUDENCIAL;;80776;b2;3;8;SAO BERNARDO DO CAMPO;SP;03/2025;16.471.257;16.014.705;917;15.098.067;15.020.709;1.373.190;922;2;0
CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA;18189547;CLOUDWALK IP - PRUDENCIAL;;86581;n4;2;41;SAO PAULO;SP;03/2025;16.033.147;0;329.302;14.905.342;1.163.359;1.127.804;121.503;1;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;;;;b3S;2;9;BEBEDOURO;SP;03/2025;15.915.889;8.822.505;3.128.905;12.717.376;11.275.815;3.198.513;101.724;0;130
BANCO GM S.A.;59274605;GM - PRUDENCIAL;;80848;b2;3;8;SAO PAULO;SP;03/2025;15.889.359;12.379.370;146.310;13.184.306;11.442.545;2.705.053;102.384;2;0
BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A;7450604;BANK OF CHINA (BRASIL) - PRUDENCIAL;32119;80295;b1;3;8;SAO PAULO;SP;03/2025;15.849.888;7.792.830;4.506.871;14.381.129;13.497.929;1.468.759;11.591;9;0
KIRTON BANK S.A. - BANCO MÚLTIPLO;1701201;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;03/2025;15.684.441;23.753;259.538;3.513.096;2.024.965;12.171.345;230.610;1;0
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO - PRUDENCIAL;10045;80075;n1;2;19;OSASCO;SP;03/2025;15.681.899;6.409.301;7.955.602;11.446.186;10.309.750;4.235.713;97.517;2;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;SCOTIABANK BRASIL - PRUDENCIAL;52230;81452;b1;3;8;SAO PAULO;SP;03/2025;15.520.397;1.328.227;2.184.316;12.354.344;9.834.390;3.166.053;45.169;2;0
BANCO MIZUHO DO BRASIL S.A.;61088183;MIZUHO - PRUDENCIAL;;80697;b1;3;8;SAO PAULO;SP;03/2025;15.331.018;3.079.566;6.646.079;14.087.448;12.673.155;1.243.570;36.998;2;0
BANCO NACIONAL S.A.;17157777;BTG PACTUAL - PRUDENCIAL;49944;80336;b2;2;8;RIO DE JANEIRO;RJ;03/2025;15.100.986;0;340.155;6.903.888;0;8.197.098;674.715;1;0
BANCO BRADESCARD S.A.;4184779;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;03/2025;14.864.517;7.820.656;485.811;14.625.783;6.893.845;238.734;691;2;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;DEUTSCHE - PRUDENCIAL;;80532;b1;3;8;SAO PAULO;SP;03/2025;14.816.449;2.824.523;2.442.879;12.083.010;9.036.781;2.733.439;31.108;2;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;;;;b3S;2;9;BLUMENAU;SC;03/2025;14.785.397;8.298.014;560.575;11.609.825;10.447.939;3.175.572;194.193;0;115
MERCADO CRÉDITO SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;37679449;MERCADO PAGO IP - PRUDENCIAL;;84820;n1;3;14;OSASCO;SP;03/2025;14.656.817;4.803.552;2.980.702;13.321.138;11.773.896;1.335.679;-132.764;2;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;;81421;b2;3;8;PORTO ALEGRE;RS;03/2025;14.577.376;13.366.435;0;13.237.622;12.078.546;1.339.754;-18.110;3;0
BR PARTNERS BANCO DE INVESTIMENTO S.A.;13220493;BR PARTNERS - PRUDENCIAL;;80934;b2;2;13;SAO PAULO;SP;03/2025;14.444.051;633.684;12.407.550;13.768.196;12.815.077;675.856;4.661;2;0
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER - PRUDENCIAL;30379;80185;n1;3;19;SAO PAULO;SP;03/2025;14.191.427;3.238.741;1.616.998;3.958.765;2.563.071;10.232.662;165.804;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;;;;b3C;2;9;RIBEIRAO PRETO;SP;03/2025;14.071.786;0;2.000.023;13.367.338;2.156.676;704.447;31.794;0;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;;;;b3C;2;9;FRANCISCO BELTRAO;PR;03/2025;14.037.973;60.717;2.881.571;13.418.270;9.075.107;619.702;33.879;0;0
BANCO HSBC S.A.;53518684;BANCO HSBC - PRUDENCIAL;;84741;b1;3;8;SAO PAULO;SP;03/2025;13.971.759;4.824.091;2.979.348;12.584.594;10.101.722;1.387.166;41.389;2;0
BANCO ALFA DE INVESTIMENTO S.A.;60770336;SAFRA - PRUDENCIAL;10083;80109;b2;2;13;SAO PAULO;SP;03/2025;13.956.297;2.601.263;441.969;12.536.957;11.881.256;1.419.340;-4.587;9;2
BANCO BRADESCO BBI S.A.;6271464;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;03/2025;13.438.459;0;3.766.739;8.529.442;7.210.331;4.909.017;222.077;5;0
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;;;;b3C;2;9;SAO PAULO;SP;03/2025;13.433.343;0;8.241.615;12.833.798;0;599.545;7.929;0;2
WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23862762;BANCO MASTER - PRUDENCIAL;50201;80367;n1;2;14;RIO DE JANEIRO;RJ;03/2025;13.384.252;7.829.992;589.267;14.130.779;7.468.342;-746.527;-88.109;2;0
BANCO MUFG BRASIL S.A.;60498557;BCO MUFG BRASIL S.A. - PRUDENCIAL;;81713;b1;3;8;SAO PAULO;SP;03/2025;13.276.077;2.222.218;4.668.664;11.684.129;9.208.159;1.591.948;33.135;2;0
BANCO MASTER DE INVESTIMENTO S.A.;9526594;BANCO MASTER - PRUDENCIAL;50201;80367;b2;2;13;RIO DE JANEIRO;RJ;03/2025;13.062.273;0;45.609;13.046.679;13.020.135;15.594;-728;2;2
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;BCO DES. DE MG S.A. - PRUDENCIAL;;81328;b4;1;5;BELO HORIZONTE;MG;03/2025;13.023.141;6.938.446;4.108.490;10.767.389;9.575.393;2.255.752;36.485;2;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;;;;b3S;2;9;SERTAOZINHO;SP;03/2025;12.830.621;8.429.170;485.703;11.101.255;10.170.068;1.729.366;16.122;0;43
BANCO STELLANTIS S.A.;62237425;STELLANTIS - PRUDENCIAL;52508;87298;b2;3;8;SAO PAULO;SP;03/2025;12.770.180;6.594.292;464.778;11.121.722;10.901.954;1.648.458;68.078;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;;;;b3S;2;9;MARINGA;PR;03/2025;12.577.930;7.688.003;3.274.792;11.384.422;6.614.490;1.193.508;27.318;0;113
BANCO BV S.A.;1858774;VOTORANTIM - PRUDENCIAL;51011;80484;b1;2;8;SAO PAULO;SP;03/2025;12.361.080;7.113.906;759.243;9.276.406;5.599.619;3.084.674;6.073;3;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;BCO DO EST. DE SE S.A. - PRUDENCIAL;;81634;b1;1;8;ARACAJU;SE;03/2025;12.359.328;4.462.922;2.079.802;11.543.589;11.022.985;815.739;7.361;65;7
BANCO TOYOTA DO BRASIL S.A.;3215790;BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;;81562;b2;3;8;SAO PAULO;SP;03/2025;11.926.398;10.070.932;0;10.428.260;10.053.148;1.498.139;51.571;2;0
BANCO RCI BRASIL S.A.;62307848;SANTANDER - PRUDENCIAL;30379;80185;b2;3;8;SAO PAULO;SP;03/2025;11.889.011;8.466.304;2.007.310;10.409.377;9.530.742;1.479.634;50.917;2;0
BTG PACTUAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;43815158;BTG PACTUAL - PRUDENCIAL;49944;80336;n2;2;15;RIO DE JANEIRO;RJ;03/2025;11.746.974;50.720;524.583;9.943.394;144.232;1.803.579;24.931;6;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;;;;b3C;2;9;BLUMENAU;SC;03/2025;11.683.803;935.420;7.094.939;10.843.922;2.395.507;839.881;0;0;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;;;;b3C;2;9;VITORIA;ES;03/2025;11.607.763;115.690;2.967.542;10.955.454;441.376;652.310;27.504;0;0
