Instituição;Código;Conglomerado Prudencial;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB - PRUDENCIAL;49906;80329;b1;1;1;BRASILIA;DF;03/2022;1.955.518.063;757.545.602;1.813.541.505;1.581.085.831;141.976.558;6.570.637;3.987;671
CAIXA ECONOMICA FEDERAL;360305;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;51626;80738;b1;1;6;BRASILIA;DF;03/2022;1.483.535.592;888.994.637;1.403.265.146;1.218.664.960;80.270.446;2.312.079;3.373;907
ITAÚ UNIBANCO S.A.;60701190;ITAU - PRUDENCIAL;10069;80099;b1;2;8;SAO PAULO;SP;03/2022;1.436.993.874;378.620.358;1.320.282.816;1.136.300.689;116.711.057;5.382.000;2.722;934
BANCO BRADESCO S.A.;60746948;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;03/2022;1.428.640.054;519.088.973;1.277.541.428;1.075.396.669;151.098.626;7.009.200;2.952;1.317
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER - PRUDENCIAL;30379;80185;b1;3;8;SAO PAULO;SP;03/2022;915.448.665;323.833.982;833.189.053;679.173.712;82.259.612;3.917.375;2.594;1.568
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;BNDES - PRUDENCIAL;;81847;b4;1;4;RIO DE JANEIRO;RJ;03/2022;784.591.339;267.441.049;642.169.358;259.953.872;142.421.980;12.901.944;5;0
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL - PRUDENCIAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;03/2022;286.768.981;50.391.873;247.469.451;199.262.730;39.299.530;1.942.585;19;0
BANCO SAFRA S.A.;58160789;SAFRA - PRUDENCIAL;10083;80109;b1;2;8;SAO PAULO;SP;03/2022;207.155.336;81.241.319;191.833.411;165.053.658;15.321.925;501.415;117;4
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU - PRUDENCIAL;10069;80099;b1;2;8;SAO PAULO;SP;03/2022;161.215.875;0;16.525.410;0;144.690.465;6.993.053;2;0
BANCO ITAUCARD S.A.;17192451;ITAU - PRUDENCIAL;10069;80099;b2;2;8;SAO PAULO;SP;03/2022;151.710.499;126.326.185;140.487.004;67.768.103;11.223.495;424.473;2;0
BANCO CITIBANK S.A.;33479023;CITIBANK - PRUDENCIAL;30403;80192;b1;3;8;SAO PAULO;SP;03/2022;137.159.431;28.850.396;132.656.179;89.862.087;4.503.252;297.240;51;8
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM - PRUDENCIAL;51011;80484;b1;2;8;SAO PAULO;SP;03/2022;117.105.745;60.216.253;105.017.730;85.293.784;12.088.015;421.636;4;19
BANCO COOPERATIVO SICREDI S.A.;1181521;BCO COOPERATIVO SICREDI - PRUDENCIAL;;80745;b1;2;11;PORTO ALEGRE;RS;03/2022;109.943.220;17.928.834;107.479.578;97.431.947;2.463.643;13.865;6;0
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL - PRUDENCIAL;30173;80154;b1;1;8;PORTO ALEGRE;RS;03/2022;103.862.034;42.255.279;94.870.909;82.003.632;8.991.124;164.093;505;129
CIELO S.A.;1027058;CIELO IP - PRUDENCIAL;;84710;n4;2;41;BARUERI;SP;03/2022;99.813.690;0;89.643.314;3.900.411;10.170.376;184.557;1;0
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;ITAU - PRUDENCIAL;;80099;n4;2;41;SAO PAULO;SP;03/2022;99.485.491;0;54.016.317;0;45.469.173;621.792;1;0
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE - PRUDENCIAL;20107;80116;b1;3;8;SAO PAULO;SP;03/2022;88.294.542;4.335.566;81.279.664;56.105.820;7.014.878;397.416;3;0
BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;2038232;BANCOOB - PRUDENCIAL;51750;80879;b1;2;11;BRASILIA;DF;03/2022;84.023.358;17.566.846;81.408.951;69.093.258;2.614.407;120.884;5;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;52120;82475;n2;2;15;RIO DE JANEIRO;RJ;03/2022;76.331.080;0;69.719.349;51.841.978;6.611.731;-65.758;4;0
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS - PRUDENCIAL;51516;80673;b1;3;8;SAO PAULO;SP;03/2022;76.112.449;7.987.098;73.022.192;31.189.095;3.090.257;-23.027;5;0
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;03/2022;68.900.136;43.696.682;57.094.012;53.438.496;11.806.124;387.916;3;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;;81593;b1;1;8;FORTALEZA;CE;03/2022;63.006.496;14.994.124;55.071.476;18.652.185;7.935.020;408.893;296;2
BANCO XP S.A.;33264668;XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;52120;82475;b1;2;8;RIO DE JANEIRO;RJ;03/2022;60.300.688;15.837.034;59.413.676;48.133.408;887.012;196.617;2;0
BANCO DAYCOVAL S.A.;62232889;BCO DAYCOVAL S.A - PRUDENCIAL;51987;81744;b1;2;8;SAO PAULO;SP;03/2022;59.770.802;34.230.637;54.654.253;46.460.821;5.116.549;196.134;52;0
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER - PRUDENCIAL;30379;80185;n1;3;14;SAO PAULO;SP;03/2022;58.381.227;53.756.544;55.994.674;53.627.575;2.386.553;81.349;1;0
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;10440482;SANTANDER - PRUDENCIAL;;80185;n4;3;41;SAO PAULO;SP;03/2022;56.013.680;0;53.267.120;2.302.440;2.746.559;99.619;1;0
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;NU PAGAMENTOS - PRUDENCIAL;52058;84693;n1;2;14;SAO PAULO;SP;03/2022;55.346.349;18.301.546;50.961.560;48.609.413;4.384.789;251.680;2;0
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18236120;NU PAGAMENTOS - PRUDENCIAL;;84693;n4;2;41;SAO PAULO;SP;03/2022;53.401.282;26.401.104;50.217.664;12.968.054;3.183.618;-70.726;1;0
BANCO PAN S.A.;59285411;BTG PACTUAL - PRUDENCIAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;03/2022;52.604.986;36.286.684;44.933.297;38.883.372;7.671.689;195.496;2;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;;81555;b1;3;8;SAO PAULO;SP;03/2022;46.138.209;26.222.142;41.122.103;29.287.861;5.016.106;131.221;19;0
BANCO MUFG BRASIL S.A.;60498557;BCO MUFG BRASIL S.A. - PRUDENCIAL;;81713;b1;3;8;SAO PAULO;SP;03/2022;44.078.500;3.572.994;42.713.550;7.235.015;1.364.949;20.507;2;0
BANCO CRÉDIT AGRICOLE BRASIL S.A.;75647891;CREDIT AGRICOLE - PRUDENCIAL;51066;80491;b1;3;8;SAO PAULO;SP;03/2022;41.983.071;2.905.535;39.571.999;8.865.292;2.411.071;39.547;2;0
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL - PRUDENCIAL;41856;80312;b1;3;8;SAO PAULO;SP;03/2022;40.418.176;19.941.081;35.643.901;30.414.788;4.774.274;183.162;12;0
BANCO INTER S.A.;416968;INTER - PRUDENCIAL;51884;80996;b1;2;8;BELO HORIZONTE;MG;03/2022;38.265.337;17.902.821;29.837.168;24.540.010;8.428.169;17.003;19;0
BRB - BANCO DE BRASILIA S.A.;208;BRB - PRUDENCIAL;31976;80288;b1;1;8;BRASILIA;DF;03/2022;37.424.710;19.973.621;35.021.681;32.472.805;2.403.028;70.666;125;86
BANCO BMG S.A.;61186680;BMG - PRUDENCIAL;30290;80178;b1;2;8;SAO PAULO;SP;03/2022;36.995.234;14.940.943;33.133.980;29.022.124;3.861.254;48.306;29;0
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES - PRUDENCIAL;30159;80147;b1;1;8;VITORIA;ES;03/2022;36.374.297;6.635.564;34.416.340;33.188.074;1.957.957;81.273;103;49
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;33987793;CREDIT SUISSE - PRUDENCIAL;30771;80219;b2;3;13;SAO PAULO;SP;03/2022;34.201.684;6.580.057;28.112.750;21.366.791;6.088.934;389.131;3;0
BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;51255;80556;b1;3;8;SAO PAULO;SP;03/2022;34.150.580;979.521;30.587.536;16.321.067;3.563.044;208.289;2;0
STONE INSTITUIÇÃO DE PAGAMENTO S.A.;16501555;STONE IP - PRUDENCIAL;;84686;n4;2;41;SAO PAULO;SP;03/2022;31.132.780;0;29.953.767;4.463.318;1.179.013;-47.436;1;0
BANCO J. SAFRA S.A.;3017677;SAFRA - PRUDENCIAL;10083;80109;b1;2;8;SAO PAULO;SP;03/2022;30.764.915;20.008.848;30.046.017;28.947.387;718.898;68.443;2;0
BANCO ITAÚ CONSIGNADO S.A.;33885724;ITAU - PRUDENCIAL;10069;80099;b1;2;8;SAO PAULO;SP;03/2022;30.233.653;30.032.301;28.520.859;26.774.888;1.712.793;-38.598;2;0
BANCO DA AMAZONIA S.A.;4902979;BCO DA AMAZONIA S.A. - PRUDENCIAL;;81249;b1;1;2;BELEM;PA;03/2022;29.722.738;12.771.856;26.502.555;9.200.904;3.220.183;216.850;119;0
