Instituição;Código;Conglomerado Prudencial;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB - PRUDENCIAL;49906;80329;b1;1;1;BRASILIA;DF;09/2024;2.352.074.574;998.900.313;2.174.393.850;1.885.003.052;177.680.724;8.902.094;3.999;508
ITAÚ UNIBANCO S.A.;60701190;ITAU - PRUDENCIAL;10069;80099;b1;2;8;SAO PAULO;SP;09/2024;2.083.041.484;441.500.973;1.923.561.624;1.657.245.004;159.479.860;7.700.067;2.067;1.091
CAIXA ECONOMICA FEDERAL;360305;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;51626;80738;b1;1;6;BRASILIA;DF;09/2024;1.982.139.143;1.209.423.272;1.880.135.411;1.691.225.606;102.003.732;3.005.727;3.259;924
BANCO BRADESCO S.A.;60746948;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;09/2024;1.646.990.894;555.146.111;1.484.059.667;1.268.367.995;162.931.227;5.225.422;2.399;978
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER - PRUDENCIAL;30379;80185;b1;2;8;SAO PAULO;SP;09/2024;1.227.808.704;361.159.521;1.139.342.494;897.452.881;88.466.210;3.521.223;2.467;1.500
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;BNDES - PRUDENCIAL;;81847;b4;1;4;RIO DE JANEIRO;RJ;09/2024;801.560.818;286.311.578;632.423.627;158.587.417;169.137.191;5.648.834;5;0
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL - PRUDENCIAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;09/2024;460.872.194;43.848.162;404.601.789;331.927.390;56.270.405;3.068.284;26;0
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU - PRUDENCIAL;10069;80099;b2;2;8;SAO PAULO;SP;09/2024;417.057.065;159.956.795;222.918.849;98.997.226;194.138.216;10.043.062;2;7
BANCO SAFRA S.A.;58160789;SAFRA - PRUDENCIAL;10083;80109;b1;2;8;SAO PAULO;SP;09/2024;277.787.735;65.762.050;256.315.554;206.435.734;21.472.181;769.279;126;3
BANCO CITIBANK S.A.;33479023;CITIBANK - PRUDENCIAL;30403;80192;b1;2;8;SAO PAULO;SP;09/2024;198.978.330;33.874.891;193.171.984;138.279.801;5.806.346;546.991;51;8
BANCO COOPERATIVO SICREDI S.A.;1181521;BCO COOPERATIVO SICREDI - PRUDENCIAL;;80745;b1;2;11;PORTO ALEGRE;RS;09/2024;184.196.227;34.660.176;179.225.802;159.788.433;4.970.426;-31.830;6;0
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE - PRUDENCIAL;20107;80116;b1;2;8;SAO PAULO;SP;09/2024;169.258.567;2.413.012;158.941.695;86.149.174;10.316.872;274.771;3;0
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;NU PAGAMENTOS - PRUDENCIAL;52058;84693;n1;2;14;SAO PAULO;SP;09/2024;157.243.759;58.886.023;147.171.350;135.189.414;10.072.409;2.290.857;2;0
BANCO XP S.A.;33264668;XP - PRUDENCIAL;52120;82475;b1;2;8;RIO DE JANEIRO;RJ;09/2024;156.864.690;26.592.042;147.931.588;111.484.755;8.933.102;231.049;2;0
BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;2038232;BANCOOB - PRUDENCIAL;51750;80879;b1;2;11;BRASILIA;DF;09/2024;152.228.837;29.343.922;147.571.799;125.948.823;4.657.039;144.343;5;0
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL - PRUDENCIAL;30173;80154;b1;1;8;PORTO ALEGRE;RS;09/2024;140.243.275;57.649.762;129.989.210;117.763.467;10.254.065;197.102;496;41
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM - PRUDENCIAL;51011;80484;b1;2;8;SAO PAULO;SP;09/2024;138.641.019;70.574.825;124.852.000;103.542.371;13.789.018;487.182;4;5
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;XP - PRUDENCIAL;52120;82475;n2;2;15;RIO DE JANEIRO;RJ;09/2024;127.476.119;0;119.600.664;96.274.471;7.875.455;199.929;4;0
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;ITAU - PRUDENCIAL;;80099;n4;2;41;SAO PAULO;SP;09/2024;124.740.316;0;80.647.340;0;44.092.976;901.261;1;0
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;1027058;CIELO IP - PRUDENCIAL;;84710;n4;2;41;BARUERI;SP;09/2024;104.688.194;0;95.844.236;3.395.297;8.843.958;169.638;1;0
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS - PRUDENCIAL;;80673;b1;2;8;SAO PAULO;SP;09/2024;101.869.355;8.894.624;97.998.469;28.070.773;3.870.886;-25.900;2;0
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18236120;NU PAGAMENTOS - PRUDENCIAL;;84693;n4;2;41;SAO PAULO;SP;09/2024;83.426.499;50.962.142;67.264.898;6.704.369;16.161.601;2.507.953;1;0
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER - PRUDENCIAL;30379;80185;n1;2;14;SAO PAULO;SP;09/2024;77.429.642;70.822.212;53.225.796;50.340.153;24.203.846;569.038;1;0
BANCO DAYCOVAL S.A.;62232889;BCO DAYCOVAL S.A - PRUDENCIAL;51987;81744;b1;2;8;SAO PAULO;SP;09/2024;74.179.314;39.355.002;67.089.475;60.980.680;7.089.839;450.638;52;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;;81593;b1;1;8;FORTALEZA;CE;09/2024;70.559.240;14.889.613;56.999.853;24.089.990;13.559.388;541.359;298;1
BANCO INTER S.A.;416968;INTER - PRUDENCIAL;51884;80996;b1;2;8;BELO HORIZONTE;MG;09/2024;67.398.369;32.731.397;60.178.443;50.600.123;7.219.926;129.433;17;0
BANCO PAN S.A.;59285411;BTG PACTUAL - PRUDENCIAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;09/2024;67.160.858;50.972.716;58.848.457;53.858.828;8.312.401;195.887;2;0
BANCO C6 S.A.;31872495;BANCO C6 - PRUDENCIAL;52072;84844;b1;2;8;SAO PAULO;SP;09/2024;65.809.599;27.818.906;62.492.592;46.459.007;3.317.007;790.067;2;0
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL - PRUDENCIAL;41856;80312;b1;2;8;SAO PAULO;SP;09/2024;64.058.852;17.958.893;57.680.547;46.542.236;6.378.306;255.070;13;0
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A. INSTITUIÇÃO DE PAGAMENTO;10440482;SANTANDER - PRUDENCIAL;;80185;n4;2;41;SAO PAULO;SP;09/2024;64.030.271;0;60.552.205;666.462;3.478.065;98.728;1;0
BANCO MASTER S/A;33923798;BANCO MASTER - PRUDENCIAL;50201;80367;b1;2;2;RIO DE JANEIRO;RJ;09/2024;58.335.368;22.173.993;53.922.891;50.932.399;4.412.477;236.650;3;3
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;09/2024;58.154.140;46.052.682;57.257.089;54.270.855;897.051;38.401;3;5
BRB - BANCO DE BRASILIA S.A.;208;BRB - PRUDENCIAL;31976;80288;b1;1;8;BRASILIA;DF;09/2024;55.454.106;31.760.081;52.585.468;48.050.688;2.868.638;85.979;113;127
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8561701;PAGSEGURO - PRUDENCIAL;;84813;n4;2;41;SAO PAULO;SP;09/2024;55.083.351;514.411;45.281.182;24.793.811;9.802.169;165.956;1;0
STONE INSTITUIÇÃO DE PAGAMENTO S.A.;16501555;STONE IP - PRUDENCIAL;;84686;n4;2;41;SAO PAULO;SP;09/2024;53.478.004;0;51.035.724;14.442.599;2.442.280;213.946;1;0
BANCO DA AMAZONIA S.A.;4902979;BCO DA AMAZONIA S.A. - PRUDENCIAL;;81249;b1;1;2;BELEM;PA;09/2024;52.567.308;30.102.606;45.762.569;14.105.852;6.804.740;319.360;116;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;;81555;b1;2;8;SAO PAULO;SP;09/2024;52.013.646;31.948.195;46.826.699;38.884.135;5.186.948;137.890;19;0
BANCO VOLKSWAGEN S.A.;59109165;VOLKSWAGEN - PRUDENCIAL;;80202;b2;2;8;SAO PAULO;SP;09/2024;49.001.418;42.826.184;44.260.923;39.312.672;4.740.494;22.826;2;0
MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.;10573521;MERCADO PAGO IP - PRUDENCIAL;;84820;n4;2;41;OSASCO;SP;09/2024;47.871.850;7.582.565;44.886.786;17.671.418;2.985.064;187.610;1;0
BANCO BMG S.A.;61186680;BMG - PRUDENCIAL;30290;80178;b1;2;8;SAO PAULO;SP;09/2024;47.398.358;21.395.605;43.140.628;34.050.172;4.257.730;119.353;27;2
GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;4332281;GOLDMAN SACHS - PRUDENCIAL;51585;80714;b2;2;8;SAO PAULO;SP;09/2024;45.266.383;312.162;41.473.973;9.882.988;3.792.410;243.701;2;0
BANCOSEGURO S.A.;10264663;PAGSEGURO - PRUDENCIAL;52182;84813;b1;2;8;SAO PAULO;SP;09/2024;39.471.194;22.883.402;38.638.062;38.180.159;833.132;29.697;2;0
BANCO MUFG BRASIL S.A.;60498557;BCO MUFG BRASIL S.A. - PRUDENCIAL;;81713;b1;2;8;SAO PAULO;SP;09/2024;39.287.153;1.768.596;37.740.328;8.501.638;1.546.825;21.413;2;0
BANCO ITAÚ CONSIGNADO S.A.;33885724;ITAU - PRUDENCIAL;10069;80099;b1;2;8;SAO PAULO;SP;09/2024;38.779.335;31.004.876;37.547.678;37.015.972;1.231.657;32.648;2;0
BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;51255;80556;b1;2;8;SAO PAULO;SP;09/2024;37.800.696;2.153.169;32.333.813;20.201.027;5.466.883;347.083;2;0
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES - PRUDENCIAL;30159;80147;b1;1;8;VITORIA;ES;09/2024;37.605.463;11.090.352;35.282.585;33.624.761;2.322.878;90.987;92;60
SAFRA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;45437547;SAFRA - PRUDENCIAL;10083;80109;n1;2;14;SAO PAULO;SP;09/2024;35.031.892;22.571.811;34.666.241;33.937.675;365.651;166.276;2;0
BANCO MIZUHO DO BRASIL S.A.;61088183;MIZUHO - PRUDENCIAL;;80697;b1;2;8;SAO PAULO;SP;09/2024;34.670.439;2.519.999;33.507.330;13.333.663;1.163.108;31.705;2;0
BANCO C6 CONSIGNADO S.A.;61348538;BANCO C6 - PRUDENCIAL;52072;84844;b1;2;8;SAO PAULO;SP;09/2024;33.392.925;24.343.536;30.479.868;22.608.652;2.913.057;153.704;2;0
TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3751794;TERRA INVESTIMENTOS DTVM - PRUDENCIAL;52113;84514;n2;2;16;SAO PAULO;SP;09/2024;32.648.387;0;32.575.984;3.798.386;72.402;1.086;4;0
BANCO CLASSICO S.A.;31597552;BCO CLASSICO S.A. - PRUDENCIAL;;81665;b1;2;8;RIO DE JANEIRO;RJ;09/2024;29.837.644;0;13.038.226;3.433.020;16.799.418;-1.956;2;0
BANCO SOCIETE GENERALE BRASIL S.A.;61533584;SOCIETE GENERALE - PRUDENCIAL;31859;80264;b1;2;8;SAO PAULO;SP;09/2024;28.074.824;363.775;26.380.559;4.869.143;1.694.265;-7.064;2;0
