,conglomerado,cidade,data_base,indice_basileia
111080,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO,CARMO DO RIO CLARO,2014-03-01,35.64
111081,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM,GUANHAES,2014-03-01,29.32
111082,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE CAMPINA GRANDE E REGIÃO - SICOOB CGCRED,CAMPINA GRANDE,2014-03-01,31.11
111083,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL,PEDRO LEOPOLDO,2014-03-01,28.77
111084,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA,SAO PAULO,2014-03-01,96.02
111085,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.,PALMEIRAS DE GOIAS,2014-03-01,60.34
111086,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E ENSINO SUPERIOR - SICOOB JUDICIÁRIO",BRASILIA,2014-03-01,27.02
111087,"INFINITY CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",SAO PAULO,2014-03-01,12.32
111088,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SAO PAULO,2014-03-01,7.91
111089,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE PETRÓPOLIS LTDA. - UNICRED PETRÓPOLIS.,PETROPOLIS,2014-03-01,49.81
111090,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS EM TRANSPORTES RODOVIÁRIOS DE FRANCISCO BELTRÃO E REGIÃO - RODOCRÉDITO,FRANCISCO BELTRAO,2014-03-01,25.04
111091,PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,SAO PAULO,2014-03-01,19.56
111092,COOPERATIVA DE POUPANCA E CRÉDITO MÚTUO DOS EMPRESÁRIOS E PROFISSIONAIS LIBERAIS DO OESTE PAULISTA - SICOOB PAULISTA,PRESIDENTE PRUDENTE,2014-03-01,19.3
111093,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS,TIROS,2014-03-01,26.8
111094,H.COMMCOR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SAO PAULO,2014-03-01,46.28
111095,DOMUS COMPANHIA HIPOTECÁRIA,RIO DE JANEIRO,2014-03-01,33.33
111096,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE JOINVILLE-COOPERCRED DE JOINVILLE,JOINVILLE,2014-03-01,13.78
111097,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT,PITANGUI,2014-03-01,29.78
111098,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES,VITOR MEIRELES,2014-03-01,18.73
111099,PIONEER CORRETORA DE CAMBIO LTDA,SAO PAULO,2014-03-01,16.66
111100,F.D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOB ILIÁRIOS LTDA.,SAO PAULO,2014-03-01,22.94
111101,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL MARTINS-CRESOL PEDRA BRANCA,CORONEL MARTINS,2014-03-01,21.77
111102,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS DE GOIÂNIA,GOIANIA,2014-03-01,58.31
111103,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DO SUDESTE PAULISTA LTDA. - UNICRED SUDESTE PAULISTA,SOROCABA,2014-03-01,18.52
111104,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER LEGISLATIVO FEDERAL E DO DISTRITO FEDERAL - SICOOB LEGISLATIVO,BRASILIA,2014-03-01,17.74
111105,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.,RIO DE JANEIRO,2014-03-01,20.24
111106,COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SANTA CATARINA E REGIÃO METROPOLITANA DE PORTO ALEGRE/RS - SICOOB CREDITRAN,FLORIANOPOLIS,2014-03-01,44.63
111107,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA. - CECREF",BELO HORIZONTE,2014-03-01,61.3
111108,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO SISTEMA FIESC - CREDIFIESC,FLORIANOPOLIS,2014-03-01,29.24
111109,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA,JOACABA,2014-03-01,39.69
111110,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SÃO MARTINHO - USICRED,PRADOPOLIS,2014-03-01,147.68
111111,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO,GOVERNADOR VALADARES,2014-03-01,21.69
111112,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL,SAO PAULO,2014-03-01,112.46
111113,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE E DOS SERVIDORES PÚBLICOS FEDERAIS E ESTADUAIS DE SALVADOR E REGIÃO METROPOLITANA LTDA. - UNICRED SALVADOR,SALVADOR,2014-03-01,99.83
111114,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA,XAVANTINA,2014-03-01,27.26
111115,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ENGENHEIROS DE BELO HORIZONTE E REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA. - SICOOB ENGECRED,BELO HORIZONTE,2014-03-01,39.83
111116,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL DO RIO GRANDE DO SUL E SANTA CATARINA,PORTO ALEGRE,2014-03-01,16.7
111117,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER,SOROCABA,2014-03-01,127.97
111118,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DE FRANCA E REGIÃO SICOOB CRED-ACIF,FRANCA,2014-03-01,15.53
111119,COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO,OURO,2014-03-01,25.85
111120,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE  DE GUARULHOS - UNICRED DE GUARULHOS,GUARULHOS,2014-03-01,61.02
111121,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA.   UNICRED ITAJUBÁ,ITAJUBA,2014-03-01,18.87
111122,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO CAJURU LTDA. - SICOOB CARMOCREDI,CARMO DO CAJURU,2014-03-01,28.79
111123,COOPERATIVA DE CRÉDITO RURAL DE CACOAL LTDA,CACOAL,2014-03-01,38.48
111124,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PINHAO - CRESOL PINHAO,PINHAO,2014-03-01,20.32
111125,AGÊNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A.,RECIFE,2014-03-01,277.82
111126,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAXIM-CRESOL XAXIM,XAXIM,2014-03-01,17.42
111127,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA,ANAPOLIS,2014-03-01,53.07
111128,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR,SAO PAULO,2014-03-01,200.36
111129,COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DO PARÁ E AMAPÁ - SICOOB CENTRAL AMAZÔNIA,BELEM,2014-03-01,39.82
111130,COOPERATIVA DE CRÉDITO RURAL DE RIO BRANCO LTDA.,RIO BRANCO,2014-03-01,24.77
111131,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ,HUMAITA,2014-03-01,14.12
111132,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FORMOSA DO SUL-CRESOL FORMOSA,FORMOSA DO SUL,2014-03-01,21.16
111133,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS INDUSTRIAIS VINCULADOS À FIEMG LTDA - SICOOB CREDIFIEMG,BELO HORIZONTE,2014-03-01,28.81
111134,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - FEDERALCRED LESTE",MACEIO,2014-03-01,58.6
111135,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA,SAO PAULO,2014-03-01,86.96
111136,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA,SAO JOAO DA BOA VISTA,2014-03-01,37.08
111137,COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS E TRABALHADORES DA REDE DE ENSINO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA,IPATINGA,2014-03-01,94.21
111138,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE CRUZ ALTA LTDA,CRUZ ALTA,2014-03-01,24.82
111139,UNICRED CAMPOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE CAMPOS LTDA.,CAMPOS DOS GOYTACAZES,2014-03-01,28.06
111140,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAPONGAS - SICOOB ARAPONGAS,ARAPONGAS,2014-03-01,32.7
111141,"COOP. DE ECON. E CRÉD. MÚTUO DOS SERV. ESTATUTÁRIOS CIVIS DO PODER EXECUTIVO ESTADUAL E DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E DEFENSORIA PÚBLICA NO ESTADO DA BAHIA LTDA. ? SICOOB CRED EXECUTIVO",SALVADOR,2014-03-01,29.87
111142,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS,TURVO,2014-03-01,19.8
111143,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MARMELEIRO - CRESOL MARMELEIRO,MARMELEIRO,2014-03-01,24.57
111144,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DE MATO GROSSO - CREDIJUD,CUIABA,2014-03-01,59.15
111145,COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA PRÉ-AMAZÔNIA - SICOOB CREDIMA,ACAILANDIA,2014-03-01,41.31
111146,STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,NAO-ME-TOQUE,2014-03-01,47.2
111147,COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SAO VALENTIM-CRESOL SAO VALENTIM,SAO VALENTIM,2014-03-01,16.44
111148,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DOS PODERES EXECUTIVO E LEGISLATIVO NO ESTADO DE MATO GROSSO - SICOOB SERVIDOR,CUIABA,2014-03-01,48.76
111149,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE RIO BRANCO LTDA.,RIO BRANCO,2014-03-01,36.8
111150,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JORGE D'OESTE - CRESOL SAO JORGE D'OESTE,SAO JORGE D'OESTE,2014-03-01,20.46
111151,COOPERATIVA DE CRÉDITO EMPRESARIAL DO VALE SAO PATRICIO LTDA,GOIANESIA,2014-03-01,65.53
111152,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE GOIÂNIA E ENTORNO LTDA.,GOIANIA,2014-03-01,51.29
111153,COOPERATIVA DE CREDITO DE CAPITÓLIO LTDA - SICOOB CREDICAPI,CAPITOLIO,2014-03-01,29.56
111154,COOPERATIVA DE CRÉDITO RURAL DE SACRAMENTO LTDA - SICOOB CREDICOASA,SACRAMENTO,2014-03-01,49.85
111155,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PRANCHITA - CRESOL PRANCHITA,PRANCHITA,2014-03-01,17.19
111156,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DAS ENCOSTAS DA SERRA GERAL - CRESOL ENCOSTAS DA SERRA GERAL,SANTA ROSA DE LIMA,2014-03-01,14.92
111157,COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC,MARTINHO CAMPOS,2014-03-01,28.0
111158,TURMALINA CORRETORA DE CÂMBIO S.A.,SAO PAULO,2014-03-01,17.37
111159,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA,IGUATAMA,2014-03-01,53.89
111160,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON,SAO PAULO,2014-03-01,108.64
111161,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE COLATINA   CRESOL COLATINA,COLATINA,2014-03-01,18.42
111162,COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS  DA AMAZÔNIA OCIDENTAL LTDA - UNICRED CENTRAL AMAZÔNIA OCIDENTAL,MANAUS,2014-03-01,15.34
111163,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PITANGA - CRESOL PITANGA,PITANGA,2014-03-01,19.78
111164,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.,RIO VERDE,2014-03-01,32.67
111165,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JI-PARANÁ E REGIÃO LTDA.,JI-PARANA,2014-03-01,31.0
111166,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHAPECO-CRESOL CHAPECÓ,CHAPECO,2014-03-01,16.13
111167,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA KRAFT FOODS BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS",SAO PAULO,2014-03-01,171.24
111168,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM,CAMPOS GERAIS,2014-03-01,22.94
111169,HOYA CORRETORA DE VALORES E CAMBIO LTDA,RIO DE JANEIRO,2014-03-01,57.7
111170,S. HAYATA CORRETORA DE CÂMBIO S.A.,SAO PAULO,2014-03-01,21.15
111171,BANCO CAPITAL S.A.,SALVADOR,2014-03-01,186.93
111172,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VERE - CRESOL VERE,VERE,2014-03-01,20.61
111173,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DA BRIGADA MILITAR DO RIO GRANDE DO SUL - SICREDI MIL RS,PORTO ALEGRE,2014-03-01,28.43
111174,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA,UBERABA,2014-03-01,35.98
111175,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MÉDIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO,ITAMARAJU,2014-03-01,47.27
111176,ORLA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,RIO DE JANEIRO,2014-03-01,14.17
111177,TALARICO CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.,SAO PAULO,2014-03-01,108.08
111178,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE NOVA PRATA DO IGUACU - CRESOL NOVA PRATA DO IGUACU,NOVA PRATA DO IGUACU,2014-03-01,22.22
111179,CECRISACRED - COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA E COMÉRCIO DO RAMO DE MATERIAIS DE CONSTRUÇÃO DA REGIÃO DE CRICIÚMA.,CRICIUMA,2014-03-01,33.35
111180,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC,GUARAMIRIM,2014-03-01,23.14
111181,MAGLIANO S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS,SAO PAULO,2014-03-01,73.68
111182,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN,FREDERICO WESTPHALEN,2014-03-01,14.32
111183,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES NORTE, NOROESTE E LESTE FLUMINENSE - SICOOB CRED RIO NORTE",CAMPOS DOS GOYTACAZES,2014-03-01,70.42
111184,COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB EMPRESARIAL MT,CUIABA,2014-03-01,15.48
111185,SOLIDUS S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS,PORTO ALEGRE,2014-03-01,60.43
111186,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO VALE DAS ANTAS LTDA,CASCA,2014-03-01,30.28
111187,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS,CARMOPOLIS DE MINAS,2014-03-01,27.48
111188,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED,OURINHOS,2014-03-01,13.85
111189,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO,SAO PAULO,2014-03-01,118.78
111190,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONCORDIA- CRESOL CONCÓRDIA,CONCORDIA,2014-03-01,17.01
111191,NOVO MUNDO CORRETORA DE CÂMBIO S.A.,SAO PAULO,2014-03-01,13.7
111192,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SERTÃO PARAIBANO LTDA. - UNICRED ALTO SERTÃO PARAIBANO,SOUSA,2014-03-01,29.48
111193,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS,BELO HORIZONTE,2014-03-01,62.34
111194,COBANSA COMPANHIA HIPOTECARIA,SAO PAULO,2014-03-01,55.5
111195,EASYNVEST - TÍTULO CORRETORA DE VALORES SA,SAO PAULO,2014-03-01,62.41
111196,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM,WITMARSUM,2014-03-01,18.93
111197,"GOLCRED S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",SAO JOSE,2014-03-01,48.09
111198,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MÉDIO OESTE - SICOOB MÉDIO OESTE,ASSIS CHATEAUBRIAND,2014-03-01,21.04
111199,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GRANDES RIOS - CRESOL GRANDES RIOS,GRANDES RIOS,2014-03-01,25.0
111200,COOPERATIVA CENTRAL DE CRÉDITO NOROESTE BRASILEIRO LTDA.,JI-PARANA,2014-03-01,90.23
111201,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS E PRESTADORES DE SERVIÇO DO GRUPO ARCELORMITTAL - SICOOB COPESITA,TIMOTEO,2014-03-01,60.43
111202,CLEAR CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SAO PAULO,2014-03-01,37.95
111203,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPERCORREIOS,BELO HORIZONTE,2014-03-01,70.29
111204,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI,VICOSA,2014-03-01,79.03
111205,COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO,BOM SUCESSO,2014-03-01,34.17
111206,COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR,CURITIBA,2014-03-01,18.19
111207,SOL CORRETORA DE CÂMBIO LTDA.,NATAL,2014-03-01,38.3
111208,UNICRED PIAUI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  PROFISSIONAIS DA SAÚDE DAS REGIÕES CENTRO E NORTE DO PIAUÍ LTDA,TERESINA,2014-03-01,35.17
111209,FOURTRADE CORRETORA DE CÂMBIO LTDA.,RIO DE JANEIRO,2014-03-01,10.66
111210,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS,CURITIBANOS,2014-03-01,24.75
111211,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DA QUARTA COLONIA - CRESOL QUARTA COLONIA,FAXINAL DO SOTURNO,2014-03-01,13.65
111212,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC,CACADOR,2014-03-01,17.96
111213,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ESMERALDAS E REGIÃO LTDA - SICOOB CREDIESMERALDAS,ESMERALDAS,2014-03-01,35.62
111214,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE COLORADO E REGIÃO - SICOOB COLORADO,COLORADO,2014-03-01,15.68
111215,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SAO PAULO,2014-03-01,11.05
111216,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DAS CARREIRAS JURÍDICAS E DOS SERVENTUÁRIOS DE ÓRGÃOS DA JUSTIÇA E AFINS, NO ESTADO DE RONDÔNIA   SICOOB CREDJURD",PORTO VELHO,2014-03-01,44.45
111217,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CAMPO NOVO-CRESOL CAMPO NOVO,CAMPO NOVO,2014-03-01,9.8
111218,COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA. DE JACUTINGA - CRESOL JACUTINGA,JACUTINGA,2014-03-01,20.82
111219,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE GOIÂNIA LTDA.,GOIANIA,2014-03-01,54.21
111220,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE RIBEIRÃO PRETO - MEDCRED DE RIBEIRÃO PRETO,RIBEIRAO PRETO,2014-03-01,20.42
111221,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL,SAO PAULO,2014-03-01,53.75
111222,COOPERATIVA DE CRÉDITO RURAL DA REGIÃO SUL DO MARANHÃO - SICOOB CREDISUL,GRAJAU,2014-03-01,65.56
111223,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CERRO LARGO - CRESOL CERRO LARGO,CERRO LARGO,2014-03-01,21.93
111224,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PRUDENTÓPOLIS - CRESOL PRUDENTÓPOLIS,PRUDENTOPOLIS,2014-03-01,18.69
111225,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTIAGO DO SUL - CRESOL SANTIAGO,SANTIAGO DO SUL,2014-03-01,18.26
111226,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DIONISIO CERQUEIRA-CRESOL DIONÍSIO CERQUEIRA,DIONISIO CERQUEIRA,2014-03-01,21.32
111227,COOPERATIVA DE CREDITO RURAL ASCOOB SISAL,SERRINHA,2014-03-01,19.76
111228,GERALDO CORREA - CORRETORA DE VALORES MOBILIARIOS S/A,BELO HORIZONTE,2014-03-01,29.37
111229,GUITTA CORRETORA DE CAMBIO LTDA.,SAO PAULO,2014-03-01,22.38
111230,MARSAM - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SAO PAULO,2014-03-01,42.04
111231,DASCAM CORRETORA DE CÂMBIO LTDA.,SAO PAULO,2014-03-01,18.96
111232,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL DO ESTADO DE RONDÔNIA - CREDIFORTE,PORTO VELHO,2014-03-01,72.37
111233,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS,JANAUBA,2014-03-01,27.68
111234,COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA,CARIACICA,2014-03-01,104.9
