,instituicao,data_base,codigo_bacen,conglomerado,tcb,tc,ti,cidade,uf,ativo_total,captacoes,patrimonio_liquido,lucro_liquido,numero_agencias,numero_postos_atendimento,carteira_credito,passivel_exigivel,Conglomerado Financeiro,Rendas de Operações de Crédito (a1),Rendas de Operações de Arrendamento Mercantil (a2),Rendas de Operações com TVM (a3),Rendas de Operações com Instrumentos Financeiros Derivativos (a4),Resultado de Operações de Câmbio (a5),Rendas de Aplicações Compulsórias (a6),Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6),Despesas de Obrigações por Empréstimos e Repasses (b2),Despesas de Operações de Arrendamento Mercantil (b3),Resultado de Operações de Câmbio (b4),Resultado de Provisão para Créditos de Difícil Liquidação (b5),Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5),Resultado de Intermediação Financeira (c) = (a) + (b),Rendas de Prestação de Serviços (d1),Rendas de Tarifas Bancárias (d2),Despesas de Pessoal (d3),Despesas Administrativas (d4),Despesas Tributárias (d5),Resultado de Participações (d6),Outras Receitas Operacionais (d7),Outras Despesas Operacionais (d8),Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8),Resultado Operacional (e) = (c) + (d),Resultado Não Operacional (f),"Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f)",Imposto de Renda e Contribuição Social (h),Participação nos Lucros (i),Lucro Líquido (j) = (g) + (h) + (i),Rendas de Títulos e Valores Mobiliários (b),Rendas de Operações de Crédito (c),Resultado com Perda Esperada (f),Despesa de Juros com Captações (g1),Resultado com Derivativos (i),resultado_intermediacao,Rendas de Tarifas Bancárias (m),Outras Rendas de Prestação de Serviços (n),Despesas de Pessoal (o),Despesas Administrativas (p),Despesas Tributárias (s),Resultado de Participações (t),Outras Receitas (u),Outras Despesas (v),outras_receitas_despesas,resultado_antes_impostos,impostos_ir_csll,participacoes_lucro,Despesa_Captacao_Total,cidade_bas,indice_basileia
157682,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.,2022-06-01,2850075,nan,b3S,2,9,RIO DE JANEIRO,RJ,2277.0,0.0,2008.0,1.0,0,0,1176.0,268.0,nan,249.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,-4.0,-4.0,245.0,10.0,0.0,-182.0,-111.0,1.0,0.0,40.0,0.0,-244.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,249.0,-4.0,0.0,0.0,245.0,0.0,10.0,-182.0,-111.0,1.0,0.0,40.0,0.0,-244.0,1.0,0.0,0.0,0.0,,
157683,AMAZÔNIA CORRETORA DE CÂMBIO LTDA.,2022-06-01,16927221,AMAZÔNIA CC LTDA. - PRUDENCIAL,n2,2,21,MANAUS,AM,2269.0,0.0,1920.0,148.0,2,0,0.0,349.0,nan,0.0,0.0,0.0,0.0,781.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,781.0,45.0,0.0,-241.0,-358.0,-39.0,0.0,1.0,0.0,-592.0,189.0,0.0,189.0,-40.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,45.0,-241.0,-358.0,-39.0,0.0,1.0,0.0,-592.0,189.0,-40.0,0.0,0.0,MANAUS,25.29
157684,MÉRITO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2022-06-01,41592532,MÉRITO DTVM - PRUDENCIAL,n2,2,16,SAO PAULO,SP,2257.0,0.0,1995.0,77.0,2,0,0.0,261.0,nan,0.0,0.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,108.0,1618.0,0.0,-570.0,-944.0,-113.0,0.0,0.0,0.0,-10.0,98.0,0.0,98.0,-21.0,0.0,77.0,108.0,0.0,0.0,0.0,0.0,108.0,0.0,1618.0,-570.0,-944.0,-113.0,0.0,0.0,0.0,-10.0,98.0,-21.0,0.0,0.0,SAO PAULO,16.19
157685,SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.,2022-06-01,28762249,SADOC CC - PRUDENCIAL,n2,2,21,FORTALEZA,CE,2234.0,0.0,2098.0,25.0,2,0,0.0,136.0,nan,0.0,0.0,0.0,0.0,1486.0,0.0,1487.0,0.0,0.0,0.0,0.0,0.0,1487.0,141.0,26.0,-238.0,-1272.0,-77.0,0.0,0.0,-34.0,-1453.0,34.0,0.0,34.0,-9.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1487.0,26.0,141.0,-238.0,-1272.0,-77.0,0.0,0.0,-34.0,-1453.0,34.0,-9.0,0.0,0.0,FORTALEZA,49.93
157686,ZIPDIN SOLUÇÕES DIGITAIS SOCIEDADE DE CRÉDITO DIRETO S/A,2022-06-01,37414009,ZIPDIN SCD - PRUDENCIAL,n1,2,43,RIO DE JANEIRO,RJ,2198.0,0.0,886.0,-99.0,2,0,2008.0,1311.0,nan,2151.0,0.0,18.0,0.0,0.0,0.0,2169.0,0.0,0.0,0.0,-13.0,-13.0,2155.0,581.0,1533.0,-2.0,-4051.0,-312.0,0.0,3.0,-6.0,-2254.0,-99.0,0.0,-99.0,0.0,0.0,-99.0,18.0,2151.0,-13.0,0.0,0.0,2155.0,1533.0,581.0,-2.0,-4051.0,-312.0,0.0,3.0,-6.0,-2254.0,-99.0,0.0,0.0,0.0,RIO DE JANEIRO,46.05
157687,CREDNOVO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S. A.,2022-06-01,38146949,BANCO ORIGINAL - PRUDENCIAL,n1,2,44,SAO PAULO,SP,2164.0,0.0,38.0,-9439.0,2,0,0.0,2126.0,51781.0,0.0,0.0,138.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,138.0,940.0,0.0,-7037.0,-1988.0,-93.0,0.0,1.0,0.0,-8177.0,-8039.0,0.0,-8039.0,0.0,-1400.0,-9439.0,138.0,0.0,0.0,0.0,0.0,138.0,0.0,940.0,-7037.0,-1988.0,-93.0,0.0,1.0,0.0,-8177.0,-8039.0,0.0,-1400.0,0.0,SAO PAULO,12.43
157688,FRIDAY INSTITUIÇÃO DE PAGAMENTOS LTDA.,2022-06-01,42926025,FRIDAY IP - PRUDENCIAL,n4,2,41,RIO DE JANEIRO,RJ,2102.0,0.0,2071.0,51.0,1,0,0.0,30.0,nan,0.0,0.0,118.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,1.0,-34.0,85.0,0.0,85.0,-34.0,0.0,51.0,118.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,1.0,-34.0,85.0,-34.0,0.0,0.0,RIO DE JANEIRO,
157689,FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.,2022-06-01,27348513,FINANCRED SCMEPP LTDA. - PRUDENCIAL,n1,2,10,CAMPO GRANDE,MS,2072.0,0.0,1829.0,128.0,2,0,1940.0,243.0,nan,407.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,-47.0,-47.0,360.0,44.0,0.0,-142.0,-77.0,-14.0,0.0,0.0,0.0,-189.0,172.0,0.0,172.0,-44.0,0.0,128.0,0.0,407.0,-47.0,0.0,0.0,360.0,0.0,44.0,-142.0,-77.0,-14.0,0.0,0.0,0.0,-189.0,172.0,-44.0,0.0,0.0,CAMPO GRANDE,114.39
157690,CREDIFIT SOCIEDADE DE CRÉDITO DIRETO S.A.,2022-06-01,39676772,CREDIFIT SCD - PRUDENCIAL,n1,2,43,SALVADOR,BA,2057.0,0.0,1775.0,119.0,2,0,1187.0,282.0,nan,829.0,0.0,2.0,0.0,0.0,0.0,831.0,0.0,0.0,0.0,-12.0,-17.0,814.0,454.0,0.0,-241.0,-742.0,-120.0,0.0,3.0,1.0,-646.0,168.0,0.0,168.0,-49.0,0.0,119.0,2.0,829.0,-12.0,-6.0,0.0,814.0,0.0,454.0,-241.0,-742.0,-120.0,0.0,3.0,1.0,-646.0,168.0,-49.0,0.0,-6.0,SALVADOR,95.11
157691,CPCI - COMPANHIA DE CRÉDITO IMOBILIÁRIO S/A,2022-06-01,87091716,CPCI - CIA CRED IMOBILIARIO - PRUDENCIAL,n1,2,31,PORTO ALEGRE,RS,2046.0,803.0,231.0,-192.0,2,0,0.0,1815.0,nan,248.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,-269.0,-248.0,0.0,0.0,78.0,0.0,-439.0,-192.0,0.0,-192.0,0.0,0.0,-192.0,0.0,248.0,0.0,0.0,0.0,248.0,0.0,0.0,-269.0,-248.0,0.0,0.0,78.0,0.0,-439.0,-192.0,0.0,0.0,0.0,PORTO ALEGRE,8.96
157692,PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2022-06-01,59615005,PATAÇÃO DTVM LTDA. - PRUDENCIAL,n2,2,16,SOROCABA,SP,2042.0,0.0,123.0,-672.0,2,0,65.0,1919.0,nan,0.0,0.0,0.0,0.0,976.0,0.0,976.0,0.0,0.0,0.0,0.0,0.0,976.0,56.0,0.0,-253.0,-2484.0,-120.0,0.0,3694.0,-2542.0,-1648.0,-672.0,0.0,-672.0,0.0,0.0,-672.0,0.0,0.0,0.0,0.0,0.0,976.0,0.0,56.0,-253.0,-2484.0,-120.0,0.0,3694.0,-2542.0,-1648.0,-672.0,0.0,0.0,0.0,SOROCABA,1.02
157693,CAPITAL CONSIG SOCIEDADE DE CRÉDITO DIRETO S.A.,2022-06-01,40083667,CAPITAL CONSIG SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,2041.0,1.0,943.0,-602.0,2,0,248.0,1097.0,nan,2396.0,0.0,0.0,0.0,0.0,0.0,2396.0,0.0,0.0,0.0,-4.0,-4.0,2393.0,34.0,1573.0,-81.0,-4375.0,-146.0,0.0,0.0,0.0,-2995.0,-602.0,0.0,-602.0,1.0,0.0,-602.0,0.0,2396.0,-4.0,0.0,0.0,2393.0,1573.0,34.0,-81.0,-4375.0,-146.0,0.0,0.0,0.0,-2995.0,-602.0,1.0,0.0,0.0,SAO PAULO,27.25
157694,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS,2022-06-01,41146382,nan,b3S,2,9,JOAO PESSOA,PB,2024.0,0.0,1649.0,-197.0,0,0,2027.0,375.0,nan,239.0,0.0,1.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,-148.0,-148.0,91.0,0.0,0.0,-188.0,-91.0,1.0,0.0,0.0,-10.0,-289.0,-197.0,0.0,-197.0,0.0,0.0,-197.0,1.0,239.0,-148.0,0.0,0.0,91.0,0.0,0.0,-188.0,-91.0,1.0,0.0,0.0,-10.0,-289.0,-197.0,0.0,0.0,0.0,,
157695,EAGLE SOCIEDADE DE CRÉDITO DIRETO S.A.,2022-06-01,45745537,EAGLE SCD - PRUDENCIAL,n1,2,43,PORTO ALEGRE,RS,1997.0,0.0,1803.0,-197.0,2,0,43.0,194.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-180.0,0.0,0.0,0.0,1.0,-197.0,-197.0,0.0,-197.0,0.0,0.0,-197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-180.0,0.0,0.0,0.0,1.0,-197.0,-197.0,0.0,0.0,0.0,PORTO ALEGRE,387.76
157696,VIP'S CORRETORA DE CÂMBIO LTDA.,2022-06-01,17772370,VIPS CC LTDA. - PRUDENCIAL,n2,2,21,SAO PAULO,SP,1975.0,0.0,1545.0,176.0,2,0,0.0,430.0,nan,0.0,0.0,0.0,0.0,2848.0,0.0,2848.0,0.0,0.0,0.0,0.0,0.0,2848.0,94.0,0.0,-329.0,-2194.0,-142.0,0.0,64.0,-81.0,-2589.0,259.0,-54.0,205.0,-29.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2848.0,0.0,94.0,-329.0,-2194.0,-142.0,0.0,64.0,-81.0,-2589.0,205.0,-29.0,0.0,0.0,SAO PAULO,22.56
157697,BARU SOCIEDADE DE CRÉDITO DIRETO S/A,2022-06-01,42723848,BARU SCD - PRUDENCIAL,n1,2,43,PORTO ALEGRE,RS,1975.0,0.0,1901.0,-123.0,2,0,1955.0,73.0,nan,442.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,-38.0,-38.0,404.0,1.0,269.0,-19.0,-688.0,-58.0,0.0,0.0,-32.0,-527.0,-123.0,0.0,-123.0,0.0,0.0,-123.0,0.0,442.0,-38.0,0.0,0.0,404.0,269.0,1.0,-19.0,-688.0,-58.0,0.0,0.0,-32.0,-527.0,-123.0,0.0,0.0,0.0,PORTO ALEGRE,115.69
157698,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVENTUÁRIOS DA CIMENTO TUPI S.A. E EMPRESAS COLIGADAS LTDA. - TUPICRED,2022-06-01,19551787,nan,b3S,2,9,CARANDAI,MG,1953.0,0.0,1869.0,43.0,0,0,1315.0,84.0,nan,160.0,0.0,31.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,-18.0,-18.0,172.0,0.0,0.0,-70.0,-59.0,1.0,0.0,0.0,0.0,-129.0,43.0,0.0,43.0,0.0,0.0,43.0,31.0,160.0,-18.0,0.0,0.0,172.0,0.0,0.0,-70.0,-59.0,1.0,0.0,0.0,0.0,-129.0,43.0,0.0,0.0,0.0,,
157699,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.,2022-06-01,1301541,nan,b3S,2,9,UBERLANDIA,MG,1943.0,0.0,813.0,4.0,0,0,396.0,1130.0,nan,41.0,0.0,27.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,-7.0,-7.0,61.0,25.0,0.0,0.0,-59.0,-6.0,0.0,2.0,-4.0,-44.0,17.0,0.0,17.0,-13.0,0.0,4.0,27.0,41.0,-7.0,0.0,0.0,61.0,0.0,25.0,0.0,-59.0,-6.0,0.0,2.0,-4.0,-44.0,17.0,-13.0,0.0,0.0,,
157700,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA LTDA.,2022-06-01,5658367,nan,b3S,2,9,SALVADOR,BA,1923.0,0.0,1857.0,36.0,0,0,881.0,66.0,nan,79.0,0.0,55.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,-32.0,-60.0,0.0,0.0,1.0,0.0,-91.0,43.0,-7.0,36.0,0.0,0.0,36.0,55.0,79.0,0.0,0.0,0.0,134.0,0.0,0.0,-32.0,-60.0,0.0,0.0,1.0,0.0,-91.0,36.0,0.0,0.0,0.0,,
157701,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.,2022-06-01,88043187,nan,b3S,2,9,CANOAS,RS,1901.0,385.0,1480.0,-91.0,0,0,1355.0,421.0,nan,194.0,0.0,23.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,-42.0,-60.0,157.0,0.0,0.0,-57.0,-76.0,0.0,0.0,0.0,-2.0,-136.0,22.0,-113.0,-91.0,0.0,0.0,-91.0,23.0,194.0,-42.0,-18.0,0.0,157.0,0.0,0.0,-57.0,-76.0,0.0,0.0,0.0,-2.0,-136.0,-91.0,0.0,0.0,-18.0,,
157702,SUDACRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,2022-06-01,20251847,SUDACRED SCMEPP LTDA. - PRUDENCIAL,n1,2,10,CURITIBA,PR,1891.0,0.0,1709.0,475.0,2,0,420.0,182.0,nan,231.0,0.0,14.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,-206.0,-206.0,39.0,2187.0,0.0,0.0,-1411.0,-89.0,0.0,0.0,0.0,686.0,726.0,0.0,726.0,-251.0,0.0,475.0,14.0,231.0,-206.0,0.0,0.0,39.0,0.0,2187.0,0.0,-1411.0,-89.0,0.0,0.0,0.0,686.0,726.0,-251.0,0.0,0.0,CURITIBA,111.85
157703,LAMARA SOCIEDADE DE CRÉDITO DIRETO S.A.,2022-06-01,19324634,LAMARA SCD - PRUDENCIAL,n1,2,43,FORTALEZA,CE,1867.0,0.0,1448.0,29.0,2,0,815.0,419.0,nan,761.0,0.0,3.0,0.0,0.0,0.0,763.0,0.0,0.0,0.0,-129.0,-129.0,634.0,0.0,0.0,-28.0,-524.0,-28.0,0.0,0.0,0.0,-580.0,54.0,4.0,58.0,-30.0,0.0,29.0,3.0,761.0,-129.0,0.0,0.0,634.0,0.0,0.0,-28.0,-524.0,-28.0,0.0,0.0,0.0,-580.0,58.0,-30.0,0.0,0.0,FORTALEZA,107.01
157704,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO - CREDCOOPE",2022-06-01,8931800,nan,b3S,2,9,ITAPISSUMA,PE,1849.0,0.0,1756.0,39.0,0,0,879.0,92.0,nan,164.0,0.0,45.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,-18.0,-18.0,191.0,0.0,0.0,-64.0,-87.0,0.0,0.0,0.0,0.0,-152.0,39.0,0.0,39.0,0.0,0.0,39.0,45.0,164.0,-18.0,0.0,0.0,191.0,0.0,0.0,-64.0,-87.0,0.0,0.0,0.0,0.0,-152.0,39.0,0.0,0.0,0.0,,
157705,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA,2022-06-01,5331882,nan,b3S,2,9,PORTO ALEGRE,RS,1828.0,0.0,1795.0,112.0,0,0,1307.0,33.0,nan,108.0,0.0,2.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,131.0,131.0,240.0,0.0,0.0,-59.0,-69.0,0.0,0.0,0.0,0.0,-128.0,112.0,0.0,112.0,0.0,0.0,112.0,2.0,108.0,131.0,0.0,0.0,240.0,0.0,0.0,-59.0,-69.0,0.0,0.0,0.0,0.0,-128.0,112.0,0.0,0.0,0.0,,
157706,CORREPARTI CORRETORA DE CAMBIO LTDA,2022-06-01,80202872,CORREPARTI CC LTDA - PRUDENCIAL,n2,2,21,SAO JOSE DOS PINHAIS,PR,1812.0,0.0,1354.0,267.0,2,0,0.0,458.0,nan,0.0,0.0,20.0,0.0,1089.0,0.0,1109.0,0.0,0.0,0.0,0.0,0.0,1109.0,891.0,134.0,-325.0,-1137.0,-143.0,0.0,0.0,-109.0,-689.0,421.0,0.0,421.0,-154.0,0.0,267.0,20.0,0.0,0.0,0.0,0.0,1109.0,134.0,891.0,-325.0,-1137.0,-143.0,0.0,0.0,-109.0,-689.0,421.0,-154.0,0.0,0.0,SAO JOSE DOS PINHAIS,15.92
157707,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2022-06-01,40434681,AZUMI DTVM PRUDENCIAL,n2,2,16,SAO PAULO,SP,1773.0,1097.0,-906.0,-2259.0,2,0,0.0,2679.0,nan,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,884.0,0.0,-295.0,-2797.0,-78.0,0.0,1.0,-2.0,-2288.0,-2259.0,0.0,-2259.0,0.0,0.0,-2259.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,884.0,-295.0,-2797.0,-78.0,0.0,1.0,-2.0,-2288.0,-2259.0,0.0,0.0,0.0,SAO PAULO,-14.78
157708,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2022-06-01,39669186,HEMERA DTVM - PRUDENCIAL,n2,2,16,CURITIBA,PR,1762.0,0.0,1228.0,346.0,2,0,0.0,534.0,nan,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,3217.0,104.0,-714.0,-1774.0,-322.0,0.0,0.0,-3.0,508.0,551.0,0.0,551.0,-205.0,0.0,346.0,43.0,0.0,0.0,0.0,0.0,43.0,104.0,3217.0,-714.0,-1774.0,-322.0,0.0,0.0,-3.0,508.0,551.0,-205.0,0.0,0.0,CURITIBA,16.76
157709,STARCRED SOCIEDADE DE CRÉDITO DIRETO S.A.,2022-06-01,35911258,STARCRED SCD - PRUDENCIAL,n1,2,43,TAQUARA,RS,1757.0,0.0,1698.0,53.0,2,0,1746.0,59.0,nan,221.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,-57.0,-57.0,164.0,0.0,13.0,0.0,-59.0,-11.0,0.0,0.0,0.0,-57.0,107.0,0.0,107.0,-54.0,0.0,53.0,0.0,221.0,-57.0,0.0,0.0,164.0,13.0,0.0,0.0,-59.0,-11.0,0.0,0.0,0.0,-57.0,107.0,-54.0,0.0,0.0,TAQUARA,65.99
157710,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV,2022-06-01,881829,nan,b3S,2,9,JABOTICABAL,SP,1719.0,0.0,1412.0,25.0,0,0,1714.0,307.0,nan,189.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,-25.0,-25.0,164.0,19.0,0.0,-34.0,-168.0,0.0,0.0,44.0,0.0,-140.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,189.0,-25.0,0.0,0.0,164.0,0.0,19.0,-34.0,-168.0,0.0,0.0,44.0,0.0,-140.0,25.0,0.0,0.0,0.0,,
157711,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL,2022-06-01,4152107,nan,b3S,2,9,BAURU,SP,1718.0,126.0,1124.0,-155.0,0,0,1533.0,595.0,nan,239.0,0.0,9.0,0.0,0.0,0.0,248.0,-2.0,0.0,0.0,-45.0,-55.0,193.0,0.0,0.0,-248.0,-222.0,-3.0,0.0,132.0,1.0,-342.0,-148.0,-6.0,-155.0,0.0,0.0,-155.0,9.0,239.0,-45.0,-8.0,0.0,193.0,0.0,0.0,-248.0,-222.0,-3.0,0.0,132.0,1.0,-342.0,-155.0,0.0,0.0,-8.0,,
157712,COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI,2022-06-01,6942423,nan,b3S,2,9,CURITIBA,PR,1692.0,0.0,1480.0,34.0,0,0,1483.0,213.0,nan,183.0,0.0,6.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,-80.0,-80.0,109.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,-75.0,34.0,0.0,34.0,0.0,0.0,34.0,6.0,183.0,-80.0,0.0,0.0,109.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,-75.0,34.0,0.0,0.0,0.0,,
157713,ATICCA - SOCIEDADE DE CRÉDITO DIRETO S.A.,2022-06-01,44478623,ATICCA SCD PRUDENCIAL,n1,2,43,ARARAQUARA,SP,1689.0,0.0,1617.0,117.0,2,0,1472.0,73.0,nan,266.0,0.0,16.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,-7.0,-7.0,274.0,0.0,35.0,1.0,-113.0,-16.0,0.0,0.0,0.0,-95.0,179.0,0.0,179.0,-63.0,0.0,117.0,16.0,266.0,-7.0,0.0,0.0,274.0,35.0,0.0,1.0,-113.0,-16.0,0.0,0.0,0.0,-95.0,179.0,-63.0,0.0,0.0,ARARAQUARA,118.26
157714,ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA,2022-06-01,4772908,ATLANTA SCM LTDA - PRUDENCIAL,n1,2,10,PASSOS,MG,1683.0,0.0,1669.0,125.0,2,0,1575.0,14.0,nan,254.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,18.0,18.0,272.0,5.0,0.0,-91.0,-51.0,-11.0,0.0,0.0,0.0,-147.0,125.0,0.0,125.0,0.0,0.0,125.0,0.0,254.0,18.0,0.0,0.0,272.0,0.0,5.0,-91.0,-51.0,-11.0,0.0,0.0,0.0,-147.0,125.0,0.0,0.0,0.0,PASSOS,119.53
157715,GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,2022-06-01,11165756,GLOBAL SCM LTDA - PRUDENCIAL,n1,2,10,AMERICANA,SP,1676.0,285.0,1272.0,8.0,2,0,1429.0,404.0,nan,319.0,0.0,7.0,0.0,0.0,0.0,326.0,-4.0,0.0,0.0,-54.0,-58.0,268.0,114.0,132.0,0.0,-455.0,-21.0,0.0,1.0,0.0,-229.0,38.0,-3.0,35.0,-27.0,0.0,8.0,7.0,319.0,-54.0,0.0,0.0,268.0,132.0,114.0,0.0,-455.0,-21.0,0.0,1.0,0.0,-229.0,35.0,-27.0,0.0,0.0,AMERICANA,89.02
157716,CORPORE SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E ÀS EMPRESAS DE PEQUENO PORTE LTDA.,2022-06-01,7327045,CORPORE SCMEPP - PRUDENCIAL,n1,2,10,DOURADOS,MS,1643.0,0.0,1450.0,490.0,2,0,975.0,193.0,nan,781.0,0.0,5.0,0.0,0.0,0.0,786.0,0.0,0.0,0.0,-4.0,-4.0,782.0,0.0,72.0,-50.0,-81.0,-31.0,0.0,0.0,1.0,-92.0,690.0,0.0,690.0,-200.0,0.0,490.0,5.0,781.0,-4.0,0.0,0.0,782.0,72.0,0.0,-50.0,-81.0,-31.0,0.0,0.0,1.0,-92.0,690.0,-200.0,0.0,0.0,DOURADOS,117.18
157717,XP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2022-06-01,44475245,XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,1622.0,0.0,1520.0,21.0,2,0,0.0,102.0,52120.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,30.0,0.0,30.0,-9.0,0.0,21.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,30.0,-9.0,0.0,0.0,RIO DE JANEIRO,13.72
157718,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG,2022-06-01,3657230,nan,b3S,2,9,SUMARE,SP,1620.0,0.0,1561.0,7.0,0,0,887.0,60.0,nan,115.0,0.0,26.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,-58.0,-76.0,0.0,0.0,0.0,0.0,-134.0,7.0,0.0,7.0,0.0,0.0,7.0,26.0,115.0,0.0,0.0,0.0,141.0,0.0,0.0,-58.0,-76.0,0.0,0.0,0.0,0.0,-134.0,7.0,0.0,0.0,0.0,,
