Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2001;NA;NA;8.713.925;33.428;8.747.353;89.288.536;NA;NA;NA;NA;6.364.987;NA;95.653.523;NA;NA%;NA%;9,14%;NA%;42,37%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2001;NA;NA;12.181.704;6.112.264;18.293.968;83.325.968;NA;NA;NA;NA;394.859;NA;83.720.827;NA;NA%;NA%;21,85%;NA%;65,80%
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;12/2001;NA;NA;9.799.766;968.456;10.768.222;68.377.329;NA;NA;NA;NA;2.396.268;NA;70.773.597;NA;NA%;NA%;15,22%;NA%;51,11%
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;10.051.751;1.434.199;11.485.949;52.850.582;NA;NA;NA;NA;10.032.335;NA;62.882.917;NA;NA%;NA%;18,27%;NA%;69,59%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;6.198.312;5.161;6.203.473;41.880.176;NA;NA;NA;NA;3.348.109;NA;45.228.285;NA;NA%;NA%;13,72%;NA%;69,00%
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;5.422.004;0;5.422.004;32.941.203;NA;NA;NA;NA;4.040.923;NA;36.982.126;NA;NA%;NA%;14,66%;NA%;37,77%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;5.145.739;7.086;5.152.825;23.410.605;NA;NA;NA;NA;7.360.197;NA;30.770.802;NA;NA%;NA%;16,75%;NA%;46,85%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2001;NA;NA;3.400.700;490.770;3.891.470;27.661.449;NA;NA;NA;NA;1.037.894;NA;28.699.343;NA;NA%;NA%;13,56%;NA%;63,81%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;2.858.400;0;2.858.400;16.080.490;NA;NA;NA;NA;6.371.343;NA;22.451.833;NA;NA%;NA%;12,73%;NA%;6,01%
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;1.998.664;0;1.998.664;15.775.409;NA;NA;NA;NA;1.764.781;NA;17.540.190;NA;NA%;NA%;11,39%;NA%;22,71%
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2001;NA;NA;1.415.679;544.921;1.960.600;10.766.749;NA;NA;NA;NA;5.261.573;NA;16.028.323;NA;NA%;NA%;12,23%;NA%;50,93%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;1.353.179;500.524;1.853.703;12.703.934;NA;NA;NA;NA;1.653.919;NA;14.357.853;NA;NA%;NA%;12,91%;NA%;26,12%
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;1.344.538;474.403;1.818.941;11.156.431;NA;NA;NA;NA;702.624;NA;11.859.056;NA;NA%;NA%;15,34%;NA%;27,47%
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;1.279.712;0;1.279.712;9.482.790;NA;NA;NA;NA;1.008.633;NA;10.491.424;NA;NA%;NA%;12,20%;NA%;28,85%
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;1.068.917;63.683;1.132.600;6.206.413;NA;NA;NA;NA;2.788.106;NA;8.994.518;NA;NA%;NA%;12,59%;NA%;69,10%
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;12/2001;NA;NA;909.028;0;909.028;6.535.620;NA;NA;NA;NA;392.994;NA;6.928.614;NA;NA%;NA%;13,12%;NA%;59,21%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2001;NA;NA;978.719;50.275;1.028.994;5.772.473;NA;NA;NA;NA;1.086.997;NA;6.859.470;NA;NA%;NA%;15,00%;NA%;14,14%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;805.138;0;805.138;3.313.185;NA;NA;NA;NA;3.250.586;NA;6.563.770;NA;NA%;NA%;12,27%;NA%;1,70%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2001;NA;NA;1.318.293;36.875;1.355.168;4.845.269;NA;NA;NA;NA;1.213.337;NA;6.058.605;NA;NA%;NA%;22,37%;NA%;22,34%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;934.270;0;934.270;2.245.603;NA;NA;NA;NA;3.658.205;NA;5.903.808;NA;NA%;NA%;15,82%;NA%;9,14%
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;674.581;0;674.581;3.826.406;NA;NA;NA;NA;1.235.388;NA;5.061.794;NA;NA%;NA%;13,33%;NA%;9,73%
FIAT;30692;b2;;I;3;SAO PAULO;SP;12/2001;NA;NA;787.426;0;787.426;4.243.147;NA;NA;NA;NA;563.036;NA;4.806.184;NA;NA%;NA%;16,38%;NA%;37,26%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;338.960;316.225;655.186;2.417.792;NA;NA;NA;NA;1.688.146;NA;4.105.938;NA;NA%;NA%;15,96%;NA%;11,16%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2001;NA;NA;583.665;2.737;586.403;3.242.793;NA;NA;NA;NA;721.413;NA;3.964.206;NA;NA%;NA%;14,79%;NA%;25,95%
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2001;NA;NA;712.080;136.769;848.848;3.694.968;NA;NA;NA;NA;128.756;NA;3.823.724;NA;NA%;NA%;22,20%;NA%;20,32%
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;12/2001;NA;NA;462.291;900;463.191;3.013.919;NA;NA;NA;NA;667.094;NA;3.681.012;NA;NA%;NA%;12,58%;NA%;31,17%
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;12/2001;NA;NA;390.179;0;390.179;3.221.529;NA;NA;NA;NA;242.514;NA;3.464.043;NA;NA%;NA%;11,26%;NA%;11,87%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;12/2001;NA;NA;333.175;72.804;405.978;2.967.911;NA;NA;NA;NA;121.157;NA;3.089.068;NA;NA%;NA%;13,14%;NA%;42,01%
GM;30795;b2;;C;3;SAO PAULO;SP;12/2001;NA;NA;241.503;101.055;342.558;2.955.365;NA;NA;NA;NA;117.297;NA;3.072.662;NA;NA%;NA%;11,15%;NA%;17,77%
BANK OF AMERICA;50146;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;571.796;82.934;654.730;829.387;NA;NA;NA;NA;2.175.188;NA;3.004.575;NA;NA%;NA%;21,79%;NA%;7,55%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;356.113;0;356.113;2.795.325;NA;NA;NA;NA;102.221;NA;2.897.546;NA;NA%;NA%;12,29%;NA%;36,41%
FORD;51176;b2;;C;3;SAO PAULO;SP;12/2001;NA;NA;284.314;0;284.314;2.256.334;NA;NA;NA;NA;198.962;NA;2.455.295;NA;NA%;NA%;11,58%;NA%;0,03%
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2001;NA;NA;502.723;0;502.723;871.509;NA;NA;NA;NA;1.573.356;NA;2.444.865;NA;NA%;NA%;20,56%;NA%;7,63%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;404.444;117.031;521.475;1.536.876;NA;NA;NA;NA;796.503;NA;2.333.379;NA;NA%;NA%;22,35%;NA%;9,00%
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;12/2001;NA;NA;312.154;5.093;317.248;1.924.093;NA;NA;NA;NA;222.705;NA;2.146.798;NA;NA%;NA%;14,78%;NA%;63,52%
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;12/2001;NA;NA;225.117;89.846;314.963;1.518.055;NA;NA;NA;NA;613.186;NA;2.131.242;NA;NA%;NA%;14,78%;NA%;6,06%
BBM;30207;b1;;C;2;SALVADOR;BA;12/2001;NA;NA;369.045;51.500;420.545;871.865;NA;NA;NA;NA;1.124.847;NA;1.996.712;NA;NA%;NA%;21,06%;NA%;42,48%
BNL;30513;b1;;C;3;SAO PAULO;SP;12/2001;NA;NA;151.140;97.159;248.299;1.640.353;NA;NA;NA;NA;229.856;NA;1.870.209;NA;NA%;NA%;13,28%;NA%;16,89%
