Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2002;NA;NA;9.062.959;35.029;9.097.989;92.550.370;NA;NA;NA;NA;5.085.019;NA;97.635.388;NA;NA%;NA%;9,32%;NA%;41,94%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2002;NA;NA;12.196.566;6.119.695;18.316.260;85.907.321;NA;NA;NA;NA;517.873;NA;86.425.193;NA;NA%;NA%;21,19%;NA%;65,82%
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;03/2002;NA;NA;10.310.502;1.485.127;11.795.629;76.100.656;NA;NA;NA;NA;2.067.580;NA;78.168.236;NA;NA%;NA%;15,09%;NA%;64,78%
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2002;NA;NA;11.747.184;1.410.142;13.157.326;54.145.070;NA;NA;NA;NA;21.342.855;NA;75.487.925;NA;NA%;NA%;17,43%;NA%;72,37%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2002;NA;NA;6.435.278;5.170;6.440.448;42.758.711;NA;NA;NA;NA;3.921.416;NA;46.680.126;NA;NA%;NA%;13,80%;NA%;61,39%
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;5.912.936;0;5.912.936;33.999.565;NA;NA;NA;NA;3.975.619;NA;37.975.184;NA;NA%;NA%;15,57%;NA%;35,70%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;5.246.216;7.056;5.253.272;24.205.978;NA;NA;NA;NA;7.597.815;NA;31.803.793;NA;NA%;NA%;16,52%;NA%;44,15%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2002;NA;NA;3.592.181;489.496;4.081.677;28.591.503;NA;NA;NA;NA;1.183.654;NA;29.775.158;NA;NA%;NA%;13,71%;NA%;61,33%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;2.974.437;0;2.974.437;17.614.457;NA;NA;NA;NA;5.123.899;NA;22.738.356;NA;NA%;NA%;13,08%;NA%;5,90%
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;2.030.545;0;2.030.545;15.920.531;NA;NA;NA;NA;1.424.498;NA;17.345.029;NA;NA%;NA%;11,71%;NA%;24,77%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2002;NA;NA;1.459.341;500.524;1.959.865;13.380.311;NA;NA;NA;NA;2.567.722;NA;15.948.033;NA;NA%;NA%;12,29%;NA%;28,05%
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2002;NA;NA;1.198.807;584.626;1.783.433;11.079.821;NA;NA;NA;NA;2.689.113;NA;13.768.934;NA;NA%;NA%;12,95%;NA%;56,99%
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;1.385.284;485.515;1.870.800;11.197.225;NA;NA;NA;NA;524.541;NA;11.721.766;NA;NA%;NA%;15,96%;NA%;29,86%
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;03/2002;NA;NA;1.325.444;0;1.325.444;10.116.107;NA;NA;NA;NA;1.201.550;NA;11.317.657;NA;NA%;NA%;11,71%;NA%;28,98%
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;03/2002;NA;NA;2.458.651;0;2.458.651;7.243.720;NA;NA;NA;NA;459.779;NA;7.703.499;NA;NA%;NA%;31,92%;NA%;21,75%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2002;NA;NA;1.325.082;0;1.325.082;4.203.627;NA;NA;NA;NA;2.950.401;NA;7.154.028;NA;NA%;NA%;18,52%;NA%;1,18%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;03/2002;NA;NA;1.319.361;36.548;1.355.909;5.307.502;NA;NA;NA;NA;1.362.450;NA;6.669.952;NA;NA%;NA%;20,33%;NA%;24,28%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2002;NA;NA;986.334;49.606;1.035.940;5.862.982;NA;NA;NA;NA;478.841;NA;6.341.823;NA;NA%;NA%;16,34%;NA%;14,06%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;1.039.205;0;1.039.205;2.475.050;NA;NA;NA;NA;3.167.967;NA;5.643.016;NA;NA%;NA%;18,42%;NA%;7,94%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2002;NA;NA;325.263;309.376;634.639;2.872.887;NA;NA;NA;NA;2.621.347;NA;5.494.234;NA;NA%;NA%;11,55%;NA%;11,70%
