Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;1.340.003;500.524;1.840.526;13.373.278;NA;NA;NA;NA;2.746.994;NA;16.120.272;NA;NA%;NA%;11,42%;NA%;25,97%
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2001;NA;NA;1.615.672;116.212;1.731.884;11.721.590;NA;NA;NA;NA;1.639.612;NA;13.361.202;NA;NA%;NA%;12,96%;NA%;59,60%
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;1.292.623;0;1.292.623;10.474.363;NA;NA;NA;NA;2.453.990;NA;12.928.353;NA;NA%;NA%;10,00%;NA%;27,39%
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;1.261.368;567.798;1.829.167;10.861.192;NA;NA;NA;NA;629.794;NA;11.490.986;NA;NA%;NA%;15,92%;NA%;28,24%
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;1.089.928;64.162;1.154.090;6.703.851;NA;NA;NA;NA;3.158.258;NA;9.862.109;NA;NA%;NA%;11,70%;NA%;51,16%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2001;NA;NA;978.949;50.829;1.029.778;7.494.848;NA;NA;NA;NA;2.277.459;NA;9.772.307;NA;NA%;NA%;10,54%;NA%;14,72%
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;09/2001;NA;NA;563.584;237.977;801.561;6.574.998;NA;NA;NA;NA;408.680;NA;6.983.677;NA;NA%;NA%;11,48%;NA%;66,58%
CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;1.079.542;0;1.079.542;2.077.922;NA;NA;NA;NA;4.877.688;NA;6.955.610;NA;NA%;NA%;15,52%;NA%;8,11%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2001;NA;NA;1.085.539;37.154;1.122.693;4.753.261;NA;NA;NA;NA;1.360.472;NA;6.113.733;NA;NA%;NA%;18,36%;NA%;26,28%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;816.136;0;816.136;3.424.949;NA;NA;NA;NA;2.316.121;NA;5.741.070;NA;NA%;NA%;14,22%;NA%;1,50%
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;675.335;0;675.335;4.368.037;NA;NA;NA;NA;844.437;NA;5.212.473;NA;NA%;NA%;12,96%;NA%;13,41%
FIAT;30692;b2;;I;3;SAO PAULO;SP;09/2001;NA;NA;803.314;0;803.314;3.847.527;NA;NA;NA;NA;978.141;NA;4.825.668;NA;NA%;NA%;16,65%;NA%;34,68%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;442.857;358.054;800.911;2.130.432;NA;NA;NA;NA;1.941.448;NA;4.071.880;NA;NA%;NA%;19,67%;NA%;8,84%
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;710.788;136.769;847.557;3.888.063;NA;NA;NA;NA;137.537;NA;4.025.600;NA;NA%;NA%;21,05%;NA%;20,06%
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;452.786;905;453.691;3.082.355;NA;NA;NA;NA;726.545;NA;3.808.900;NA;NA%;NA%;11,91%;NA%;28,59%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2001;NA;NA;610.834;2.174;613.008;3.051.698;NA;NA;NA;NA;402.322;NA;3.454.020;NA;NA%;NA%;17,75%;NA%;24,28%
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;09/2001;NA;NA;404.690;0;404.690;2.971.124;NA;NA;NA;NA;183.816;NA;3.154.941;NA;NA%;NA%;12,83%;NA%;17,45%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;332.545;0;332.545;2.856.261;NA;NA;NA;NA;276.432;NA;3.132.693;NA;NA%;NA%;10,62%;NA%;45,17%
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;499.952;40;499.992;1.406.363;NA;NA;NA;NA;1.677.020;NA;3.083.383;NA;NA%;NA%;16,22%;NA%;9,17%
CSFB GARANTIA;30771;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;391.017;139.501;530.518;1.666.820;NA;NA;NA;NA;1.264.356;NA;2.931.177;NA;NA%;NA%;18,10%;NA%;8,93%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2001;NA;NA;329.499;72.866;402.365;2.798.443;NA;NA;NA;NA;108.692;NA;2.907.135;NA;NA%;NA%;13,84%;NA%;41,39%
GM;30795;b2;;C;3;SAO PAULO;SP;09/2001;NA;NA;247.176;0;247.176;2.789.954;NA;NA;NA;NA;27.863;NA;2.817.817;NA;NA%;NA%;8,77%;NA%;23,80%
BANK OF AMERICA;50146;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;669.706;82.934;752.640;404.265;NA;NA;NA;NA;2.254.708;NA;2.658.973;NA;NA%;NA%;28,31%;NA%;6,22%
FORD;51176;b2;;C;3;SAO PAULO;SP;09/2001;NA;NA;271.529;0;271.529;2.379.554;NA;NA;NA;NA;157.088;NA;2.536.641;NA;NA%;NA%;10,70%;NA%;0,05%
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;205.624;46.022;251.646;1.503.436;NA;NA;NA;NA;823.367;NA;2.326.803;NA;NA%;NA%;10,82%;NA%;7,38%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;380.993;0;380.993;1.393.515;NA;NA;NA;NA;921.517;NA;2.315.032;NA;NA%;NA%;16,46%;NA%;51,15%
BNL;30513;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;168.389;106.957;275.347;1.912.237;NA;NA;NA;NA;400.479;NA;2.312.716;NA;NA%;NA%;11,91%;NA%;15,11%
DRESDNER;51059;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;276.635;6.882;283.518;2.120.569;NA;NA;NA;NA;127.310;NA;2.247.880;NA;NA%;NA%;12,61%;NA%;10,25%
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;09/2001;NA;NA;294.294;5.114;299.408;1.905.930;NA;NA;NA;NA;209.705;NA;2.115.635;NA;NA%;NA%;14,15%;NA%;65,18%
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;202.600;76.814;279.414;1.691.256;NA;NA;NA;NA;235.979;NA;1.927.235;NA;NA%;NA%;14,50%;NA%;12,74%
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;09/2001;NA;NA;145.680;72.840;218.519;1.513.219;NA;NA;NA;NA;269.291;NA;1.782.510;NA;NA%;NA%;12,26%;NA%;2,47%
EUROPEU;32078;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;271.976;0;271.976;1.082.756;NA;NA;NA;NA;676.402;NA;1.759.158;NA;NA%;NA%;15,46%;NA%;1,97%
BANCOCIDADE;30104;b2;;C;2;SAO PAULO;SP;09/2001;NA;NA;224.301;0;224.301;1.617.896;NA;NA;NA;NA;72.031;NA;1.689.926;NA;NA%;NA%;13,27%;NA%;12,63%
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;BARUERI;SP;09/2001;NA;NA;335.977;12.321;348.298;1.495.327;NA;NA;NA;NA;185.372;NA;1.680.699;NA;NA%;NA%;20,72%;NA%;0,06%
SS;31323;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;182.207;0;182.207;1.351.829;NA;NA;NA;NA;244.433;NA;1.596.262;NA;NA%;NA%;11,41%;NA%;41,82%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2001;NA;NA;289.946;18.035;307.980;1.471.944;NA;NA;NA;NA;109.035;NA;1.580.979;NA;NA%;NA%;19,48%;NA%;20,98%
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;326.452;0;326.452;1.303.749;NA;NA;NA;NA;30.431;NA;1.334.180;NA;NA%;NA%;24,47%;NA%;5,10%
BMC;30276;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;129.014;81.437;210.450;1.199.697;NA;NA;NA;NA;115.987;NA;1.315.685;NA;NA%;NA%;16,00%;NA%;17,87%
BRB;31976;b1;;C;1;BRASILIA;DF;09/2001;NA;NA;168.285;29.261;197.546;1.054.827;NA;NA;NA;NA;118.499;NA;1.173.326;NA;NA%;NA%;16,84%;NA%;46,27%
BBM;30207;b1;;C;2;SALVADOR;BA;09/2001;NA;NA;479.083;71.740;550.823;1.084.040;NA;NA;NA;NA;72.459;NA;1.156.499;NA;NA%;NA%;47,63%;NA%;45,32%
ING;51073;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;169.630;63.907;233.537;891.470;NA;NA;NA;NA;255.816;NA;1.147.286;NA;NA%;NA%;20,36%;NA%;2,88%
INTER AMEX;51145;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;169.901;173;170.074;769.875;NA;NA;NA;NA;368.622;NA;1.138.497;NA;NA%;NA%;14,94%;NA%;38,14%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;09/2001;NA;NA;386.103;0;386.103;1.137.964;NA;NA;NA;NA;0;NA;1.137.964;NA;NA%;NA%;33,93%;NA%;0,89%
BARCLAYS GALI;51217;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;138.615;4;138.619;946.045;NA;NA;NA;NA;160.120;NA;1.106.165;NA;NA%;NA%;12,53%;NA%;29,85%
SOFISA;31873;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;191.576;5.235;196.811;509.837;NA;NA;NA;NA;552.187;NA;1.062.024;NA;NA%;NA%;18,53%;NA%;22,56%
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;09/2001;NA;NA;134.024;38.980;173.003;923.679;NA;NA;NA;NA;117.707;NA;1.041.386;NA;NA%;NA%;16,61%;NA%;13,11%
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2001;NA;NA;149.594;0;149.594;856.687;NA;NA;NA;NA;122.992;NA;979.678;NA;NA%;NA%;15,27%;NA%;43,47%
CACIQUE;51121;b1;;I;2;SAO PAULO;SP;09/2001;NA;NA;181.951;0;181.951;458.913;NA;NA;NA;NA;465.420;NA;924.333;NA;NA%;NA%;19,68%;NA%;11,48%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2001;NA;NA;152.437;2.912;155.350;311.738;NA;NA;NA;NA;586.115;NA;897.853;NA;NA%;NA%;17,30%;NA%;44,54%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;09/2001;NA;NA;244.201;0;244.201;747.694;NA;NA;NA;NA;93.604;NA;841.297;NA;NA%;NA%;29,03%;NA%;28,48%
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;267.500;0;267.500;580.925;NA;NA;NA;NA;258.369;NA;839.293;NA;NA%;NA%;31,87%;NA%;1,41%
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.;38486817;b4;;I;1;BELO HORIZONTE;MG;09/2001;NA;NA;130.138;0;130.138;551.615;NA;NA;NA;NA;251.709;NA;803.324;NA;NA%;NA%;16,20%;NA%;14,69%
BANCO NEW HOLLAND BRASIL S.A.;2992446;b2;;I;3;CURITIBA;PR;09/2001;NA;NA;99.316;0;99.316;753.773;NA;NA;NA;NA;43.979;NA;797.752;NA;NA%;NA%;12,45%;NA%;0,50%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;88.630;0;88.630;574.417;NA;NA;NA;NA;196.594;NA;771.011;NA;NA%;NA%;11,50%;NA%;1,86%
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;140.798;0;140.798;604.162;NA;NA;NA;NA;140.095;NA;744.257;NA;NA%;NA%;18,92%;NA%;17,01%
SUL AMERICA;50108;b2;;C;2;SAO PAULO;SP;09/2001;NA;NA;81.971;46.183;128.154;352.051;NA;NA;NA;NA;367.085;NA;719.135;NA;NA%;NA%;17,82%;NA%;51,06%
BANCO ZOGBI S.A.;61535100;b1;;I;2;SAO PAULO;SP;09/2001;NA;NA;199.093;2.747;201.840;637.783;NA;NA;NA;NA;70.170;NA;707.953;NA;NA%;NA%;28,51%;NA%;32,79%
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;90.400;3.353;93.753;454.286;NA;NA;NA;NA;245.314;NA;699.600;NA;NA%;NA%;13,40%;NA%;15,73%
BANCO JOHN DEERE S.A.;91884981;b1;;I;2;PORTO ALEGRE;RS;09/2001;NA;NA;89.136;0;89.136;540.396;NA;NA;NA;NA;108.411;NA;648.807;NA;NA%;NA%;13,74%;NA%;1,51%
BANCO DO ESTADO DE GOIAS S.A.;1540541;b1;;I;1;GOIANIA;GO;09/2001;NA;NA;199.256;214;199.471;502.299;NA;NA;NA;NA;79.914;NA;582.213;NA;NA%;NA%;34,26%;NA%;19,99%
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;09/2001;NA;NA;808.490;0;808.490;560.230;NA;NA;NA;NA;9.017;NA;569.247;NA;NA%;NA%;142,03%;NA%;0,53%
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;09/2001;NA;NA;1.299;1.299;2.599;546.624;NA;NA;NA;NA;0;NA;546.624;NA;NA%;NA%;0,48%;NA%;91,43%
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;60.433;334;60.767;369.029;NA;NA;NA;NA;83.263;NA;452.292;NA;NA%;NA%;13,44%;NA%;25,83%
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;104.698;0;104.698;350.870;NA;NA;NA;NA;72.497;NA;423.367;NA;NA%;NA%;24,73%;NA%;63,62%
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;09/2001;NA;NA;662.101;0;662.101;409.089;NA;NA;NA;NA;9.951;NA;419.040;NA;NA%;NA%;158,00%;NA%;16,26%
PEBB;31158;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;109.279;172;109.451;158.537;NA;NA;NA;NA;259.790;NA;418.327;NA;NA%;NA%;26,16%;NA%;4,55%
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;80.313;0;80.313;325.765;NA;NA;NA;NA;90.413;NA;416.178;NA;NA%;NA%;19,30%;NA%;2,98%
BANCO COMERCIAL URUGUAI S.A.;74828799;b1;;I;3;PORTO ALEGRE;RS;09/2001;NA;NA;47.282;0;47.282;353.547;NA;NA;NA;NA;28.583;NA;382.130;NA;NA%;NA%;12,37%;NA%;15,33%
BEC;30214;b1;;C;1;FORTALEZA;CE;09/2001;NA;NA;157.762;0;157.762;228.459;NA;NA;NA;NA;151.007;NA;379.466;NA;NA%;NA%;41,57%;NA%;10,28%
BANCO INVESTCRED S.A.;61182408;b1;;I;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;97.610;0;97.610;327.288;NA;NA;NA;NA;36.864;NA;364.152;NA;NA%;NA%;26,80%;NA%;15,53%
BANCO COOPERATIVO DO BRASIL S.A.;2038232;b1;;I;2;BRASILIA;DF;09/2001;NA;NA;19.627;19.627;39.255;303.025;NA;NA;NA;NA;44.822;NA;347.847;NA;NA%;NA%;11,29%;NA%;21,84%
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;09/2001;NA;NA;72.747;0;72.747;320.369;NA;NA;NA;NA;6.399;NA;326.768;NA;NA%;NA%;22,26%;NA%;25,18%
BANCO COOPERATIVO SICREDI S.A. - BANSICREDI;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2001;NA;NA;41.660;27.989;69.649;290.384;NA;NA;NA;NA;35.588;NA;325.972;NA;NA%;NA%;21,37%;NA%;18,39%
BANCO WACHOVIA S.A.;33436486;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;95.727;0;95.727;191.750;NA;NA;NA;NA;134.172;NA;325.922;NA;NA%;NA%;29,37%;NA%;1,62%
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;27.286;26.735;54.021;299.640;NA;NA;NA;NA;21.333;NA;320.974;NA;NA%;NA%;16,83%;NA%;12,44%
FIAT LEASING S/A ARRENDAMENTO MERCANTIL;61190658;n1;;I;3;BARUERI;SP;09/2001;NA;NA;295.193;0;295.193;214.407;NA;NA;NA;NA;105.664;NA;320.071;NA;NA%;NA%;92,23%;NA%;0,00%
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;09/2001;NA;NA;49.035;0;49.035;175.244;NA;NA;NA;NA;143.849;NA;319.093;NA;NA%;NA%;15,37%;NA%;12,44%
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;70.044;0;70.044;182.149;NA;NA;NA;NA;122.680;NA;304.829;NA;NA%;NA%;22,98%;NA%;0,24%
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;09/2001;NA;NA;66.165;360;66.524;259.383;NA;NA;NA;NA;34.366;NA;293.748;NA;NA%;NA%;22,65%;NA%;50,32%
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;44.078;6.535;50.613;238.349;NA;NA;NA;NA;44.258;NA;282.607;NA;NA%;NA%;17,91%;NA%;52,75%
MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;41.516;23.397;64.913;254.432;NA;NA;NA;NA;21.394;NA;275.826;NA;NA%;NA%;23,53%;NA%;25,54%
BANCO DO ESTADO DO AMAZONAS S.A.;4562120;b1;;I;1;MANAUS;AM;09/2001;NA;NA;63.931;63.931;127.861;210.139;NA;NA;NA;NA;61.935;NA;272.074;NA;NA%;NA%;47,00%;NA%;12,64%
AGF BRASEG;51066;b1;;C;3;SAO PAULO;SP;09/2001;NA;NA;124.146;0;124.146;224.861;NA;NA;NA;NA;45.851;NA;270.712;NA;NA%;NA%;45,86%;NA%;14,83%
VOLVO;50933;b2;;C;3;CURITIBA;PR;09/2001;NA;NA;41.954;0;41.954;251.649;NA;NA;NA;NA;8.385;NA;260.034;NA;NA%;NA%;16,13%;NA%;1,19%
HEWLETT-PACKARD ARRENDAMENTO MERCANTIL S.A.;2663739;n1;;I;3;BARUERI;SP;09/2001;NA;NA;136.807;0;136.807;238.009;NA;NA;NA;NA;18.650;NA;256.659;NA;NA%;NA%;53,30%;NA%;0,07%
BANCO DE LA NACION ARGENTINA;33042151;b1;;I;3;SAO PAULO;SP;09/2001;NA;NA;31.719;523;32.241;89.671;NA;NA;NA;NA;158.614;NA;248.285;NA;NA%;NA%;12,99%;NA%;14,44%
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;09/2001;NA;NA;28.955;1.006;29.961;227.433;NA;NA;NA;NA;6.874;NA;234.307;NA;NA%;NA%;12,79%;NA%;21,55%
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;34.135;21.075;55.209;149.519;NA;NA;NA;NA;80.887;NA;230.406;NA;NA%;NA%;23,96%;NA%;79,81%
BANCO ABB S.A.;4095983;b2;;I;3;SAO PAULO;SP;09/2001;NA;NA;40.792;0;40.792;82.499;NA;NA;NA;NA;134.076;NA;216.575;NA;NA%;NA%;18,84%;NA%;0,03%
STOCK;50201;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;51.527;0;51.527;177.011;NA;NA;NA;NA;29.808;NA;206.819;NA;NA%;NA%;24,91%;NA%;34,77%
MAXIMA FINANCEIRA-CREDITO,FINANCIAMENTO E INVESTIMENTO S.A;3928044;n1;;I;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;18.190;0;18.190;187.080;NA;NA;NA;NA;18.605;NA;205.685;NA;NA%;NA%;8,84%;NA%;19,72%
HABITASUL - CREDITO IMOBILIARIO S/A;92859800;n1;;I;2;PORTO ALEGRE;RS;09/2001;NA;NA;29.835;0;29.835;195.555;NA;NA;NA;NA;0;NA;195.555;NA;NA%;NA%;15,26%;NA%;9,19%
BANCO REDE S.A.;33603457;b2;;I;2;SAO PAULO;SP;09/2001;NA;NA;164.173;12.000;176.173;187.481;NA;NA;NA;NA;6.683;NA;194.165;NA;NA%;NA%;90,73%;NA%;69,04%
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;09/2001;NA;NA;31.640;0;31.640;173.112;NA;NA;NA;NA;18.111;NA;191.223;NA;NA%;NA%;16,55%;NA%;2,13%
EL CAMINO RESOURCES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;RIO DE JANEIRO;RJ;09/2001;NA;NA;8.986;4.299;13.284;176.136;NA;NA;NA;NA;1.579;NA;177.715;NA;NA%;NA%;7,48%;NA%;3,97%
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;09/2001;NA;NA;39.587;0;39.587;148.296;NA;NA;NA;NA;21.711;NA;170.007;NA;NA%;NA%;23,29%;NA%;2,17%
BANCO DO ESTADO DO MARANHAO S.A. - BEM;6271464;b1;;I;1;SAO LUIS;MA;09/2001;NA;NA;39.269;0;39.269;162.535;NA;NA;NA;NA;5.576;NA;168.111;NA;NA%;NA%;23,36%;NA%;62,07%
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;09/2001;NA;NA;65.123;0;65.123;148.036;NA;NA;NA;NA;10.988;NA;159.023;NA;NA%;NA%;40,95%;NA%;58,72%
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;09/2001;NA;NA;50.877;0;50.877;157.288;NA;NA;NA;NA;1.723;NA;159.011;NA;NA%;NA%;32,00%;NA%;4,43%
BANCO EUROINVEST S.A. - EUROBANCO;13636030;b2;;I;2;RIO DE JANEIRO;RJ;09/2001;NA;NA;40.870;0;40.870;83.688;NA;NA;NA;NA;69.406;NA;153.093;NA;NA%;NA%;26,70%;NA%;53,70%
CCCR DO ESTADO DE SAO PAULO - SICOOB - SP - COCECRER;63917579;b3C;;I;2;SAO PAULO;SP;09/2001;NA;NA;18.179;0;18.179;152.153;NA;NA;NA;NA;0;NA;152.153;NA;NA%;NA%;11,95%;NA%;17,36%
DOMUS - CIA. DE CREDITO IMOBILIARIO;10372647;n1;;I;2;FORTALEZA;CE;09/2001;NA;NA;5.956;0;5.956;149.613;NA;NA;NA;NA;0;NA;149.613;NA;NA%;NA%;3,98%;NA%;6,09%
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;09/2001;NA;NA;76.996;0;76.996;140.901;NA;NA;NA;NA;4.529;NA;145.430;NA;NA%;NA%;52,94%;NA%;3,53%
