Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2008;NA;NA;32.951.731;11.123.967;44.033.391;225.887.384;NA;NA;NA;NA;57.313.981;NA;283.201.365;NA;NA%;NA%;15,55%;NA%;47,70%
BB;49906;b1;;C;1;BRASILIA;DF;03/2008;NA;NA;21.508.894;11.156.781;32.652.427;228.062.174;NA;NA;NA;NA;10.414.371;NA;238.476.545;NA;NA%;NA%;13,69%;NA%;17,02%
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2008;NA;NA;30.038.923;8.030.120;37.791.847;192.507.410;NA;NA;NA;NA;25.597.572;NA;218.104.982;NA;NA%;NA%;17,33%;NA%;27,16%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2008;NA;NA;24.761.339;18.063.943;41.719.325;152.927.581;NA;NA;NA;NA;688.054;NA;153.615.635;NA;NA%;NA%;27,16%;NA%;35,81%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2008;NA;NA;12.243.207;5.439.027;17.682.233;111.443.795;NA;NA;NA;NA;11.670.565;NA;123.114.360;NA;NA%;NA%;14,36%;NA%;36,32%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2008;NA;NA;12.699.306;1.774.321;14.473.628;97.243.347;NA;NA;NA;NA;11.548.260;NA;108.791.608;NA;NA%;NA%;13,30%;NA%;13,87%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2008;NA;NA;8.495.139;4.349.495;12.827.847;85.091.720;NA;NA;NA;NA;11.500.481;NA;96.592.202;NA;NA%;NA%;13,28%;NA%;11,68%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2008;NA;NA;10.135.625;9.273.605;19.397.270;58.496.790;NA;NA;NA;NA;6.238.258;NA;64.735.048;NA;NA%;NA%;29,96%;NA%;12,56%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2008;NA;NA;6.219.829;1.819.701;8.039.530;48.897.302;NA;NA;NA;NA;2.647.027;NA;51.544.330;NA;NA%;NA%;15,60%;NA%;0,99%
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2008;NA;NA;5.166.546;1.594.356;6.760.902;47.980.975;NA;NA;NA;NA;2.850.490;NA;50.831.465;NA;NA%;NA%;13,30%;NA%;26,17%
