Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2007;NA;NA;29.077.589;10.234.421;39.250.837;191.096.167;NA;NA;NA;NA;50.379.521;NA;241.475.688;NA;NA%;NA%;16,25%;NA%;48,94%
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;28.589.367;7.827.623;36.184.454;165.072.526;NA;NA;NA;NA;60.408.270;NA;225.480.797;NA;NA%;NA%;16,05%;NA%;23,19%
BB;49906;b1;;C;1;BRASILIA;DF;09/2007;NA;NA;21.760.643;10.719.617;32.469.510;196.001.614;NA;NA;NA;NA;10.947.373;NA;206.948.987;NA;NA%;NA%;15,69%;NA%;13,45%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2007;NA;NA;26.372.366;19.005.046;45.377.411;139.248.304;NA;NA;NA;NA;1.080.393;NA;140.328.698;NA;NA%;NA%;32,34%;NA%;41,51%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;11.676.289;1.743.252;13.419.542;87.537.256;NA;NA;NA;NA;26.676.615;NA;114.213.871;NA;NA%;NA%;11,75%;NA%;14,76%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;11.549.063;4.255.617;15.799.963;95.870.099;NA;NA;NA;NA;10.030.558;NA;105.900.657;NA;NA%;NA%;14,92%;NA%;37,82%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;9.441.232;4.471.042;13.898.492;80.249.133;NA;NA;NA;NA;7.734.750;NA;87.983.883;NA;NA%;NA%;15,80%;NA%;10,76%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2007;NA;NA;9.265.644;9.265.644;18.521.460;50.483.111;NA;NA;NA;NA;12.356.092;NA;62.839.203;NA;NA%;NA%;29,47%;NA%;13,20%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;5.793.335;853.148;6.646.483;40.323.843;NA;NA;NA;NA;7.214.668;NA;47.538.511;NA;NA%;NA%;13,98%;NA%;1,51%
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2007;NA;NA;4.517.789;963.868;5.481.657;41.138.738;NA;NA;NA;NA;4.035.579;NA;45.174.317;NA;NA%;NA%;12,13%;NA%;30,88%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;4.537.934;709.124;5.247.058;36.933.014;NA;NA;NA;NA;3.297.794;NA;40.230.808;NA;NA%;NA%;13,04%;NA%;12,82%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;4.484.650;534.182;5.018.832;23.509.488;NA;NA;NA;NA;6.190.536;NA;29.700.024;NA;NA%;NA%;16,90%;NA%;15,46%
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;09/2007;NA;NA;2.988.661;0;2.988.661;12.519.586;NA;NA;NA;NA;5.636.558;NA;18.156.143;NA;NA%;NA%;16,46%;NA%;5,25%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2007;NA;NA;2.765.978;18.486;2.784.464;13.545.109;NA;NA;NA;NA;3.829.305;NA;17.374.413;NA;NA%;NA%;16,03%;NA%;16,55%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;1.862.792;2.551;1.809.014;6.202.127;NA;NA;NA;NA;4.371.302;NA;10.573.430;NA;NA%;NA%;17,11%;NA%;4,00%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;09/2007;NA;NA;1.251.106;0;1.251.106;7.681.340;NA;NA;NA;NA;1.707.833;NA;9.389.173;NA;NA%;NA%;13,32%;NA%;6,43%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2007;NA;NA;2.718.001;2.386;2.616.579;8.550.627;NA;NA;NA;NA;732.178;NA;9.282.805;NA;NA%;NA%;28,19%;NA%;8,35%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2007;NA;NA;1.537.154;42.220;1.579.374;9.043.218;NA;NA;NA;NA;27.828;NA;9.071.045;NA;NA%;NA%;17,41%;NA%;12,23%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;1.424.644;0;1.422.812;4.403.840;NA;NA;NA;NA;3.854.694;NA;8.258.534;NA;NA%;NA%;17,23%;NA%;5,90%
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;09/2007;NA;NA;1.115.840;0;1.115.840;7.788.662;NA;NA;NA;NA;312.855;NA;8.101.516;NA;NA%;NA%;13,77%;NA%;25,07%
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;1.053.799;223.860;1.277.659;7.035.259;NA;NA;NA;NA;756.950;NA;7.792.209;NA;NA%;NA%;16,40%;NA%;2,81%
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;1.097.791;214.419;1.312.209;7.135.010;NA;NA;NA;NA;517.760;NA;7.652.769;NA;NA%;NA%;17,15%;NA%;10,79%
BBM;30207;b1;;C;2;SALVADOR;BA;09/2007;NA;NA;915.272;100.377;1.015.649;4.813.925;NA;NA;NA;NA;1.311.258;NA;6.125.183;NA;NA%;NA%;16,58%;NA%;17,93%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;1.070.498;16.220;1.086.718;5.475.966;NA;NA;NA;NA;579.381;NA;6.055.347;NA;NA%;NA%;17,95%;NA%;4,78%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;527.273;128.133;655.406;4.550.776;NA;NA;NA;NA;863.125;NA;5.413.900;NA;NA%;NA%;12,11%;NA%;16,15%
SS;31323;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;568.362;234.990;801.283;4.950.522;NA;NA;NA;NA;345.911;NA;5.296.433;NA;NA%;NA%;15,13%;NA%;16,72%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2007;NA;NA;1.717.904;54.577;1.772.481;5.264.953;NA;NA;NA;NA;27.784;NA;5.292.737;NA;NA%;NA%;33,49%;NA%;14,57%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2007;NA;NA;486.414;263.732;750.146;4.877.005;NA;NA;NA;NA;357.066;NA;5.234.071;NA;NA%;NA%;14,33%;NA%;29,14%
BANCO GMAC S/A;59274605;b2;;I;3;SAO PAULO;SP;09/2007;NA;NA;817.130;0;817.130;4.686.746;NA;NA;NA;NA;374.922;NA;5.061.669;NA;NA%;NA%;16,14%;NA%;17,58%
MERRILL LYNCH;51255;b2;;C;3;SAO PAULO;SP;09/2007;NA;NA;584.405;87.270;671.675;3.696.748;NA;NA;NA;NA;1.350.501;NA;5.047.249;NA;NA%;NA%;13,31%;NA%;5,74%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2007;NA;NA;447.923;144.807;592.730;2.814.469;NA;NA;NA;NA;2.205.011;NA;5.019.480;NA;NA%;NA%;11,81%;NA%;13,29%
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;b1;;I;3;BARUERI;SP;09/2007;NA;NA;547.409;40;547.450;4.408.927;NA;NA;NA;NA;120.866;NA;4.529.792;NA;NA%;NA%;12,09%;NA%;18,15%
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2007;NA;NA;764.521;451;764.972;3.568.472;NA;NA;NA;NA;769.334;NA;4.337.806;NA;NA%;NA%;17,63%;NA%;2,82%
