Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2009;NA;NA;52.287.341;13.547.735;65.696.455;372.640.966;0;98.336;6.028.309;1.799.882;7.926.527;8.459.892;389.027.385;NA;NA%;NA%;16,89%;NA%;31,80%
BB;49906;b1;;C;1;BRASILIA;DF;06/2009;NA;NA;35.217.621;15.744.181;50.839.770;311.045.085;0;214.090;1.649.620;206.823;2.070.533;10.498.918;323.614.536;NA;NA%;NA%;15,71%;NA%;13,54%
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2009;NA;NA;42.299.498;8.273.416;50.511.772;274.943.545;0;16.985;4.435.276;54.118;4.506.379;5.186.613;284.636.536;NA;NA%;NA%;17,75%;NA%;45,60%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2009;NA;NA;48.678.547;10.257.820;58.684.941;216.209.420;0;6.191;5.258.979;223.945;5.489.115;5.310.155;227.008.691;NA;NA%;NA%;25,85%;NA%;50,42%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2009;NA;NA;24.184.121;18.665.441;41.336.728;212.167.871;0;0;2.647.633;0;2.647.633;2.990.381;217.805.885;NA;NA%;NA%;18,98%;NA%;24,87%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2009;NA;NA;13.102.788;9.808.077;22.905.625;114.547.121;0;0;1.062.287;0;1.062.287;6.219.552;121.828.959;NA;NA%;NA%;18,80%;NA%;13,42%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2009;NA;NA;6.479.647;1.157.932;7.637.579;54.728.356;0;27.935;4.063.970;102.787;4.194.693;2.557.364;61.480.413;NA;NA%;NA%;12,42%;NA%;1,00%
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2009;NA;NA;5.481.584;2.160.103;7.641.687;51.690.469;0;0;705.030;61.429;766.459;2.865.013;55.321.940;NA;NA%;NA%;13,81%;NA%;28,57%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2009;NA;NA;5.021.261;448.605;5.469.866;25.276.762;3.065.983;126.842;1.704.962;72.020;4.969.807;2.360.386;32.606.954;NA;NA%;NA%;16,78%;NA%;15,86%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2009;NA;NA;4.685.295;749.626;5.434.922;32.297.412;0;0;94.289;171;94.461;170.281;32.562.153;NA;NA%;NA%;16,69%;NA%;26,75%
