Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2004;NA;NA;13.608.835;6.662.693;20.271.527;121.907.093;NA;NA;NA;NA;7.710.054;NA;129.617.146;NA;NA%;NA%;15,64%;NA%;20,05%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2004;NA;NA;15.194.722;7.613.831;22.808.552;113.475.141;NA;NA;NA;NA;11.862.912;NA;125.338.053;NA;NA%;NA%;18,20%;NA%;58,34%
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2004;NA;NA;14.765.997;5.771.122;20.537.119;99.628.614;NA;NA;NA;NA;3.627.036;NA;103.255.649;NA;NA%;NA%;19,89%;NA%;42,86%
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2004;NA;NA;14.666.911;4.236.181;18.903.091;80.311.268;NA;NA;NA;NA;19.255.958;NA;99.567.226;NA;NA%;NA%;18,99%;NA%;41,12%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2004;NA;NA;8.093.735;1.464.826;9.558.561;51.677.139;NA;NA;NA;NA;10.559.373;NA;62.236.511;NA;NA%;NA%;15,36%;NA%;47,64%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2004;NA;NA;8.878.224;597.579;9.475.804;44.109.895;NA;NA;NA;NA;7.606.460;NA;51.716.355;NA;NA%;NA%;18,32%;NA%;31,49%
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;09/2004;NA;NA;8.414.397;0;8.414.397;39.522.030;NA;NA;NA;NA;9.846.424;NA;49.368.454;NA;NA%;NA%;17,04%;NA%;25,26%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2004;NA;NA;5.871.112;406.256;6.277.369;29.703.872;NA;NA;NA;NA;4.498.976;NA;34.202.848;NA;NA%;NA%;18,35%;NA%;33,87%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2004;NA;NA;3.419.031;0;3.419.031;22.314.545;NA;NA;NA;NA;3.913.004;NA;26.227.549;NA;NA%;NA%;13,04%;NA%;16,53%
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2004;NA;NA;2.170.551;515.615;2.686.165;18.941.319;NA;NA;NA;NA;2.094.439;NA;21.035.758;NA;NA%;NA%;12,77%;NA%;42,25%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2004;NA;NA;3.146.863;0;3.146.863;10.805.334;NA;NA;NA;NA;4.743.986;NA;15.549.320;NA;NA%;NA%;20,24%;NA%;1,42%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2004;NA;NA;2.902.188;0;2.902.188;11.341.298;NA;NA;NA;NA;3.889.273;NA;15.230.571;NA;NA%;NA%;19,06%;NA%;5,71%
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;09/2004;NA;NA;2.945.210;529.171;3.474.381;14.616.618;NA;NA;NA;NA;540.715;NA;15.157.333;NA;NA%;NA%;22,92%;NA%;15,41%
