Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2005;NA;NA;14.957.978;6.608.317;21.566.295;132.458.985;NA;NA;NA;NA;4.745.618;NA;137.204.603;NA;NA%;NA%;15,72%;NA%;20,10%
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2005;NA;NA;17.372.949;6.184.539;23.557.488;109.775.703;NA;NA;NA;NA;19.604.678;NA;129.380.381;NA;NA%;NA%;18,21%;NA%;41,36%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2005;NA;NA;15.038.555;7.535.257;22.573.812;114.935.093;NA;NA;NA;NA;6.650.997;NA;121.586.090;NA;NA%;NA%;18,57%;NA%;58,17%
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;16.826.512;3.505.611;20.332.123;91.593.218;NA;NA;NA;NA;22.067.458;NA;113.660.676;NA;NA%;NA%;17,89%;NA%;42,72%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;8.637.033;1.594.013;10.231.046;57.445.480;NA;NA;NA;NA;6.016.127;NA;63.461.607;NA;NA%;NA%;16,12%;NA%;41,92%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;9.209.256;387.799;9.597.055;49.522.051;NA;NA;NA;NA;5.482.439;NA;55.004.489;NA;NA%;NA%;17,45%;NA%;26,79%
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;7.943.907;0;7.943.907;45.911.236;NA;NA;NA;NA;5.018.971;NA;50.930.207;NA;NA%;NA%;15,60%;NA%;27,21%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2005;NA;NA;6.133.634;394.989;6.528.624;34.704.192;NA;NA;NA;NA;2.249.082;NA;36.953.274;NA;NA%;NA%;17,67%;NA%;34,08%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;3.811.742;0;3.811.742;23.431.627;NA;NA;NA;NA;3.932.696;NA;27.364.323;NA;NA%;NA%;13,93%;NA%;15,42%
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2005;NA;NA;2.991.162;366.417;3.357.578;24.792.101;NA;NA;NA;NA;1.417.300;NA;26.209.401;NA;NA%;NA%;12,81%;NA%;36,34%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;3.232.500;0;3.232.500;17.216.820;NA;NA;NA;NA;5.417.711;NA;22.634.531;NA;NA%;NA%;14,28%;NA%;1,63%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;2.820.275;0;2.820.275;15.205.438;NA;NA;NA;NA;5.245.303;NA;20.450.741;NA;NA%;NA%;13,79%;NA%;36,83%
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;2.381.535;431.504;2.813.039;13.915.171;NA;NA;NA;NA;829.687;NA;14.744.858;NA;NA%;NA%;19,08%;NA%;17,59%
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;1.428.271;0;1.428.271;5.106.057;NA;NA;NA;NA;5.218.796;NA;10.324.852;NA;NA%;NA%;13,83%;NA%;3,68%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;06/2005;NA;NA;2.063.901;33.586;2.097.486;6.673.017;NA;NA;NA;NA;916.089;NA;7.589.106;NA;NA%;NA%;27,64%;NA%;22,41%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2005;NA;NA;1.177.720;40.897;1.218.618;6.967.289;NA;NA;NA;NA;21.934;NA;6.989.223;NA;NA%;NA%;17,44%;NA%;12,99%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2005;NA;NA;1.107.345;2.335;1.109.680;5.196.789;NA;NA;NA;NA;803.402;NA;6.000.191;NA;NA%;NA%;18,49%;NA%;22,55%
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;806.682;47.556;854.239;4.516.898;NA;NA;NA;NA;1.325.621;NA;5.842.519;NA;NA%;NA%;14,62%;NA%;4,82%
ALFA;51293;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;1.003.673;198.828;1.202.501;5.548.014;NA;NA;NA;NA;251.696;NA;5.799.709;NA;NA%;NA%;20,73%;NA%;19,77%
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;06/2005;NA;NA;650.522;0;650.522;5.548.616;NA;NA;NA;NA;71.255;NA;5.619.871;NA;NA%;NA%;11,58%;NA%;11,15%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2005;NA;NA;776.702;0;776.702;4.178.008;NA;NA;NA;NA;972.353;NA;5.150.361;NA;NA%;NA%;15,08%;NA%;6,67%
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;714.756;44.068;758.824;3.890.414;NA;NA;NA;NA;831.266;NA;4.721.680;NA;NA%;NA%;16,07%;NA%;4,64%
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;06/2005;NA;NA;526.318;159;526.477;3.447.661;NA;NA;NA;NA;268.788;NA;3.716.449;NA;NA%;NA%;14,17%;NA%;39,25%
BANCO GENERAL MOTORS S.A.;59274605;b2;;I;3;SAO PAULO;SP;06/2005;NA;NA;500.762;40.434;541.196;3.424.273;NA;NA;NA;NA;147.394;NA;3.571.668;NA;NA%;NA%;15,15%;NA%;25,74%
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2005;NA;NA;607.238;0;607.238;2.295.226;NA;NA;NA;NA;1.231.427;NA;3.526.653;NA;NA%;NA%;17,22%;NA%;7,05%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;06/2005;NA;NA;1.528.189;45.576;1.573.766;3.483.272;NA;NA;NA;NA;33.142;NA;3.516.414;NA;NA%;NA%;44,75%;NA%;11,79%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;06/2005;NA;NA;420.199;12.838;433.036;3.150.770;NA;NA;NA;NA;196.547;NA;3.347.317;NA;NA%;NA%;12,94%;NA%;35,61%
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;06/2005;NA;NA;508.240;0;508.240;3.162.982;NA;NA;NA;NA;67.957;NA;3.230.938;NA;NA%;NA%;15,73%;NA%;3,91%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;331.121;72.064;403.185;1.169.593;NA;NA;NA;NA;1.980.465;NA;3.150.058;NA;NA%;NA%;12,80%;NA%;15,00%
BBM;30207;b1;;C;2;SALVADOR;BA;06/2005;NA;NA;315.450;109.794;425.244;1.695.041;NA;NA;NA;NA;1.253.600;NA;2.948.640;NA;NA%;NA%;14,42%;NA%;15,57%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;387.118;0;387.118;2.605.989;NA;NA;NA;NA;228.551;NA;2.834.540;NA;NA%;NA%;13,66%;NA%;2,91%
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;358.225;120.098;478.323;2.672.481;NA;NA;NA;NA;129.298;NA;2.801.778;NA;NA%;NA%;17,07%;NA%;6,74%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;377.808;0;377.808;2.325.923;NA;NA;NA;NA;411.781;NA;2.737.705;NA;NA%;NA%;13,80%;NA%;16,93%
SS;31323;b1;;C;2;SAO PAULO;SP;06/2005;NA;NA;358.852;0;358.852;2.578.485;NA;NA;NA;NA;104.241;NA;2.682.726;NA;NA%;NA%;13,38%;NA%;24,13%
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;06/2005;NA;NA;292.420;5.887;298.307;2.482.311;NA;NA;NA;NA;154.389;NA;2.636.700;NA;NA%;NA%;11,31%;NA%;1,82%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;06/2005;NA;NA;682.850;0;682.850;2.475.906;NA;NA;NA;NA;0;NA;2.475.906;NA;NA%;NA%;27,58%;NA%;0,96%
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;b1;;I;3;BARUERI;SP;06/2005;NA;NA;402.214;0;402.214;2.240.548;NA;NA;NA;NA;71.919;NA;2.312.467;NA;NA%;NA%;17,39%;NA%;15,04%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;06/2005;NA;NA;227.347;21.862;249.209;1.650.023;NA;NA;NA;NA;54.090;NA;1.704.112;NA;NA%;NA%;14,62%;NA%;1,44%
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;06/2005;NA;NA;261.391;36.018;297.409;1.379.378;NA;NA;NA;NA;186.835;NA;1.566.213;NA;NA%;NA%;18,99%;NA%;1,74%
BRB;31976;b1;;C;1;BRASILIA;DF;06/2005;NA;NA;257.772;0;257.772;1.458.182;NA;NA;NA;NA;70.635;NA;1.528.817;NA;NA%;NA%;16,86%;NA%;26,65%
BANESTES;30159;b1;;C;1;VITORIA;ES;06/2005;NA;NA;221.080;468;221.548;1.275.272;NA;NA;NA;NA;117.675;NA;1.392.946;NA;NA%;NA%;15,90%;NA%;36,47%
AMEX;51145;b1;;C;3;SAO PAULO;SP;06/2005;NA;NA;162.445;0;162.445;1.352.001;NA;NA;NA;NA;33.962;NA;1.385.962;NA;NA%;NA%;11,72%;NA%;14,34%
