Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2003;NA;NA;11.662.632;4.857.565;16.520.197;109.673.520;NA;NA;NA;NA;6.381.907;NA;116.055.428;NA;NA%;NA%;14,23%;NA%;22,00%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2003;NA;NA;10.092.425;5.072.853;15.165.278;97.447.629;NA;NA;NA;NA;10.231.852;NA;107.679.481;NA;NA%;NA%;14,08%;NA%;72,99%
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2003;NA;NA;12.977.943;3.416.179;16.394.123;86.450.433;NA;NA;NA;NA;2.811.458;NA;89.261.891;NA;NA%;NA%;18,37%;NA%;44,68%
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2003;NA;NA;13.197.067;4.495.659;17.692.726;69.388.427;NA;NA;NA;NA;15.903.453;NA;85.291.880;NA;NA%;NA%;20,74%;NA%;49,62%
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2003;NA;NA;7.188.244;848.178;8.036.422;45.243.989;NA;NA;NA;NA;1.130.967;NA;46.374.956;NA;NA%;NA%;17,33%;NA%;46,18%
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;09/2003;NA;NA;8.060.593;0;8.060.593;36.642.260;NA;NA;NA;NA;9.671.725;NA;46.313.985;NA;NA%;NA%;17,40%;NA%;24,67%
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2003;NA;NA;6.305.076;11.904;6.316.981;29.523.968;NA;NA;NA;NA;5.794.255;NA;35.318.223;NA;NA%;NA%;17,89%;NA%;29,06%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2003;NA;NA;5.277.491;422.576;5.700.067;28.193.775;NA;NA;NA;NA;2.039.798;NA;30.233.573;NA;NA%;NA%;18,85%;NA%;39,94%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2003;NA;NA;3.243.565;0;3.243.565;15.261.848;NA;NA;NA;NA;4.877.143;NA;20.138.991;NA;NA%;NA%;16,11%;NA%;16,76%
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;09/2003;NA;NA;2.460.712;541.184;3.001.896;14.987.884;NA;NA;NA;NA;925.929;NA;15.913.813;NA;NA%;NA%;18,86%;NA%;18,78%
