Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
SINTONIA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;1960479;n2;;I;2;BRASILIA;DF;12/2000;NA;NA;813;0;813;511;NA;NA;NA;NA;0;NA;511;NA;NA%;NA%;159,16%;NA%;0,00%
BEM-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;66670;n2;;I;1;SAO LUIS;MA;12/2000;NA;NA;1.761;0;1.761;495;NA;NA;NA;NA;0;NA;495;NA;NA%;NA%;355,47%;NA%;0,00%
S. HAYATA CORRETORA DE CAMBIO LTDA;67391821;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;494;0;494;492;NA;NA;NA;NA;0;NA;492;NA;NA%;NA%;100,27%;NA%;0,00%
AGK CORRETORA DE CAMBIO LTDA;250699;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;373;0;373;485;NA;NA;NA;NA;0;NA;485;NA;NA%;NA%;76,87%;NA%;0,00%
B & T ASSOCIADOS CORRETORA DE CAMBIO LTDA.;73622748;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;462;0;462;479;NA;NA;NA;NA;0;NA;479;NA;NA%;NA%;96,34%;NA%;0,00%
ACTION S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;24159923;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;385;385;770;100;NA;NA;NA;NA;372;NA;472;NA;NA%;NA%;163,17%;NA%;0,00%
ACTION CORRETORA DE CAMBIO SA;92856905;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;318;175;493;461;NA;NA;NA;NA;0;NA;461;NA;NA%;NA%;106,96%;NA%;0,00%
KARTEL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;17362484;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;677;0;677;449;NA;NA;NA;NA;0;NA;449;NA;NA%;NA%;150,59%;NA%;0,00%
BH-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;71289359;n2;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;387;0;387;438;NA;NA;NA;NA;0;NA;438;NA;NA%;NA%;88,31%;NA%;0,00%
ACAO S/A CORRETORA DE VALORES E CAMBIO;33819590;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;292;0;292;436;NA;NA;NA;NA;0;NA;436;NA;NA%;NA%;66,90%;NA%;0,00%
FRIZZO PECUNIA DISTRIBUIDORA TITULOS VALORES MOBIL.LTDA.;62264924;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;664;0;664;404;NA;NA;NA;NA;9;NA;413;NA;NA%;NA%;160,65%;NA%;0,00%
AGILIS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;3882223;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;1.142;0;1.142;391;NA;NA;NA;NA;7;NA;398;NA;NA%;NA%;286,76%;NA%;0,00%
RENOVA CORRETORA DE CAMBIO LTDA;72760713;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;410;0;410;397;NA;NA;NA;NA;0;NA;397;NA;NA%;NA%;103,27%;NA%;0,00%
NGO-ASSOCIADOS CORRETORA DE CAMBIO LTDA.;65635377;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;351;0;351;395;NA;NA;NA;NA;0;NA;395;NA;NA%;NA%;88,86%;NA%;0,00%
PACTO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA.;69577948;n2;;I;2;SAO LUIS;MA;12/2000;NA;NA;254;0;254;392;NA;NA;NA;NA;0;NA;392;NA;NA%;NA%;64,78%;NA%;0,00%
INVESTNORTE - CORRETORA DE VALORES MOBILIARIOS E CAMBIO LTDA;9493503;n2;;I;2;RECIFE;PE;12/2000;NA;NA;393;0;393;390;NA;NA;NA;NA;0;NA;390;NA;NA%;NA%;100,82%;NA%;0,00%
MODAL - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;1302766;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;3.517;0;3.517;385;NA;NA;NA;NA;0;NA;385;NA;NA%;NA%;912,98%;NA%;0,00%
ASM ASSET MANAGEMENT DISTRIBUIDORA DE TITS E VALS MOBS LTDA.;2678955;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;567;0;567;383;NA;NA;NA;NA;0;NA;383;NA;NA%;NA%;148,10%;NA%;0,00%
PATACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;59615005;n2;;I;2;SOROCABA;SP;12/2000;NA;NA;426;0;426;379;NA;NA;NA;NA;0;NA;379;NA;NA%;NA%;112,34%;NA%;0,00%
J. ALVES CORRETORA DE CAMBIO LTDA;69078350;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;575;0;575;378;NA;NA;NA;NA;0;NA;378;NA;NA%;NA%;151,91%;NA%;0,00%
FLUXO CORRETORA DE CAMBIO LTDA;34562942;n2;;I;2;BARUERI;SP;12/2000;NA;NA;629;0;629;377;NA;NA;NA;NA;0;NA;377;NA;NA%;NA%;166,80%;NA%;0,00%
PENTAGONO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;17343682;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;399;0;399;375;NA;NA;NA;NA;0;NA;375;NA;NA%;NA%;106,31%;NA%;0,00%
COLUNA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;460065;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;511;0;511;370;NA;NA;NA;NA;0;NA;370;NA;NA%;NA%;138,02%;NA%;0,00%
LOPEZ LEON BROKERS BRASIL DTVM LTDA.;414464;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;446;0;446;303;NA;NA;NA;NA;62;NA;366;NA;NA%;NA%;121,89%;NA%;0,00%
FOURTRADE CORRETORA DE CAMBIO LTDA;40353377;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;338;0;338;355;NA;NA;NA;NA;0;NA;355;NA;NA%;NA%;95,18%;NA%;0,00%
SANTINVEST S.A. DISTRIBUIDORA DE TIT. E VALORES MOBILIARIOS;122328;n2;;I;2;FLORIANOPOLIS;SC;12/2000;NA;NA;812;0;812;350;NA;NA;NA;NA;5;NA;355;NA;NA%;NA%;228,90%;NA%;0,00%
DIVESP DISTRIBUIDORA DE TIT E VAL MOB DO EST DE S PAULO S/A;46375853;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;384;0;384;354;NA;NA;NA;NA;0;NA;354;NA;NA%;NA%;108,31%;NA%;0,00%
CARAVELLO S.A - CORRETORA DE CAMBIO;3136334;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;345;0;345;354;NA;NA;NA;NA;0;NA;354;NA;NA%;NA%;97,47%;NA%;0,00%
PREMIUM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;33331786;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;1.845;0;1.845;346;NA;NA;NA;NA;0;NA;346;NA;NA%;NA%;533,89%;NA%;0,00%
OBOE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;1581283;n2;;I;2;FORTALEZA;CE;12/2000;NA;NA;524;0;524;345;NA;NA;NA;NA;0;NA;345;NA;NA%;NA%;151,84%;NA%;0,00%
LEANDRO E ASSOCIADOS CORRETORA DE CAMBIO LTDA;42066258;n2;;I;2;SALVADOR;BA;12/2000;NA;NA;281;0;281;324;NA;NA;NA;NA;0;NA;324;NA;NA%;NA%;86,72%;NA%;0,00%
GRACO CORRETORA DE CAMBIO S.A.;65982589;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;206;134;340;320;NA;NA;NA;NA;0;NA;320;NA;NA%;NA%;106,38%;NA%;0,00%
DUBEUX - CORRETORA DE CAMBIO, TITULOS E VALORES MOB LTDA;10987659;n2;;I;2;RECIFE;PE;12/2000;NA;NA;382;0;382;314;NA;NA;NA;NA;0;NA;314;NA;NA%;NA%;121,76%;NA%;0,00%
NOVO NORTE CORRETORA DE CAMBIO LTDA;61802955;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;551;0;551;313;NA;NA;NA;NA;0;NA;313;NA;NA%;NA%;176,00%;NA%;0,00%
ADVALOR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;33824012;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;1.647;23;1.669;299;NA;NA;NA;NA;0;NA;299;NA;NA%;NA%;558,88%;NA%;0,00%
AGENTE BR SOCIEDADE CORRETORA DE CAMBIO LTDA;66595083;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;430;0;430;277;NA;NA;NA;NA;20;NA;297;NA;NA%;NA%;144,88%;NA%;0,00%
DIDIER CORRETORA DE CAMBIO LTDA;52937216;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;385;0;385;280;NA;NA;NA;NA;15;NA;295;NA;NA%;NA%;130,76%;NA%;0,00%
MOMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;97447304;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;409;0;409;294;NA;NA;NA;NA;0;NA;294;NA;NA%;NA%;138,97%;NA%;0,00%
POSITIVA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;40161713;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;1.214;0;1.214;291;NA;NA;NA;NA;0;NA;291;NA;NA%;NA%;417,16%;NA%;0,00%
MAMORE MULTIBROKER DIST DE TIT E VAL MOBILIARIOS S.A;997185;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;582;0;582;281;NA;NA;NA;NA;1;NA;282;NA;NA%;NA%;206,17%;NA%;0,00%
MACRO - CORRETORA DE CAMBIO E TITULOS MOBILIARIOS LTDA;15219389;n2;;I;2;SALVADOR;BA;12/2000;NA;NA;295;0;295;279;NA;NA;NA;NA;0;NA;279;NA;NA%;NA%;105,63%;NA%;0,00%
BANCO FRANCES INTERNACIONAL (BRASIL) S.A.;42593459;b1;;I;3;SAO PAULO;SP;12/2000;NA;NA;26.218;0;26.218;273;NA;NA;NA;NA;0;NA;273;NA;NA%;NA%;9.591,36%;NA%;0,00%
OMNI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;997804;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;432;0;432;269;NA;NA;NA;NA;0;NA;269;NA;NA%;NA%;160,68%;NA%;0,00%
ICARO CORRETORA DE CAMBIO LTDA;72556996;n2;;I;2;CURITIBA;PR;12/2000;NA;NA;370;0;370;264;NA;NA;NA;NA;1;NA;265;NA;NA%;NA%;139,71%;NA%;0,00%
TLACH CORRETORA DE CAMBIO LTDA.;35028018;n2;;I;2;SANTO ANDRE;SP;12/2000;NA;NA;350;0;350;264;NA;NA;NA;NA;0;NA;264;NA;NA%;NA%;132,70%;NA%;0,00%
EBADIVAL - E. BAGGIO DISTRIB. DE TITS. E VALS. MOBS. LTDA;89784367;n2;;I;2;CURITIBA;PR;12/2000;NA;NA;347;0;347;255;NA;NA;NA;NA;0;NA;255;NA;NA%;NA%;136,20%;NA%;0,00%
BANTRIAL - CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA;11031473;n2;;I;2;RECIFE;PE;12/2000;NA;NA;415;0;415;247;NA;NA;NA;NA;0;NA;247;NA;NA%;NA%;168,07%;NA%;0,00%
TREVISO CORRETORA DE CAMBIO LTDA;2992317;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;404;0;404;233;NA;NA;NA;NA;0;NA;233;NA;NA%;NA%;173,37%;NA%;0,00%
SCHRODER-MONTEIRO ARANHA DISTRIBUIDORA DE TIT E VAL MOB S/A;92886662;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;215;206;420;229;NA;NA;NA;NA;0;NA;229;NA;NA%;NA%;183,63%;NA%;0,00%
INVESTMONEY DISTRIBUIDORA DE TITULOS E VALORES MOBILS. LTDA;329598;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;422;0;422;218;NA;NA;NA;NA;0;NA;218;NA;NA%;NA%;193,37%;NA%;0,00%
KRAUS - SOCIEDADE CORRETORA DE CAMBIO LTDA;34266668;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;364;0;364;213;NA;NA;NA;NA;0;NA;213;NA;NA%;NA%;170,81%;NA%;0,00%
DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS MADEL LTDA;92886100;n2;;I;2;PORTO ALEGRE;RS;12/2000;NA;NA;1.408;0;1.408;132;NA;NA;NA;NA;79;NA;211;NA;NA%;NA%;667,69%;NA%;0,00%
MEGA'CRED DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTD;86911302;n2;;I;2;CURITIBA;PR;12/2000;NA;NA;389;0;389;166;NA;NA;NA;NA;44;NA;210;NA;NA%;NA%;184,78%;NA%;0,00%
OBJETIVA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LT;30456180;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;586;0;586;208;NA;NA;NA;NA;0;NA;208;NA;NA%;NA%;282,07%;NA%;0,00%
ADICAO CORRETORA DE CAMBIO LTDA;73066599;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;318;0;318;207;NA;NA;NA;NA;0;NA;207;NA;NA%;NA%;153,81%;NA%;0,00%
FAR S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;3725250;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;1.646;0;1.646;204;NA;NA;NA;NA;0;NA;204;NA;NA%;NA%;808,09%;NA%;0,00%
EUROINVEST S/A CORRETORA DE CAMBIO,TITS.E VALS.MOBILIARIOS;34190991;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;638;0;638;202;NA;NA;NA;NA;0;NA;202;NA;NA%;NA%;315,21%;NA%;0,00%
CM CAPITAL MARKETS CORRETORA DE CAMBIO LTDA;2671743;n2;;I;3;SAO PAULO;SP;12/2000;NA;NA;1.161;0;1.161;192;NA;NA;NA;NA;0;NA;192;NA;NA%;NA%;603,92%;NA%;0,00%
BRASIL CENTRAL S.A. DISTRIBUIDORA DE TIT. E VAL. MOBILIARIOS;33488222;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;471;100;571;191;NA;NA;NA;NA;0;NA;191;NA;NA%;NA%;298,43%;NA%;0,00%
EXIM CORRETORA DE CAMBIO LTDA;73302408;n2;;I;2;PORTO ALEGRE;RS;12/2000;NA;NA;230;0;230;186;NA;NA;NA;NA;0;NA;186;NA;NA%;NA%;123,63%;NA%;0,00%
SWAP SOCIEDADE CORRETORA DE CAMBIO LTDA.;73315335;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;353;0;353;173;NA;NA;NA;NA;0;NA;173;NA;NA%;NA%;203,86%;NA%;0,00%
ERG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39905708;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;567;0;567;163;NA;NA;NA;NA;0;NA;163;NA;NA%;NA%;348,90%;NA%;0,00%
BRITCO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;1004925;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;485;0;485;149;NA;NA;NA;NA;6;NA;155;NA;NA%;NA%;313,08%;NA%;0,00%
CREDIBEL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;1963219;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;1.151;0;1.151;28;NA;NA;NA;NA;124;NA;152;NA;NA%;NA%;755,03%;NA%;0,00%
VISION CORRETORA DE CAMBIO LTDA;4062902;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;386;0;386;134;NA;NA;NA;NA;0;NA;134;NA;NA%;NA%;289,35%;NA%;0,00%
ESCRITORIO LEVY - CORRETORA DE CAMBIO S.A.;61736120;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;380;0;380;133;NA;NA;NA;NA;0;NA;133;NA;NA%;NA%;285,25%;NA%;0,00%
SEVAG - CORRETORA DE VALORES LTDA;10974921;n2;;I;2;RECIFE;PE;12/2000;NA;NA;386;0;386;130;NA;NA;NA;NA;0;NA;130;NA;NA%;NA%;296,19%;NA%;0,00%
BAHIA LUCRO CORRETORA DE CAMBIO E TITULOS MOBILIARIOS LTDA;15232648;n2;;I;2;SALVADOR;BA;12/2000;NA;NA;257;0;257;129;NA;NA;NA;NA;0;NA;129;NA;NA%;NA%;199,70%;NA%;0,00%
CORREPARTI CORRETORA DE CAMBIO LTDA;80202872;n2;;I;2;CURITIBA;PR;12/2000;NA;NA;137;0;137;128;NA;NA;NA;NA;0;NA;129;NA;NA%;NA%;106,96%;NA%;0,00%
INTERFLOAT HZ DISTRIBUIDORA DE TIT E VAL MOBILIARIOS LTDA;4020986;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;583;0;583;118;NA;NA;NA;NA;0;NA;118;NA;NA%;NA%;494,59%;NA%;0,00%
PARMETAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;20155248;n2;;I;2;OSASCO;SP;12/2000;NA;NA;430;0;430;110;NA;NA;NA;NA;0;NA;110;NA;NA%;NA%;391,37%;NA%;0,00%
CREDICORP CORRETORA DE CAMBIO LTDA.;72182306;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;744;0;744;108;NA;NA;NA;NA;0;NA;108;NA;NA%;NA%;688,34%;NA%;0,00%
JOHN DEERE DISTRIBUIDORA DE TITULOS E VALORES MOB. LTDA;87963450;n2;;I;2;PORTO ALEGRE;RS;12/2000;NA;NA;1.511;0;1.511;77;NA;NA;NA;NA;5;NA;82;NA;NA%;NA%;1.841,31%;NA%;0,00%
PONTO FRIO LEASING S/A - ARRENDAMENTO MERCANTIL;42582072;n1;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;9.006;0;9.006;49;NA;NA;NA;NA;0;NA;49;NA;NA%;NA%;18.226,80%;NA%;0,00%
WALE S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;33829292;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;6.340;0;6.340;32;NA;NA;NA;NA;0;NA;32;NA;NA%;NA%;19.682,95%;NA%;0,00%
BGN LEASING S.A.-ARRENDAMENTO MERCANTIL;1852137;n1;;I;2;RECIFE;PE;12/2000;NA;NA;6.290;0;6.290;11;NA;NA;NA;NA;0;NA;11;NA;NA%;NA%;58.416,73%;NA%;0,00%
PERNAMBUCANAS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;33957838;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;2.554;0;2.554;2;NA;NA;NA;NA;3;NA;5;NA;NA%;NA%;50.853,70%;NA%;0,00%
FININVEST LEASING ARRENDAMENTO MERCANTIL S.A;2884541;n1;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;6.037;0;6.037;5;NA;NA;NA;NA;0;NA;5;NA;NA%;NA%;126.137,77%;NA%;0,00%
DAYCOVAL DISTRIBUIDORA DE TITULOS VALORES MOBILIARIOS LTDA;72027832;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;454;0;454;2;NA;NA;NA;NA;0;NA;2;NA;NA%;NA%;18.612,11%;NA%;0,00%
A COUTINHO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;4072702;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;551;0;551;1;NA;NA;NA;NA;1;NA;2;NA;NA%;NA%;27.149,69%;NA%;0,00%
INVESTRUST DIST. TIT. E VAL. MOB. LTDA;3882245;n2;;I;2;SAO PAULO;SP;12/2000;NA;NA;613;0;613;1;NA;NA;NA;NA;0;NA;1;NA;NA%;NA%;94.685,63%;NA%;0,00%
EUROBANCO LEASING S.A. ARRENDAMENTO MERCANTIL;86729894;n1;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;8.323;0;8.323;1;NA;NA;NA;NA;0;NA;1;NA;NA%;NA%;1.631.297,83%;NA%;0,00%
AVIPAM CORRETORA DE CAMBIO LTDA.;3443143;n2;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;406;0;406;0;NA;NA;NA;NA;0;NA;0;NA;NA%;NA%;NI%;NA%;0,00%
PONTUAL;20224;b2;;I;2;;;12/2000;NA;NA;NI;NI;NI;NI;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
LAVRA;49920;b1;;I;2;SAO PAULO;SP;12/2000;NA;NA;NI;NI;NI;NI;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DE BOM JARDIM LTDA;58338;b3S;;I;2;BOM JARDIM;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
UNICRED CRATEUS CECM MEDICOS E PROF. SAUDE REG. CRATEUS LTDA;68389;b3S;;I;2;CRATEUS;CE;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CRÉDITO RURAL DE ARAGUARI LTDA;68987;b3S;;I;2;ARAGUARI;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR BRUMADENSE LTDA;71717;b3S;;I;2;BRUMADO;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE CRICIUMA;75847;b3S;;I;2;CRICIUMA;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CENTRAL DAS COOPERATIVAS DE CREDITO DO ESTADO DE MATO GROSSO;106180;b3C;;I;2;CUIABA;MT;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.;129753;b3S;;I;2;URUCANIA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DO GRUPO RIO ITA E COLIGADAS LTDA.;141155;b3S;;I;2;SAO GONCALO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DOS PRODUTORES DA ZONA DE SAO MANUEL;174915;b3S;;I;2;SAO MANUEL;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DO VALE DO PARAIBA LTDA.;177554;b3S;;I;2;RESENDE;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCECM MEDICOS DEMAIS PROF.NIVEL SUP. SAUDE EST. MG - UNICRED;184068;b3C;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR SEARA - CREDISEARA;204963;b3S;;I;2;SEARA;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM OPERADORES TURISMO REGIAO METROPOLITANA BH LTDA.;242375;b3S;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DE VOLTA REDONDA LTDA;254908;b3S;;I;2;VOLTA REDONDA;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DE VASSOURAS LTDA.;254909;b3S;;I;2;VASSOURAS;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMM E DEMAIS PROF NIV SUP SAUDE LITORAL PAULISTA - UNICRED;259231;b3S;;I;2;SANTOS;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECME EM SANEAMENTO DO ESTADO DE MATO GROSSO - CREDISAN;288098;b3S;;I;2;CUIABA;MT;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CENTRAL CECM ESTADO MINAS GERAIS LTDA. - CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CRÉDITO RURAL CAZOLA;315406;b3S;;I;2;LUCELIA;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CONFEDERACAO NACIONAL CECM DE MEDICOS-UNICRED DO BRASIL;315557;b3C;;I;2;SAO PAULO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DE CAMPOS DE JULIO LTDA;391873;b3S;;I;2;CAMPOS DE JULIO;MT;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR CAMPOS ALTOS LTDA;429890;b3S;;I;2;CAMPOS ALTOS;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DA CEPLAC NA AMAZONIA ORIENTAL LTDA. - COOPEA;484473;b3S;;I;2;BELEM;PA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DO SEMASA;512839;b3S;;I;2;SANTO ANDRE;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCECM DAS UNICREDS DO ESTADO DE SANTA CATARINA LTDA;543968;b3C;;I;2;BLUMENAU;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
