Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;1.063.044;0;1.063.044;8.541.944;NA;NA;NA;NA;1.094.013;NA;9.635.958;NA;NA%;NA%;11,03%;NA%;34,23%
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;1.089.175;65.121;1.154.296;6.624.987;NA;NA;NA;NA;1.297.129;NA;7.922.116;NA;NA%;NA%;14,57%;NA%;54,54%
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;03/2001;NA;NA;507.323;237.977;745.299;4.926.065;NA;NA;NA;NA;452.799;NA;5.378.864;NA;NA%;NA%;13,86%;NA%;68,33%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;685.277;0;685.277;2.738.612;NA;NA;NA;NA;2.141.346;NA;4.879.958;NA;NA%;NA%;14,04%;NA%;1,46%
FIAT;30692;b2;;I;3;SAO PAULO;SP;03/2001;NA;NA;743.811;0;743.811;3.415.006;NA;NA;NA;NA;1.026.841;NA;4.441.847;NA;NA%;NA%;16,75%;NA%;33,43%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;03/2001;NA;NA;1.100.570;37.808;1.138.379;4.314.789;NA;NA;NA;NA;87.530;NA;4.402.319;NA;NA%;NA%;25,86%;NA%;25,90%
CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;1.127.690;213;1.127.903;1.792.582;NA;NA;NA;NA;2.518.546;NA;4.311.128;NA;NA%;NA%;26,16%;NA%;8,28%
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;611.358;0;611.358;3.175.091;NA;NA;NA;NA;877.921;NA;4.053.012;NA;NA%;NA%;15,08%;NA%;14,31%
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;694.823;126.845;821.667;3.380.279;NA;NA;NA;NA;71.741;NA;3.452.020;NA;NA%;NA%;23,80%;NA%;19,80%
CSFB GARANTIA;30771;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;329.114;113.845;442.959;1.567.846;NA;NA;NA;NA;1.491.771;NA;3.059.616;NA;NA%;NA%;14,48%;NA%;13,61%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2001;NA;NA;553.314;2.061;555.375;2.759.003;NA;NA;NA;NA;253.224;NA;3.012.227;NA;NA%;NA%;18,44%;NA%;26,14%
FORD;51176;b2;;C;3;SAO PAULO;SP;03/2001;NA;NA;160.129;0;160.129;2.574.871;NA;NA;NA;NA;273.867;NA;2.848.738;NA;NA%;NA%;5,62%;NA%;0,11%
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;03/2001;NA;NA;298.102;0;298.102;2.462.966;NA;NA;NA;NA;319.583;NA;2.782.548;NA;NA%;NA%;10,71%;NA%;0,33%
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;431.459;1.022;432.481;2.426.884;NA;NA;NA;NA;291.414;NA;2.718.299;NA;NA%;NA%;15,91%;NA%;29,21%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;03/2001;NA;NA;317.229;72.835;390.063;2.500.873;NA;NA;NA;NA;185.001;NA;2.685.874;NA;NA%;NA%;14,52%;NA%;39,78%
GM;30795;b2;;C;3;SAO PAULO;SP;03/2001;NA;NA;230.429;0;230.429;2.446.435;NA;NA;NA;NA;23.099;NA;2.469.534;NA;NA%;NA%;9,33%;NA%;24,60%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;313.612;0;313.612;2.215.788;NA;NA;NA;NA;167.541;NA;2.383.329;NA;NA%;NA%;13,16%;NA%;52,20%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;298.453;295.972;594.425;1.387.641;NA;NA;NA;NA;983.538;NA;2.371.179;NA;NA%;NA%;25,07%;NA%;15,01%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;03/2001;NA;NA;262.293;18.327;280.620;2.228.236;NA;NA;NA;NA;7.129;NA;2.235.365;NA;NA%;NA%;12,55%;NA%;21,72%
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;03/2001;NA;NA;247.501;0;247.501;1.548.234;NA;NA;NA;NA;645.346;NA;2.193.579;NA;NA%;NA%;11,28%;NA%;69,84%
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;193.857;76.814;270.671;1.706.259;NA;NA;NA;NA;273.618;NA;1.979.877;NA;NA%;NA%;13,67%;NA%;14,18%
MULTI BANCO S.A.;92791813;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;346.140;82.934;429.075;1.215.466;NA;NA;NA;NA;562.225;NA;1.777.691;NA;NA%;NA%;24,14%;NA%;0,94%
DRESDNER;51059;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;223.192;6.930;230.121;1.687.971;NA;NA;NA;NA;23.441;NA;1.711.412;NA;NA%;NA%;13,45%;NA%;11,64%
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;520.567;41;520.608;966.472;NA;NA;NA;NA;715.518;NA;1.681.991;NA;NA%;NA%;30,95%;NA%;10,29%
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;03/2001;NA;NA;119.593;59.737;179.330;1.308.566;NA;NA;NA;NA;308.136;NA;1.616.703;NA;NA%;NA%;11,09%;NA%;3,93%
BANCOCIDADE;30104;b2;;C;2;SAO PAULO;SP;03/2001;NA;NA;214.812;0;214.812;1.413.972;NA;NA;NA;NA;153.739;NA;1.567.711;NA;NA%;NA%;13,70%;NA%;13,29%
BNL;30513;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;128.515;40.999;169.514;1.496.934;NA;NA;NA;NA;69.484;NA;1.566.418;NA;NA%;NA%;10,82%;NA%;23,10%
SS;31323;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;170.986;0;170.986;1.329.986;NA;NA;NA;NA;93.437;NA;1.423.423;NA;NA%;NA%;12,01%;NA%;40,90%
BMC;30276;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;113.175;83.939;197.114;1.181.532;NA;NA;NA;NA;238.281;NA;1.419.812;NA;NA%;NA%;13,88%;NA%;17,02%
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;BARUERI;SP;03/2001;NA;NA;299.822;0;299.822;1.217.383;NA;NA;NA;NA;182.065;NA;1.399.447;NA;NA%;NA%;21,42%;NA%;0,22%
BBM;30207;b1;;C;2;SALVADOR;BA;03/2001;NA;NA;405.502;51.500;457.002;1.252.578;NA;NA;NA;NA;57.519;NA;1.310.097;NA;NA%;NA%;34,88%;NA%;41,51%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;03/2001;NA;NA;342.681;0;342.681;1.235.720;NA;NA;NA;NA;0;NA;1.235.720;NA;NA%;NA%;27,73%;NA%;1,01%
BARCLAYS GALI;51217;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;180.768;4;180.772;1.069.943;NA;NA;NA;NA;155.600;NA;1.225.542;NA;NA%;NA%;14,75%;NA%;19,66%
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;175.452;36.285;211.737;753.770;NA;NA;NA;NA;468.198;NA;1.221.968;NA;NA%;NA%;17,33%;NA%;6,21%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;344.801;0;344.801;1.112.122;NA;NA;NA;NA;97.557;NA;1.209.679;NA;NA%;NA%;28,50%;NA%;46,04%
BRB;31976;b1;;C;1;BRASILIA;DF;03/2001;NA;NA;163.907;29.261;193.168;1.003.427;NA;NA;NA;NA;83.412;NA;1.086.839;NA;NA%;NA%;17,77%;NA%;49,29%
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;03/2001;NA;NA;118.412;38.980;157.392;788.826;NA;NA;NA;NA;164.664;NA;953.489;NA;NA%;NA%;16,51%;NA%;13,07%
BANESTES;30159;b1;;C;1;VITORIA;ES;03/2001;NA;NA;138.562;0;138.562;814.581;NA;NA;NA;NA;42.373;NA;856.953;NA;NA%;NA%;16,17%;NA%;44,72%
EUROPEU;32078;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;173.980;0;173.980;610.120;NA;NA;NA;NA;239.158;NA;849.278;NA;NA%;NA%;20,49%;NA%;2,81%
INTER AMEX;51145;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;157.733;173;157.906;746.659;NA;NA;NA;NA;82.652;NA;829.311;NA;NA%;NA%;19,04%;NA%;37,37%
SOFISA;31873;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;192.593;5.468;198.061;521.924;NA;NA;NA;NA;293.972;NA;815.896;NA;NA%;NA%;24,28%;NA%;33,51%
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;295.592;0;295.592;780.973;NA;NA;NA;NA;15.904;NA;796.877;NA;NA%;NA%;37,09%;NA%;6,93%
BANCO DE DESENVOLVIMENTO DO ESTADO DA BAHIA S.A.;15163587;b4;;I;1;SALVADOR;BA;03/2001;NA;NA;97.686;2.342;100.028;740.501;NA;NA;NA;NA;10.143;NA;750.645;NA;NA%;NA%;13,33%;NA%;7,10%
ING;51073;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;145.545;76.216;221.761;648.610;NA;NA;NA;NA;81.433;NA;730.043;NA;NA%;NA%;30,38%;NA%;4,54%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;03/2001;NA;NA;219.961;0;219.961;629.425;NA;NA;NA;NA;89.736;NA;719.162;NA;NA%;NA%;30,59%;NA%;29,41%
BANCO ZOGBI S.A.;61535100;b1;;I;2;SAO PAULO;SP;03/2001;NA;NA;200.422;2.747;203.169;542.031;NA;NA;NA;NA;157.642;NA;699.673;NA;NA%;NA%;29,04%;NA%;28,71%
BANCO DO ESTADO DE GOIAS S.A.;1540541;b1;;I;1;GOIANIA;GO;03/2001;NA;NA;188.679;224;188.903;624.525;NA;NA;NA;NA;45.530;NA;670.055;NA;NA%;NA%;28,19%;NA%;20,44%
BANCO NEW HOLLAND BRASIL S.A.;2992446;b2;;I;3;CURITIBA;PR;03/2001;NA;NA;70.235;0;70.235;589.463;NA;NA;NA;NA;43.172;NA;632.635;NA;NA%;NA%;11,10%;NA%;0,69%
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.;38486817;b4;;I;1;BELO HORIZONTE;MG;03/2001;NA;NA;127.761;0;127.761;559.462;NA;NA;NA;NA;53.770;NA;613.232;NA;NA%;NA%;20,83%;NA%;16,17%
CACIQUE;51121;b1;;I;2;SAO PAULO;SP;03/2001;NA;NA;176.003;0;176.003;492.088;NA;NA;NA;NA;91.154;NA;583.242;NA;NA%;NA%;30,18%;NA%;11,63%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;69.923;0;69.923;466.477;NA;NA;NA;NA;116.436;NA;582.913;NA;NA%;NA%;12,00%;NA%;2,61%
BANCO JOHN DEERE S.A.;91884981;b1;;I;2;PORTO ALEGRE;RS;03/2001;NA;NA;77.998;0;77.998;503.185;NA;NA;NA;NA;55.467;NA;558.652;NA;NA%;NA%;13,96%;NA%;1,24%
ICATU;50995;b2;;C;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;277.370;0;277.370;141.230;NA;NA;NA;NA;411.756;NA;552.986;NA;NA%;NA%;50,16%;NA%;24,80%
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;03/2001;NA;NA;817;817;1.634;551.732;NA;NA;NA;NA;0;NA;551.732;NA;NA%;NA%;0,30%;NA%;58,78%
AGF BRASEG;51066;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;119.836;0;119.836;356.128;NA;NA;NA;NA;150.395;NA;506.523;NA;NA%;NA%;23,66%;NA%;14,70%
PINE;50304;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;86.779;44.720;131.499;457.110;NA;NA;NA;NA;43.385;NA;500.495;NA;NA%;NA%;26,27%;NA%;17,39%
FIAT LEASING S/A ARRENDAMENTO MERCANTIL;61190658;n1;;I;3;BARUERI;SP;03/2001;NA;NA;271.314;0;271.314;376.001;NA;NA;NA;NA;116.386;NA;492.387;NA;NA%;NA%;55,10%;NA%;0,00%
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;03/2001;NA;NA;773.984;0;773.984;454.253;NA;NA;NA;NA;9.856;NA;464.110;NA;NA%;NA%;166,77%;NA%;0,54%
SUL AMERICA;50108;b2;;C;2;SAO PAULO;SP;03/2001;NA;NA;86.118;46.183;132.301;441.758;NA;NA;NA;NA;21.520;NA;463.278;NA;NA%;NA%;28,56%;NA%;40,86%
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;73.488;0;73.488;298.690;NA;NA;NA;NA;164.508;NA;463.197;NA;NA%;NA%;15,87%;NA%;16,44%
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;86.481;3.353;89.834;455.372;NA;NA;NA;NA;3.624;NA;458.995;NA;NA%;NA%;19,57%;NA%;17,55%
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;03/2001;NA;NA;650.813;0;650.813;427.864;NA;NA;NA;NA;11.533;NA;439.396;NA;NA%;NA%;148,12%;NA%;16,91%
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;61.977;417;62.394;330.786;NA;NA;NA;NA;104.844;NA;435.630;NA;NA%;NA%;14,32%;NA%;28,75%
BANCO INVESTCRED S.A.;61182408;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;85.958;0;85.958;344.788;NA;NA;NA;NA;66.094;NA;410.882;NA;NA%;NA%;20,92%;NA%;16,80%
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;222.219;0;222.219;372.869;NA;NA;NA;NA;9.810;NA;382.679;NA;NA%;NA%;58,07%;NA%;1,72%
PEBB;31158;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;108.185;173;108.358;155.216;NA;NA;NA;NA;222.810;NA;378.026;NA;NA%;NA%;28,66%;NA%;4,71%
BANCO COOPERATIVO SICREDI S.A. - BANSICREDI;1181521;b1;;I;2;PORTO ALEGRE;RS;03/2001;NA;NA;40.540;25.845;66.385;320.191;NA;NA;NA;NA;48.015;NA;368.206;NA;NA%;NA%;18,03%;NA%;26,00%
BEC;30214;b1;;C;1;FORTALEZA;CE;03/2001;NA;NA;136.869;0;136.869;221.046;NA;NA;NA;NA;127.731;NA;348.777;NA;NA%;NA%;39,24%;NA%;8,41%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;03/2001;NA;NA;128.242;2.916;131.158;279.050;NA;NA;NA;NA;43.850;NA;322.899;NA;NA%;NA%;40,62%;NA%;43,69%
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;03/2001;NA;NA;58.777;418;59.195;265.706;NA;NA;NA;NA;48.881;NA;314.587;NA;NA%;NA%;18,82%;NA%;47,82%
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;56.116;35.000;91.116;285.405;NA;NA;NA;NA;27.390;NA;312.795;NA;NA%;NA%;29,13%;NA%;56,73%
BANCO COOPERATIVO DO BRASIL S.A.;2038232;b1;;I;2;BRASILIA;DF;03/2001;NA;NA;17.859;17.859;35.719;288.208;NA;NA;NA;NA;19.578;NA;307.785;NA;NA%;NA%;11,61%;NA%;22,43%
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;03/2001;NA;NA;53.648;0;53.648;296.385;NA;NA;NA;NA;4.171;NA;300.556;NA;NA%;NA%;17,85%;NA%;34,26%
PRIMUS;20255;b1;;C;3;RIO DE JANEIRO;RJ;03/2001;NA;NA;34.288;0;34.288;119.322;NA;NA;NA;NA;177.241;NA;296.562;NA;NA%;NA%;11,56%;NA%;22,47%
LIBERAL;50146;b2;;C;3;RIO DE JANEIRO;RJ;03/2001;NA;NA;209.307;0;209.307;176.095;NA;NA;NA;NA;109.316;NA;285.411;NA;NA%;NA%;73,34%;NA%;19,70%
BANCO COMERCIAL URUGUAI S.A.;74828799;b1;;I;3;PORTO ALEGRE;RS;03/2001;NA;NA;40.717;0;40.717;253.710;NA;NA;NA;NA;28.748;NA;282.458;NA;NA%;NA%;14,42%;NA%;26,10%
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;29.777;0;29.777;214.888;NA;NA;NA;NA;54.485;NA;269.373;NA;NA%;NA%;11,05%;NA%;12,58%
STOCK;50201;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;48.725;0;48.725;185.227;NA;NA;NA;NA;81.471;NA;266.699;NA;NA%;NA%;18,27%;NA%;25,34%
BANCO DO ESTADO DO AMAZONAS S.A.;4562120;b1;;I;1;MANAUS;AM;03/2001;NA;NA;52.015;52.015;104.029;174.030;NA;NA;NA;NA;89.416;NA;263.445;NA;NA%;NA%;39,49%;NA%;12,99%
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;33.890;6.529;40.419;204.829;NA;NA;NA;NA;57.243;NA;262.073;NA;NA%;NA%;15,42%;NA%;57,49%
BANCO EUROINVEST S.A. - EUROBANCO;13636030;b2;;I;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;41.274;0;41.274;128.540;NA;NA;NA;NA;119.330;NA;247.870;NA;NA%;NA%;16,65%;NA%;53,55%
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;58.184;0;58.184;156.823;NA;NA;NA;NA;80.281;NA;237.105;NA;NA%;NA%;24,54%;NA%;0,15%
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;25.251;21.075;46.326;203.845;NA;NA;NA;NA;21.522;NA;225.367;NA;NA%;NA%;20,56%;NA%;74,61%
HABITASUL - CREDITO IMOBILIARIO S/A;92859800;n1;;I;2;PORTO ALEGRE;RS;03/2001;NA;NA;29.501;0;29.501;217.493;NA;NA;NA;NA;0;NA;217.493;NA;NA%;NA%;13,56%;NA%;9,44%
MAXIMA FINANCEIRA-CREDITO,FINANCIAMENTO E INVESTIMENTO S.A;3928044;n1;;I;2;RIO DE JANEIRO;RJ;03/2001;NA;NA;19.678;0;19.678;178.553;NA;NA;NA;NA;23.907;NA;202.460;NA;NA%;NA%;9,72%;NA%;15,31%
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;03/2001;NA;NA;43.685;0;43.685;136.005;NA;NA;NA;NA;62.571;NA;198.576;NA;NA%;NA%;22,00%;NA%;15,05%
HEWLETT-PACKARD ARRENDAMENTO MERCANTIL S.A.;2663739;n1;;I;3;BARUERI;SP;03/2001;NA;NA;112.259;0;112.259;185.993;NA;NA;NA;NA;7.473;NA;193.466;NA;NA%;NA%;58,03%;NA%;0,11%
BANCO REDE S.A.;33603457;b2;;I;2;SAO PAULO;SP;03/2001;NA;NA;156.180;12.000;168.180;184.345;NA;NA;NA;NA;6.472;NA;190.817;NA;NA%;NA%;88,14%;NA%;68,31%
VOLVO;50933;b2;;C;3;CURITIBA;PR;03/2001;NA;NA;35.896;0;35.896;170.490;NA;NA;NA;NA;18.357;NA;188.847;NA;NA%;NA%;19,01%;NA%;0,71%
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;03/2001;NA;NA;62.923;0;62.923;177.563;NA;NA;NA;NA;10.904;NA;188.467;NA;NA%;NA%;33,39%;NA%;60,11%
MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;03/2001;NA;NA;42.244;23.397;65.641;116.899;NA;NA;NA;NA;45.191;NA;162.090;NA;NA%;NA%;40,50%;NA%;23,77%
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;03/2001;NA;NA;23.207;6.132;29.338;117.600;NA;NA;NA;NA;43.743;NA;161.343;NA;NA%;NA%;18,18%;NA%;16,11%
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;03/2001;NA;NA;50.048;0;50.048;158.297;NA;NA;NA;NA;1.811;NA;160.109;NA;NA%;NA%;31,26%;NA%;3,35%
BANCO WACHOVIA S.A.;33436486;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;80.424;0;80.424;136.481;NA;NA;NA;NA;19.035;NA;155.515;NA;NA%;NA%;51,71%;NA%;2,04%
BANCO PECUNIA S.A.;60850229;b1;;I;2;SAO PAULO;SP;03/2001;NA;NA;24.220;488;24.708;124.181;NA;NA;NA;NA;29.165;NA;153.345;NA;NA%;NA%;16,11%;NA%;12,34%
UBS;31103;b1;;C;3;RIO DE JANEIRO;RJ;03/2001;NA;NA;59.264;0;59.264;150.893;NA;NA;NA;NA;273;NA;151.166;NA;NA%;NA%;39,20%;NA%;13,52%
DOMUS - CIA. DE CREDITO IMOBILIARIO;10372647;n1;;I;2;FORTALEZA;CE;03/2001;NA;NA;7.211;0;7.211;146.655;NA;NA;NA;NA;0;NA;146.655;NA;NA%;NA%;4,92%;NA%;1,66%
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;18.361;0;18.361;132.950;NA;NA;NA;NA;13.589;NA;146.539;NA;NA%;NA%;12,53%;NA%;11,32%
BANCO DE LA PROVINCIA DE BUENOS AIRES;44189447;b1;;I;3;SAO PAULO;SP;03/2001;NA;NA;70.876;0;70.876;133.191;NA;NA;NA;NA;9.466;NA;142.657;NA;NA%;NA%;49,68%;NA%;1,13%
BESC S/A - CREDITO IMOBILIARIO;83725150;n1;;I;1;FLORIANOPOLIS;SC;03/2001;NA;NA;-147.592;0;-147.592;139.677;NA;NA;NA;NA;0;NA;139.677;NA;NA%;NA%;-105,67%;NA%;0,00%
