Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2001;NA;NA;1.550.190;97.682;1.647.872;11.626.537;NA;NA;NA;NA;1.467.023;NA;13.093.560;NA;NA%;NA%;12,59%;NA%;58,97%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;1.291.591;500.524;1.792.115;11.875.475;NA;NA;NA;NA;1.162.891;NA;13.038.366;NA;NA%;NA%;13,74%;NA%;33,17%
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;869.175;444.673;1.313.848;10.090.112;NA;NA;NA;NA;674.749;NA;10.764.861;NA;NA%;NA%;12,20%;NA%;37,84%
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;1.119.271;0;1.119.271;8.972.690;NA;NA;NA;NA;821.775;NA;9.794.465;NA;NA%;NA%;11,43%;NA%;33,21%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2001;NA;NA;971.128;52.558;1.023.687;7.307.647;NA;NA;NA;NA;452.650;NA;7.760.296;NA;NA%;NA%;13,19%;NA%;15,16%
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;1.039.867;64.642;1.104.508;6.678.633;NA;NA;NA;NA;1.071.052;NA;7.749.685;NA;NA%;NA%;14,25%;NA%;52,81%
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;06/2001;NA;NA;556.838;237.977;794.815;5.597.325;NA;NA;NA;NA;476.203;NA;6.073.529;NA;NA%;NA%;13,09%;NA%;66,38%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;754.944;0;754.944;3.057.506;NA;NA;NA;NA;2.467.859;NA;5.525.365;NA;NA%;NA%;13,66%;NA%;1,45%
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;06/2001;NA;NA;1.175.645;37.481;1.213.126;4.561.609;NA;NA;NA;NA;193.018;NA;4.754.627;NA;NA%;NA%;25,51%;NA%;24,65%
FIAT;30692;b2;;I;3;SAO PAULO;SP;06/2001;NA;NA;765.086;0;765.086;3.861.688;NA;NA;NA;NA;761.647;NA;4.623.335;NA;NA%;NA%;16,55%;NA%;34,58%
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;638.242;0;638.242;3.419.247;NA;NA;NA;NA;528.015;NA;3.947.262;NA;NA%;NA%;16,17%;NA%;14,01%
ALFA;51293;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;695.988;136.769;832.756;3.665.756;NA;NA;NA;NA;164.359;NA;3.830.115;NA;NA%;NA%;21,74%;NA%;20,02%
CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;1.120.389;0;1.120.389;1.682.198;NA;NA;NA;NA;1.807.155;NA;3.489.353;NA;NA%;NA%;32,11%;NA%;8,10%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2001;NA;NA;574.902;2.119;577.020;2.998.497;NA;NA;NA;NA;258.233;NA;3.256.730;NA;NA%;NA%;17,72%;NA%;25,88%
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;06/2001;NA;NA;387.300;0;387.300;2.780.854;NA;NA;NA;NA;320.711;NA;3.101.565;NA;NA%;NA%;12,49%;NA%;11,67%
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;06/2001;NA;NA;325.714;72.944;398.658;2.610.261;NA;NA;NA;NA;169.333;NA;2.779.594;NA;NA%;NA%;14,34%;NA%;39,84%
GM;30795;b2;;C;3;SAO PAULO;SP;06/2001;NA;NA;230.455;0;230.455;2.698.202;NA;NA;NA;NA;43.309;NA;2.741.510;NA;NA%;NA%;8,41%;NA%;22,96%
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;413.254;792;414.046;2.665.705;NA;NA;NA;NA;56.325;NA;2.722.030;NA;NA%;NA%;15,21%;NA%;30,81%
FORD;51176;b2;;C;3;SAO PAULO;SP;06/2001;NA;NA;169.449;0;169.449;2.395.889;NA;NA;NA;NA;186.535;NA;2.582.424;NA;NA%;NA%;6,56%;NA%;0,10%
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;326.806;0;326.806;2.367.860;NA;NA;NA;NA;114.704;NA;2.482.565;NA;NA%;NA%;13,16%;NA%;50,06%
CSFB GARANTIA;30771;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;350.560;116.289;466.849;1.388.032;NA;NA;NA;NA;953.312;NA;2.341.343;NA;NA%;NA%;19,94%;NA%;9,57%
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;06/2001;NA;NA;292.196;0;292.196;1.686.646;NA;NA;NA;NA;548.519;NA;2.235.165;NA;NA%;NA%;13,07%;NA%;54,24%
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;319.806;306.648;626.453;1.267.691;NA;NA;NA;NA;869.076;NA;2.136.767;NA;NA%;NA%;29,32%;NA%;10,54%
BANK OF AMERICA;50146;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;593.681;82.934;676.615;788.429;NA;NA;NA;NA;1.232.853;NA;2.021.282;NA;NA%;NA%;33,47%;NA%;6,77%
BIC;32119;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;195.270;76.814;272.085;1.728.868;NA;NA;NA;NA;275.223;NA;2.004.091;NA;NA%;NA%;13,58%;NA%;13,17%
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;06/2001;NA;NA;276.313;18.181;294.494;1.337.889;NA;NA;NA;NA;581.532;NA;1.919.421;NA;NA%;NA%;15,34%;NA%;20,02%
BANCOCIDADE;30104;b2;;C;2;SAO PAULO;SP;06/2001;NA;NA;222.464;0;222.464;1.539.100;NA;NA;NA;NA;317.701;NA;1.856.801;NA;NA%;NA%;11,98%;NA%;12,60%
DRESDNER;51059;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;251.189;6.906;258.095;1.755.993;NA;NA;NA;NA;31.523;NA;1.787.516;NA;NA%;NA%;14,44%;NA%;10,88%
BNL;30513;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;144.586;97.076;241.662;1.688.759;NA;NA;NA;NA;50.907;NA;1.739.665;NA;NA%;NA%;13,89%;NA%;17,17%
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;06/2001;NA;NA;136.699;68.350;205.049;1.419.633;NA;NA;NA;NA;304.389;NA;1.724.022;NA;NA%;NA%;11,89%;NA%;2,29%
SS;31323;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;175.068;0;175.068;1.403.085;NA;NA;NA;NA;164.258;NA;1.567.343;NA;NA%;NA%;11,17%;NA%;42,10%
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;BARUERI;SP;06/2001;NA;NA;311.770;12.321;324.091;1.314.982;NA;NA;NA;NA;197.840;NA;1.512.822;NA;NA%;NA%;21,42%;NA%;0,13%
FIBRA;49951;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;360.645;0;360.645;1.315.870;NA;NA;NA;NA;181.406;NA;1.497.276;NA;NA%;NA%;24,09%;NA%;47,01%
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;185.758;39.310;225.068;1.125.335;NA;NA;NA;NA;308.704;NA;1.434.039;NA;NA%;NA%;15,69%;NA%;8,02%
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;493.937;40;493.977;628.287;NA;NA;NA;NA;805.587;NA;1.433.873;NA;NA%;NA%;34,45%;NA%;9,51%
BMC;30276;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;119.834;81.437;201.271;1.196.235;NA;NA;NA;NA;201.518;NA;1.397.754;NA;NA%;NA%;14,40%;NA%;16,47%
BBM;30207;b1;;C;2;SALVADOR;BA;06/2001;NA;NA;446.135;71.740;517.875;1.323.109;NA;NA;NA;NA;46.671;NA;1.369.781;NA;NA%;NA%;37,81%;NA%;42,60%
BRB;31976;b1;;C;1;BRASILIA;DF;06/2001;NA;NA;164.270;29.261;193.531;1.044.932;NA;NA;NA;NA;79.997;NA;1.124.930;NA;NA%;NA%;17,20%;NA%;47,37%
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;06/2001;NA;NA;354.598;0;354.598;1.087.650;NA;NA;NA;NA;0;NA;1.087.650;NA;NA%;NA%;32,60%;NA%;1,00%
EUROPEU;32078;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;203.390;0;203.390;691.874;NA;NA;NA;NA;329.861;NA;1.021.736;NA;NA%;NA%;19,91%;NA%;2,67%
BARCLAYS GALI;51217;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;143.621;4;143.625;897.771;NA;NA;NA;NA;104.555;NA;1.002.327;NA;NA%;NA%;14,33%;NA%;27,92%
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;06/2001;NA;NA;125.520;38.980;164.499;774.101;NA;NA;NA;NA;190.118;NA;964.219;NA;NA%;NA%;17,06%;NA%;13,78%
BANESTES;30159;b1;;C;1;VITORIA;ES;06/2001;NA;NA;144.344;0;144.344;819.146;NA;NA;NA;NA;133.870;NA;953.015;NA;NA%;NA%;15,15%;NA%;44,58%
INTER AMEX;51145;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;155.806;173;155.979;759.876;NA;NA;NA;NA;125.107;NA;884.983;NA;NA%;NA%;17,63%;NA%;41,03%
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;307.692;0;307.692;823.008;NA;NA;NA;NA;17.434;NA;840.443;NA;NA%;NA%;36,61%;NA%;5,41%
SOFISA;31873;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;186.423;5.352;191.775;501.807;NA;NA;NA;NA;300.749;NA;802.556;NA;NA%;NA%;23,90%;NA%;25,86%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2001;NA;NA;232.855;0;232.855;667.988;NA;NA;NA;NA;78.155;NA;746.143;NA;NA%;NA%;31,21%;NA%;28,22%
BANCO ZOGBI S.A.;61535100;b1;;I;2;SAO PAULO;SP;06/2001;NA;NA;204.722;2.747;207.469;585.754;NA;NA;NA;NA;112.755;NA;698.509;NA;NA%;NA%;29,70%;NA%;31,16%
BANCO NEW HOLLAND BRASIL S.A.;2992446;b2;;I;3;CURITIBA;PR;06/2001;NA;NA;79.309;0;79.309;645.273;NA;NA;NA;NA;48.440;NA;693.713;NA;NA%;NA%;11,43%;NA%;0,69%
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.;38486817;b4;;I;1;BELO HORIZONTE;MG;06/2001;NA;NA;129.805;0;129.805;557.877;NA;NA;NA;NA;63.987;NA;621.864;NA;NA%;NA%;20,87%;NA%;15,16%
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;77.766;0;77.766;473.161;NA;NA;NA;NA;101.462;NA;574.623;NA;NA%;NA%;13,53%;NA%;2,28%
BANCO DO ESTADO DE GOIAS S.A.;1540541;b1;;I;1;GOIANIA;GO;06/2001;NA;NA;194.046;219;194.265;489.661;NA;NA;NA;NA;81.418;NA;571.080;NA;NA%;NA%;34,02%;NA%;20,73%
SUL AMERICA;50108;b2;;C;2;SAO PAULO;SP;06/2001;NA;NA;78.174;46.183;124.356;402.360;NA;NA;NA;NA;168.709;NA;571.069;NA;NA%;NA%;21,78%;NA%;50,04%
CACIQUE;51121;b1;;I;2;SAO PAULO;SP;06/2001;NA;NA;179.249;0;179.249;453.368;NA;NA;NA;NA;117.127;NA;570.495;NA;NA%;NA%;31,42%;NA%;11,53%
PINE;50304;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;133.563;0;133.563;513.025;NA;NA;NA;NA;52.049;NA;565.074;NA;NA%;NA%;23,64%;NA%;17,59%
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;06/2001;NA;NA;1.032;1.032;2.064;555.081;NA;NA;NA;NA;0;NA;555.081;NA;NA%;NA%;0,37%;NA%;109,44%
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;75.807;0;75.807;323.662;NA;NA;NA;NA;222.388;NA;546.049;NA;NA%;NA%;13,88%;NA%;16,54%
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;06/2001;NA;NA;136.352;2.890;139.242;312.270;NA;NA;NA;NA;227.678;NA;539.948;NA;NA%;NA%;25,79%;NA%;43,16%
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;06/2001;NA;NA;780.303;0;780.303;497.636;NA;NA;NA;NA;10.645;NA;508.280;NA;NA%;NA%;153,52%;NA%;0,54%
BANCO JOHN DEERE S.A.;91884981;b1;;I;2;PORTO ALEGRE;RS;06/2001;NA;NA;83.528;0;83.528;465.298;NA;NA;NA;NA;40.458;NA;505.756;NA;NA%;NA%;16,52%;NA%;1,61%
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;236.754;0;236.754;472.135;NA;NA;NA;NA;20.638;NA;492.773;NA;NA%;NA%;48,05%;NA%;1,59%
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;88.226;3.353;91.579;455.120;NA;NA;NA;NA;2.603;NA;457.723;NA;NA%;NA%;20,01%;NA%;15,41%
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;62.144;376;62.519;340.007;NA;NA;NA;NA;95.786;NA;435.793;NA;NA%;NA%;14,35%;NA%;26,98%
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;06/2001;NA;NA;654.711;0;654.711;409.685;NA;NA;NA;NA;10.725;NA;420.410;NA;NA%;NA%;155,73%;NA%;16,67%
BANCO INVESTCRED S.A.;61182408;b1;;I;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;89.986;0;89.986;331.599;NA;NA;NA;NA;54.752;NA;386.350;NA;NA%;NA%;23,29%;NA%;16,37%
AGF BRASEG;51066;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;124.631;0;124.631;274.147;NA;NA;NA;NA;111.990;NA;386.137;NA;NA%;NA%;32,28%;NA%;14,55%
ING;51073;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;152.672;55.771;208.442;336.697;NA;NA;NA;NA;45.813;NA;382.510;NA;NA%;NA%;54,49%;NA%;3,15%
BANCO COOPERATIVO DO BRASIL S.A.;2038232;b1;;I;2;BRASILIA;DF;06/2001;NA;NA;18.844;18.844;37.688;319.972;NA;NA;NA;NA;42.241;NA;362.214;NA;NA%;NA%;10,40%;NA%;22,35%
BANCO DE DESENVOLVIMENTO DO ESTADO DA BAHIA S.A.;15163587;b4;;I;1;SALVADOR;BA;06/2001;NA;NA;100.126;2.304;102.430;355.758;NA;NA;NA;NA;5.158;NA;360.916;NA;NA%;NA%;28,38%;NA%;6,77%
FIAT LEASING S/A ARRENDAMENTO MERCANTIL;61190658;n1;;I;3;BARUERI;SP;06/2001;NA;NA;283.888;0;283.888;279.699;NA;NA;NA;NA;63.838;NA;343.536;NA;NA%;NA%;82,64%;NA%;0,00%
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;95.332;0;95.332;320.269;NA;NA;NA;NA;22.982;NA;343.252;NA;NA%;NA%;27,77%;NA%;59,16%
PEBB;31158;b1;;C;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;109.652;173;109.825;153.042;NA;NA;NA;NA;188.431;NA;341.472;NA;NA%;NA%;32,16%;NA%;4,61%
BANCO COMERCIAL URUGUAI S.A.;74828799;b1;;I;3;PORTO ALEGRE;RS;06/2001;NA;NA;44.442;0;44.442;307.466;NA;NA;NA;NA;28.105;NA;335.572;NA;NA%;NA%;13,24%;NA%;12,02%
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;06/2001;NA;NA;62.118;389;62.506;261.439;NA;NA;NA;NA;46.153;NA;307.592;NA;NA%;NA%;20,32%;NA%;45,96%
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;06/2001;NA;NA;57.434;0;57.434;289.301;NA;NA;NA;NA;1.864;NA;291.165;NA;NA%;NA%;19,73%;NA%;31,82%
BEC;30214;b1;;C;1;FORTALEZA;CE;06/2001;NA;NA;147.630;0;147.630;222.796;NA;NA;NA;NA;62.293;NA;285.088;NA;NA%;NA%;51,78%;NA%;8,70%
ICATU;50995;b2;;C;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;282.977;0;282.977;193.746;NA;NA;NA;NA;82.556;NA;276.302;NA;NA%;NA%;102,42%;NA%;24,21%
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;37.428;6.529;43.958;216.958;NA;NA;NA;NA;52.772;NA;269.730;NA;NA%;NA%;16,30%;NA%;51,94%
BANCO DO ESTADO DO AMAZONAS S.A.;4562120;b1;;I;1;MANAUS;AM;06/2001;NA;NA;57.285;57.285;114.570;191.990;NA;NA;NA;NA;65.932;NA;257.922;NA;NA%;NA%;44,42%;NA%;13,99%
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;06/2001;NA;NA;45.215;0;45.215;169.193;NA;NA;NA;NA;85.686;NA;254.879;NA;NA%;NA%;17,74%;NA%;14,23%
BANCO COOPERATIVO SICREDI S.A. - BANSICREDI;1181521;b1;;I;2;PORTO ALEGRE;RS;06/2001;NA;NA;40.978;26.818;67.796;196.054;NA;NA;NA;NA;42.467;NA;238.521;NA;NA%;NA%;28,42%;NA%;17,27%
BANCO EUROINVEST S.A. - EUROBANCO;13636030;b2;;I;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;40.858;0;40.858;128.853;NA;NA;NA;NA;107.575;NA;236.429;NA;NA%;NA%;17,28%;NA%;54,00%
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;28.458;1.012;29.470;218.166;NA;NA;NA;NA;15.470;NA;233.636;NA;NA%;NA%;12,61%;NA%;21,25%
VOLVO;50933;b2;;C;3;CURITIBA;PR;06/2001;NA;NA;39.308;0;39.308;211.406;NA;NA;NA;NA;15.474;NA;226.880;NA;NA%;NA%;17,33%;NA%;0,88%
HEWLETT-PACKARD ARRENDAMENTO MERCANTIL S.A.;2663739;n1;;I;3;BARUERI;SP;06/2001;NA;NA;120.429;0;120.429;208.701;NA;NA;NA;NA;14.643;NA;223.344;NA;NA%;NA%;53,92%;NA%;0,09%
STOCK;50201;b1;;C;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;49.115;0;49.115;175.338;NA;NA;NA;NA;40.788;NA;216.126;NA;NA%;NA%;22,73%;NA%;30,24%
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;28.045;21.075;49.120;146.127;NA;NA;NA;NA;66.824;NA;212.951;NA;NA%;NA%;23,07%;NA%;78,47%
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;21.699;0;21.699;194.994;NA;NA;NA;NA;9.322;NA;204.317;NA;NA%;NA%;10,62%;NA%;13,58%
MAXIMA FINANCEIRA-CREDITO,FINANCIAMENTO E INVESTIMENTO S.A;3928044;n1;;I;2;RIO DE JANEIRO;RJ;06/2001;NA;NA;19.464;0;19.464;177.836;NA;NA;NA;NA;23.830;NA;201.667;NA;NA%;NA%;9,65%;NA%;16,65%
BANCO REDE S.A.;33603457;b2;;I;2;SAO PAULO;SP;06/2001;NA;NA;160.323;12.000;172.323;185.211;NA;NA;NA;NA;7.270;NA;192.481;NA;NA%;NA%;89,53%;NA%;68,78%
HABITASUL - CREDITO IMOBILIARIO S/A;92859800;n1;;I;2;PORTO ALEGRE;RS;06/2001;NA;NA;29.849;0;29.849;190.061;NA;NA;NA;NA;0;NA;190.061;NA;NA%;NA%;15,70%;NA%;9,19%
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;06/2001;NA;NA;63.745;0;63.745;163.716;NA;NA;NA;NA;13.065;NA;176.782;NA;NA%;NA%;36,06%;NA%;58,75%
BANCO DE LA PROVINCIA DE BUENOS AIRES;44189447;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;72.627;0;72.627;117.943;NA;NA;NA;NA;58.289;NA;176.232;NA;NA%;NA%;41,21%;NA%;1,13%
BANCO ABB S.A.;4095983;b2;;I;3;SAO PAULO;SP;06/2001;NA;NA;42.623;0;42.623;42.691;NA;NA;NA;NA;130.854;NA;173.545;NA;NA%;NA%;24,56%;NA%;0,04%
BANCO WACHOVIA S.A.;33436486;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;87.249;0;87.249;161.499;NA;NA;NA;NA;11.791;NA;173.290;NA;NA%;NA%;50,35%;NA%;1,85%
BANCO DE LA NACION ARGENTINA;33042151;b1;;I;3;SAO PAULO;SP;06/2001;NA;NA;29.519;523;30.042;91.156;NA;NA;NA;NA;81.429;NA;172.586;NA;NA%;NA%;17,41%;NA%;15,59%
MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;06/2001;NA;NA;42.359;23.397;65.756;137.251;NA;NA;NA;NA;25.567;NA;162.818;NA;NA%;NA%;40,39%;NA%;25,79%
BANCO DO ESTADO DO MARANHAO S.A. - BEM;6271464;b1;;I;1;SAO LUIS;MA;06/2001;NA;NA;39.285;0;39.285;155.266;NA;NA;NA;NA;4.111;NA;159.377;NA;NA%;NA%;24,65%;NA%;64,91%
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;06/2001;NA;NA;49.352;0;49.352;157.290;NA;NA;NA;NA;1.253;NA;158.543;NA;NA%;NA%;31,13%;NA%;4,09%
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;06/2001;NA;NA;26.060;5.600;31.660;115.659;NA;NA;NA;NA;41.183;NA;156.841;NA;NA%;NA%;20,19%;NA%;11,76%
EL CAMINO RESOURCES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;RIO DE JANEIRO;RJ;06/2001;NA;NA;10.972;3.712;14.684;152.809;NA;NA;NA;NA;1.016;NA;153.826;NA;NA%;NA%;9,55%;NA%;3,91%
PRIMUS;20255;b1;;C;3;RIO DE JANEIRO;RJ;06/2001;NA;NA;31.610;0;31.610;80.623;NA;NA;NA;NA;70.118;NA;150.741;NA;NA%;NA%;20,97%;NA%;28,63%
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;06/2001;NA;NA;38.265;0;38.265;125.327;NA;NA;NA;NA;25.089;NA;150.415;NA;NA%;NA%;25,44%;NA%;2,34%
DOMUS - CIA. DE CREDITO IMOBILIARIO;10372647;n1;;I;2;FORTALEZA;CE;06/2001;NA;NA;6.518;0;6.518;148.089;NA;NA;NA;NA;0;NA;148.089;NA;NA%;NA%;4,40%;NA%;5,41%
