Instituição;Código;Conglomerado Prudencial;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Resultado de Intermediação Financeira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Resultado com Transações de Pagamento;;;;Outras Receitas / Despesas;;;;;;;;;;;Resultado antes da Tributação e Participações (x) = (k) + (l) + (w);Imposto de Renda e Contribuição Social (y);Participações no Lucro (z);Lucro Líquido (aa) = (x) + (y) + (z);
;;;;;;;;;;;;Rendas de Aplicações Interfinanceiras de Liquidez;;;;Rendas de Títulos e Valores Mobiliários;;;;;Rendas de Operações de Crédito;;;;;Rendas de Arrendamento Financeiro (d);Rendas de Outras Operações com Características de Concessão de Crédito (e);Resultado com Perda Esperada;;;;;;;Despesas de Captações;;;;;Despesas de Instrumentos de Dívida Elegíveis a Capital (h);Resultado com Derivativos (i);Outros Resultados de Intermediação Financeira (j);Resultado de Intermediação Financeira (k) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h) + (i) + (j);Resultado com Serviços por Transações de Pagamento (l1);Resultados de Perda Esperada com Transações de Pagamento (l2);Outros Resultados com Transações de Pagamento (l3);Resultado com Transações de Pagamento (l);Rendas de Tarifas Bancárias (m);Outras Rendas de Prestação de Serviços (n);Despesas de Pessoal (o);Despesas Administrativas (p);Resultado com Perdas Esperadas de Outras Operações (q);Despesas de Juros Sobre Capital Próprio de Cooperativas (r);Despesas Tributárias (s);Resultado de Participações (t);Outras Receitas (u);Outras Despesas (v);Outras Receitas / Despesas (w)= (m) + (n) + (o) +  (p) + (q) + (r) + (s) + (t) + (u) + (v);;;;;
;;;;;;;;;;;;Receita de Juros com Aplicações Interfinanceiras de Liquidez (a1);Ajuste de Variação Cambial de Aplicações Interfinanceiras de Liquidez (a2);Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de Aplicações Interfinanceiras de Liquidez (a3);Rendas de Aplicações Interfinanceiras de Liquidez (a);Receita de Juros com TVM (b1);Ajuste de Variação Cambial de TVM (b2);Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de TVM (b3);Outros Resultados de TVM (b4);Rendas de Títulos e Valores Mobiliários (b);Receita de Juros com Operações de Crédito (c1);Ajuste de Variação Cambial de Operações de Crédito (c2);Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de Operações de Crédito (c3);Outros Resultados de Operações de Crédito (c4);Rendas de Operações de Crédito (c);;;Resultado com Perda Esperada de Aplicações Interfinanceiras de Liquidez (f1);Resultado com Perda Esperada de TVM (f2);Resultado com Perda Esperada de Operações de Crédito (f3);Resultado com Perda Esperada de Arrendamento (f4);Resultado com Perda Esperada de Outras Operações com Características de Concessão de Crédito(f5);Resultado com Perda Esperada de Outros Ativos Geradores de Renda (f6);Resultado com Perda Esperada (f);Despesa de Juros com Captações (g1);Ajuste de Variação Cambial de Captações (g2);Ajuste de Hedge de Valor Justo de Captações (g3);Outros Resultados de Captações (g4);Despesas de Captações (g);;;;;;;;;;;;;;;;;;;;;;;;
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;NU PAGAMENTOS - PRUDENCIAL;52058;84693;n1;3;14;SAO PAULO;SP;06/2025;191.927.310;24.859;0;0;24.859;2.941.665;-101.611;-3.465;115.029;2.951.618;23.559.358;0;0;-223.531;23.335.827;0;0;0;-4.057;-10.346.397;0;0;-94;-10.350.549;-8.582.600;496.833;0;-81.851;-8.167.618;0;-533.949;-53.912;7.206.276;-37;0;908.126;908.090;0;0;-886.489;-1.890.649;0;0;-1.080.741;20.309;4.564.246;-161.683;564.993;8.679.358;-3.120.548;-54.224;5.504.586
BANCO XP S.A.;33264668;XP - PRUDENCIAL;52120;82475;b1;2;8;RIO DE JANEIRO;RJ;06/2025;189.481.063;1.648.061;0;0;1.648.061;1.232.503;43.016;-841.746;440.690;874.464;1.473.020;0;0;-13.153;1.459.867;0;46.033;-21;145;-30.803;0;-738;-39.675;-71.093;-7.763.590;0;0;-35.398;-7.798.988;0;2.790.992;24.193;-1.026.472;157.683;-84.390;17.541;90.834;776;69.117;-68.869;-341.115;-346;0;-19.507;473.001;1.371.007;-590.211;893.852;-41.785;327.254;-62.416;223.053
BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;2038232;BANCO SICOOB - PRUDENCIAL;51750;80879;b1;2;11;BRASILIA;DF;06/2025;188.658.737;2.806.760;0;0;2.806.760;2.551.293;0;0;2.930;2.554.223;1.155.558;-17.407;0;4.917;1.143.068;0;112.032;0;0;-76.159;0;1.899;51.255;-23.004;-7.917.258;4.911;0;-23.599;-7.935.946;0;76.061;17.992;-1.248.815;-42.941;81.155;205.013;243.227;61;134.487;-113.123;-309.360;-123.964;0;-79.945;241.150;2.263.609;-367.346;1.645.570;639.982;-186.821;-10.896;442.265
BANCO CITIBANK S.A.;33479023;CITIBANK - PRUDENCIAL;30403;80192;b1;3;8;SAO PAULO;SP;06/2025;182.936.936;1.973.995;0;-638;1.973.357;2.144.053;-80.138;510.859;840.074;3.414.847;654.506;-1.087.513;0;4.351;-428.656;19;161.904;5.740;14.993;-97.080;13;-65.743;-2.862;-144.939;-6.684.844;3.432.913;0;-48.267;-3.300.198;0;-1.655.700;-119.672;-99.040;4.489;-9.423;0;-4.934;66.650;399.174;-611.575;-622.928;-106.648;0;-285.190;123.237;2.729.825;-271.090;1.421.456;1.317.482;-215.319;-83.600;1.018.563
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL - PRUDENCIAL;30173;80154;b1;1;8;PORTO ALEGRE;RS;06/2025;155.796.328;270.633;0;0;270.633;3.739.810;0;20.889;266;3.760.966;5.188.708;0;0;103.046;5.291.755;12.990;66.182;11.136;60;-749.275;8;-6.330;-781;-745.182;-6.962.902;0;0;-51.863;-7.014.765;160.545;-276.248;-22.454;1.504.421;86.810;-40;1.924;88.694;353.173;60.680;-1.168.229;-986.528;74.648;0;-202.146;397.089;1.370.698;-709.677;-810.292;782.823;-28.339;-135.605;618.879
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM - PRUDENCIAL;51011;80484;b1;2;8;SAO PAULO;SP;06/2025;142.293.330;629.117;0;0;629.117;2.230.643;1.279.878;149.354;168.822;3.828.698;7.521.617;0;627.507;-188.399;7.960.725;0;662.740;2.408;37.440;-1.109.358;-450;-91.923;0;-1.161.882;-6.075.826;0;0;-591.388;-6.667.214;-35.055;-2.362.937;64.064;2.918.254;2.855;0;0;2.855;382.532;106.403;-709.073;-997.919;17.006;0;-279.227;9.520;479.593;-598.716;-1.589.882;1.331.228;-279.500;-105.439;946.288
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;XP - PRUDENCIAL;52120;82475;n2;2;15;RIO DE JANEIRO;RJ;06/2025;140.103.668;682.495;0;0;682.495;3.097.522;39.324;918.610;609.997;4.665.454;0;0;0;0;0;0;0;7.041;6.382;0;0;-6.630;-32.002;-25.210;-3.145.628;0;0;0;-3.145.628;0;-88.971;0;2.088.141;0;0;0;0;571.045;1.782.138;-995.566;-2.453.750;0;0;-247.646;-4.142;1.035.475;-267.634;-580.081;1.508.060;-10.311;-1.419.049;78.700
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;ITAU - PRUDENCIAL;;80099;n4;2;41;SAO PAULO;SP;06/2025;126.186.819;285.056;0;0;285.056;632.178;0;-3;583;632.758;0;0;0;0;0;0;0;0;0;0;0;0;-12.589;-12.589;0;0;0;0;0;0;0;-1.862;903.363;874.334;0;2.556.296;3.430.630;0;91.260;-251.360;-921.525;0;0;-248.961;32.053;267.567;-458.675;-1.489.641;2.844.352;-875.470;-135.845;1.833.037
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;1027058;CIELO IP - PRUDENCIAL;;84710;n4;2;41;BARUERI;SP;06/2025;115.628.731;7.863;0;0;7.863;5.342;0;0;1.064.314;1.069.655;0;0;0;0;0;0;0;0;0;0;0;0;-45.721;-45.721;-581.033;0;0;-338.530;-919.564;0;0;5.334;117.568;2.322.928;0;1.838;2.324.766;0;107;-724.496;-1.113.699;0;0;-217.395;390.247;279.945;-149.095;-1.534.386;907.948;-127.434;-109.342;671.171
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18236120;NU PAGAMENTOS - PRUDENCIAL;;84693;n4;3;41;SAO PAULO;SP;06/2025;98.961.817;30.799;0;0;30.799;154.789;0;0;1.078;155.867;39;0;0;0;39;0;0;0;0;-115.371;0;0;-472.712;-588.083;-11.733;0;0;0;-11.733;0;-68.126;-1.534.215;-2.015.452;4.165.582;0;0;4.165.582;0;181.313;-705.351;-2.256.739;0;0;-786.077;5.538.015;4.387.954;-2.823.428;3.535.687;5.685.817;273.940;-37.438;5.922.318
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE - PRUDENCIAL;20107;80116;b1;3;8;SAO PAULO;SP;06/2025;90.816.974;620.814;24.211;-8.061;636.965;1.030.514;-91.772;99.983;548.655;1.587.380;142.584;0;0;0;142.584;0;33.123;0;-765;-9.722;0;9.723;0;-764;-1.797.072;3.727.677;0;-11.428;1.919.178;0;-4.347.354;-476.364;-505.252;0;0;0;0;2.295;1.060.331;-593.295;-174.616;373;0;-95.513;312.234;1.869.296;-92.950;2.288.155;1.782.903;-659.176;-19.342;1.104.384
BANCO C6 S.A.;31872495;BANCO C6 - PRUDENCIAL;52072;84844;b1;2;8;SAO PAULO;SP;06/2025;85.719.015;359.589;0;0;359.589;1.656.712;0;-89.595;223.332;1.790.449;2.646.998;48.663;306.640;-35.370;2.966.931;0;109.078;0;-149;-674.458;0;59.553;0;-615.054;-3.463.768;0;-172.811;-778.923;-4.415.502;-31.748;-608.788;7.360;-437.685;71.296;41.354;0;112.650;22.904;820.763;-354.747;-682.148;-31.031;0;-90.296;792.944;460.874;-202.976;736.287;411.253;232.917;-139.895;504.275
BANCO INTER S.A.;416968;INTER - PRUDENCIAL;51884;80996;b1;2;8;BELO HORIZONTE;MG;06/2025;83.407.401;95.569;0;0;95.569;1.348.650;0;8.407;58.871;1.415.929;3.127.006;18.301;163.649;-27.725;3.281.232;0;92.558;-147;-3.270;-942.912;0;-204;0;-946.533;-2.610.249;0;0;-32.670;-2.642.918;-12.554;-73.472;51.244;1.261.055;523.972;-97.678;72.368;498.662;24.523;6.742;-316.033;-893.107;-26.762;0;-189.280;50.429;470.083;-440.931;-1.314.335;445.382;21.307;0;466.690
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER - PRUDENCIAL;30379;80185;n1;3;14;SAO PAULO;SP;06/2025;82.753.626;63.660;0;0;63.660;0;0;-441;536.027;535.587;7.537.551;0;0;143;7.537.695;0;7.193;0;0;-2.148.113;0;-21.659;322;-2.169.450;-4.177.483;0;0;-42;-4.177.525;0;0;242.199;2.039.359;0;0;0;0;327.001;50.118;-146.075;-265.912;0;0;-244.298;41.230;632.662;-951.554;-556.830;1.482.529;-562.616;-18.793;901.120
BANCO DAYCOVAL S.A.;62232889;BCO DAYCOVAL S.A - PRUDENCIAL;51987;81744;b1;2;8;SAO PAULO;SP;06/2025;80.820.455;301.114;-5.242;0;295.872;1.389.343;-2.206;33.447;47.442;1.468.026;3.471.160;-165.532;357.987;108.866;3.772.480;0;113.278;0;-5.412;-144.404;0;-372.804;20.900;-501.720;-3.664.710;776.983;-19.317;-15.888;-2.922.933;0;-903.996;-115.905;1.205.102;4.390;-1.513;0;2.877;110.334;136.159;-431.142;-465.613;-12.312;0;-185.100;186.928;952.397;-221.081;70.572;1.278.551;-280.466;-130.364;867.721
STONE INSTITUIÇÃO DE PAGAMENTO S.A.;16501555;STONE IP - PRUDENCIAL;;84686;n4;3;41;SAO PAULO;SP;06/2025;75.805.682;14.934;0;0;14.934;0;0;2.558.188;0;2.558.188;0;0;0;0;0;0;0;0;-302;0;0;0;1.174;871;-1.041.909;-13.850;0;-1.317.422;-2.373.180;0;93.179;19.584;313.575;937.730;-9.432;1.297.488;2.225.787;0;9.014;-788.152;-1.467.758;0;0;-356.852;168.416;619.368;-127.523;-1.943.487;595.875;-79.506;-82.649;433.719
BRB - BANCO DE BRASILIA S.A.;208;BRB - PRUDENCIAL;31976;80288;b1;1;8;BRASILIA;DF;06/2025;74.509.301;494.348;-117;0;494.231;418.124;0;0;72.493;490.617;4.201.261;0;0;705.783;4.907.044;0;-5.211;0;-39.867;-375.941;0;-613;-2.167;-418.588;-3.537.477;-439;0;-42.825;-3.580.741;0;454;4.523;1.892.328;7.116;0;0;7.116;61.075;53.858;-650.670;-535.559;3.046;0;-129.780;58.060;188.046;-124.596;-1.076.521;822.923;-237.424;-75.165;510.334
BANCO DO NORDESTE DO BRASIL S.A.;7237373;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;;81593;b1;1;8;FORTALEZA;CE;06/2025;74.357.909;199.483;-77;0;199.406;2.774.839;0;9.096;5.388;2.789.323;1.688.171;-37.465;0;185.683;1.836.389;0;32.462;0;840;-297.775;0;-80.892;-8;-377.834;-1.172.709;73.181;-13.982;-6.941;-1.120.450;0;-154.973;121.489;3.325.813;24.022;-1.104;0;22.918;61.443;1.842.860;-1.498.806;-1.282.485;-509.055;0;-329.544;359;2.136.243;-1.530.792;-1.109.778;2.238.953;-741.523;-113.752;1.383.679
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A. INSTITUIÇÃO DE PAGAMENTO;10440482;SANTANDER - PRUDENCIAL;;80185;n4;3;41;SAO PAULO;SP;06/2025;73.429.348;3.157;0;0;3.157;10.835;0;0;23.552;34.386;0;0;0;0;0;0;0;0;0;0;0;0;-34.814;-34.814;-7.033;0;0;0;-7.033;0;0;-4.438;-8.742;142.893;0;362.752;505.645;0;4.353;-207.377;-638.396;0;0;-86.460;-8.093;828.695;-87.434;-194.712;302.192;-55.282;0;246.910
MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.;10573521;MERCADO PAGO IP - PRUDENCIAL;;84820;n4;3;41;OSASCO;SP;06/2025;72.707.781;412.707;0;0;412.707;1.529.697;0;2.701;3.371;1.535.769;0;0;0;0;0;0;0;0;1.282;0;0;-264.556;0;-263.274;-1.385.075;0;0;0;-1.385.075;0;-22.889;27.732;304.971;4.014.238;-5.459;23.165;4.031.944;0;0;-474.300;-2.051.850;-79.698;0;-1.201.554;0;246.465;-376.600;-3.937.536;399.379;-120.532;0;278.847
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8561701;PAGSEGURO - PRUDENCIAL;;84813;n4;2;41;SAO PAULO;SP;06/2025;70.008.263;0;0;0;0;2.384.726;0;0;0;2.384.726;0;0;0;0;0;0;0;0;-26.093;0;0;0;0;-26.093;-2.432.999;2.806;-678;0;-2.430.871;0;-73.640;0;-145.877;658.149;-1.330;2.619.831;3.276.650;0;33;-256.283;-1.678.086;0;0;-671.864;52.590;416.472;-651.345;-2.788.484;342.289;88.315;-48.846;381.757
BANCO PAN S.A.;59285411;BTG PACTUAL - PRUDENCIAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;06/2025;67.362.449;21.388;5.569;0;26.957;390.012;0;0;0;390.012;7.235.707;0;1.276.842;-131.211;8.381.337;0;0;0;492;-2.196.621;0;-52;8.658;-2.187.523;-3.557.714;0;-48.080;-9.192;-3.614.986;0;-1.089.134;20.048;1.926.711;156.634;0;0;156.634;326.856;195.038;-413.500;-1.209.745;29.164;0;-275.265;70.716;712.451;-1.138.632;-1.702.919;380.427;55.187;-58.460;377.153
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL - PRUDENCIAL;41856;80312;b1;3;8;SAO PAULO;SP;06/2025;60.142.730;395.318;-112.895;0;282.423;1.703.012;-88.833;90.532;-32.221;1.672.491;852.028;-81.046;0;28.321;799.303;0;64.853;771;-38.041;-25.779;0;-77.972;-6.351;-147.371;-2.760.791;-131;-7.187;-9.717;-2.777.825;0;28.935;345.934;268.743;530;0;28.990;29.520;14.331;39.569;-238.592;-166.116;21.386;0;-44.886;200.841;417.147;-50.858;192.824;491.086;80.905;-102.323;469.668
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO - PRUDENCIAL;10045;80075;b1;2;8;OSASCO;SP;06/2025;59.175.741;132.484;0;0;132.484;7.793;0;0;1.282;9.074;4.498.339;0;0;73.539;4.571.879;2.057;0;0;0;-885.619;0;60.724;1.588;-823.307;-3.329.698;0;0;-13;-3.329.711;0;0;0;562.475;0;0;0;0;29.575;2.623;-167.250;-273.381;1;0;-76.654;76.048;617.407;-640.600;-432.233;130.243;-10.561;0;119.681
BANCO DA AMAZONIA S.A.;4902979;BCO DA AMAZONIA S.A. - PRUDENCIAL;;81249;b1;1;2;BELEM;PA;06/2025;59.112.008;84.732;0;0;84.732;1.284.316;0;0;13.043;1.297.359;1.591.485;0;0;19.540;1.611.025;0;5.168;-15;-40.249;-476.348;0;0;-93;-516.704;-737.334;-1.820;0;-3.985;-743.140;0;-866;-6.044;1.731.529;1;0;0;1;147.575;279.024;-387.812;-277.042;-144.208;0;-89.430;0;1.081.142;-1.640.878;-1.031.629;699.901;-124.742;0;575.159
BANCO VOLKSWAGEN S.A.;59109165;VOLKSWAGEN - PRUDENCIAL;;80202;b2;3;8;SAO PAULO;SP;06/2025;56.702.954;42.579;0;0;42.579;0;0;0;3.008;3.008;3.877.904;0;0;152.271;4.030.175;15.656;0;0;0;-721.777;-750;15.017;-414;-707.925;-3.365.564;0;0;-18.782;-3.384.346;0;-196.165;333.482;136.464;0;0;0;0;1.020;2.204;-3.393;-282.809;-6;0;-68.411;30.656;1.227.595;-615.845;291.011;427.475;-204.040;0;223.435
